key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-no-greek-no-html	crum-page	crum-column	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
4844	343	4842	(S,A,B,F) ^^ eJn-	0	{intr:} be raised upon | {tr:} raise, lay upon	{intr:} be raised upon | {tr:} raise, lay upon		408b	4	2010-04-15	1900-01-01	vagrant		(S, A, B, F) ― ⲉϫⲛ-	(S, A, B, F) ― ⲉϫⲛ-	(S, A, B, F) ― ⲉϫⲛ-	(S, A, B, F) ― ⲉϫⲛ-	(S, A, B, F) ― ⲉϫⲛ-	-		"<b>intr:</b> be raised upon
<b>tr:</b> raise, lay upon"	"intr: be raised upon
tr: raise, lay upon"	"<b>intr:</b> be raised upon
<b>tr:</b> raise, lay upon"	"intr: be raised upon
tr: raise, lay upon"	408	b	― ⲉϫⲛ-			― ⲉϫⲛ-		― ⲉϫⲛ-	― ⲉϫⲛ-				1
4845	343	4842	(S,B,F) ^^ n- *^dat^*	0	$ |$ with	$ |$ with		409a	5	2010-04-15	1900-01-01	vagrant		(S, B, F) ― ⲛ- {dat}	(S, B, F) ― ⲛ- {dat}	(S, B, F) ― ⲛ- {dat}	(S, B, F) ― ⲛ- {dat}	(S, B, F) ― ⲛ- {dat}	-		"―
― with"	"―
― with"	"―
― with"	"―
― with"	409	a	― ⲛ- {dat}					― ⲛ- {dat}	― ⲛ- {dat}				1
4846	343	4842	(S) ^^ Hi-	0	put upon, add to	put upon, add to		409a	6	2010-04-15	1900-01-01	vagrant		(S) ― ϩⲓ-	(S) ― ϩⲓ-	(S) ― ϩⲓ-	(S) ― ϩⲓ-	(S) ― ϩⲓ-	-		put upon, add to	put upon, add to	put upon, add to	put upon, add to	409	a	― ϩⲓ-										1
4847	343	4842	(S,F) ^^ Hn-	0	load with | in, at /*?*/	load with | in, at /*?*/		409a	7	2010-04-15	1900-01-01	vagrant		(S, F) ― ϩⲛ-	(S, F) ― ϩⲛ-	(S, F) ― ϩⲛ-	(S, F) ― ϩⲛ-	(S, F) ― ϩⲛ-	-		"load with
in, at (?)"	"load with
in, at (?)"	"load with
in, at (?)"	"load with
in, at (?)"	409	a	― ϩⲛ-						― ϩⲛ-				1
4848	343	4842	(S,B) ^^ HiJn-	0	lay upon	lay upon		409a	8	2010-04-15	1900-01-01	vagrant		(S, B) ― ϩⲓϫⲛ-	(S, B) ― ϩⲓϫⲛ-	(S, B) ― ϩⲓϫⲛ-	(S, B) ― ϩⲓϫⲛ-	(S, B) ― ϩⲓϫⲛ-	-		lay upon	lay upon	lay upon	lay upon	409	a	― ϩⲓϫⲛ-					― ϩⲓϫⲛ-					1
4849	343	0		99	With following adverb:	With following adverb:		409a	9	2010-04-15	1900-01-01	vagrant							HEADER		With following adverb:	With following adverb:	With following adverb:	With following adverb:	409	a											0
4850	343	4849	(S) ^^ ebol	0	bring, send out	bring, send out		409a	10	2010-04-15	1900-01-01	vagrant		(S) ― ⲉⲃⲟⲗ	(S) ― ⲉⲃⲟⲗ	(S) ― ⲉⲃⲟⲗ	(S) ― ⲉⲃⲟⲗ	(S) ― ⲉⲃⲟⲗ	-		bring, send out	bring, send out	bring, send out	bring, send out	409	a	― ⲉⲃⲟⲗ										1
4851	343	4849	(B) ^^ epSwi	0	raise, rise up	raise, rise up		409a	11	2010-04-15	1900-01-01	vagrant		(B) ― ⲉⲡϣⲱⲓ	(B) ― ⲉⲡϣⲱⲓ	(B) ― ⲉⲡϣⲱⲓ	(B) ― ⲉⲡϣⲱⲓ	(B) ― ⲉⲡϣⲱⲓ	-		raise, rise up	raise, rise up	raise, rise up	raise, rise up	409	a						― ⲉⲡϣⲱⲓ					1
4852	343	4849	(S) ^^ eHoun	0	bring, send in	bring, send in		409a	12	2010-04-15	1900-01-01	vagrant		(S) ― ⲉϩⲟⲩⲛ	(S) ― ⲉϩⲟⲩⲛ	(S) ― ⲉϩⲟⲩⲛ	(S) ― ⲉϩⲟⲩⲛ	(S) ― ⲉϩⲟⲩⲛ	-		bring, send in	bring, send in	bring, send in	bring, send in	409	a	― ⲉϩⲟⲩⲛ										1
4853	343	4849	(S,A,sA,B,F) ^^ eHrai,^^ eHrhi,^^ eHlhi	0	rise, raise up |$ {intr:} |$ {tr:}	rise, raise up |$ {intr:} |$ {tr:}		409b	13	2010-04-15	1900-01-01	vagrant		(S, A, sA, B, F) ― ⲉϩⲣⲁⲓ, ― ⲉϩⲣⲏⲓ, ― ⲉϩⲗⲏⲓ	(S, A, sA, B, F) ― ⲉϩⲣⲁⲓ, ― ⲉϩⲣⲏⲓ, ― ⲉϩⲗⲏⲓ	(S, A, sA, B, F) ― ⲉϩⲣⲁⲓ, ― ⲉϩⲣⲏⲓ, ― ⲉϩⲗⲏⲓ	(S, A, sA, B, F) ― ⲉϩⲣⲁⲓ, ― ⲉϩⲣⲏⲓ, ― ⲉϩⲗⲏⲓ	(S, A, sA, B, F) ― ⲉϩⲣⲁⲓ, ― ⲉϩⲣⲏⲓ, ― ⲉϩⲗⲏⲓ	-		"rise, raise up
― <b>intr:</b>
― <b>tr:</b>"	"rise, raise up
― intr:
― tr:"	"rise, raise up
― <b>intr:</b>
― <b>tr:</b>"	"rise, raise up
― intr:
― tr:"	409	b	― ⲉϩⲣⲁⲓ, ― ⲉϩⲣⲏⲓ, ― ⲉϩⲗⲏⲓ			― ⲉϩⲣⲁⲓ, ― ⲉϩⲣⲏⲓ, ― ⲉϩⲗⲏⲓ	― ⲉϩⲣⲁⲓ, ― ⲉϩⲣⲏⲓ, ― ⲉϩⲗⲏⲓ	― ⲉϩⲣⲁⲓ, ― ⲉϩⲣⲏⲓ, ― ⲉϩⲗⲏⲓ	― ⲉϩⲣⲁⲓ, ― ⲉϩⲣⲏⲓ, ― ⲉϩⲗⲏⲓ				1
2231	343	0	(S) ^^	1	raising up, offering /$gk: [[anafora]]$/	raising up, offering /$gk: [[anafora]]$/	anafora	409b	14	2010-02-21	2010-02-21	vagrant	vagrant	(S) ―	(S) ―	(S) ―	(S) ―	(S) ― (ⲡ)	noun male	αναφορα	raising up, offering [αναφορα]	raising up, offering [αναφορα]	raising up, offering	raising up, offering	409	b	― (ⲡ)										0
2232	343	0	ma nt.	0	place of rising, whereon to mount	place of rising, whereon to mount		409b	15	2010-02-21	2010-02-21	vagrant	vagrant	ⲙⲁ ⲛⲧ.	ⲙⲁ ⲛⲧ.	ⲙⲁ ⲛⲧ.	ⲙⲁ ⲛⲧ.	ⲙⲁ ⲛⲧ.	-		place of rising, whereon to mount	place of rising, whereon to mount	place of rising, whereon to mount	place of rising, whereon to mount	409	b											0
2233	343	0	(B) Jint.	0	raising	raising		409b	16	2010-02-21	1900-01-01	vagrant		(B) ϫⲓⲛⲧ.	(B) ϫⲓⲛⲧ.	(B) ϫⲓⲛⲧ.	(B) ϫⲓⲛⲧ.	(B) ϫⲓⲛⲧ.	-		raising	raising	raising	raising	409	b						ϫⲓⲛⲧ.					0
6761	344	0		99	With following preposition:	With following preposition:		458b	1	2010-08-02	1900-01-01	vagrant							HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	458	b											0
6762	344	6761	^^^ e-	0	knock upon	knock upon		458b	2	2010-08-02	1900-01-01	vagrant		<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	c ⲉ-	c ⲉ-	ⲉ- (c)	-		knock upon	knock upon	knock upon	knock upon	458	b											1
6763	344	6761	(S) ^^^ eJn-	0	summon on to	summon on to		458b	3	2010-08-02	1900-01-01	vagrant		(S) <i><b>c</b></i> ⲉϫⲛ-	(S) <i><b>c</b></i> ⲉϫⲛ-	(S) c ⲉϫⲛ-	(S) c ⲉϫⲛ-	(S) ⲉϫⲛ- (c)	-		summon on to	summon on to	summon on to	summon on to	458	b	ⲉϫⲛ- (c)										1
6764	344	6761	(B) ^^^ nem-	0				458b	4	2010-08-02	1900-01-01	vagrant		(B) <i><b>c</b></i> ⲛⲉⲙ-	(B) <i><b>c</b></i> ⲛⲉⲙ-	(B) c ⲛⲉⲙ-	(B) c ⲛⲉⲙ-	(B) ⲛⲉⲙ- (c)	-						458	b						ⲛⲉⲙ- (c)					1
6765	344	0		99	With following adverb:	With following adverb:		458b	5	2010-08-02	1900-01-01	vagrant							HEADER		With following adverb:	With following adverb:	With following adverb:	With following adverb:	458	b											0
6766	344	6765	(F) ^^^ ebal	0				458b	6	2010-08-02	1900-01-01	vagrant		(F) <i><b>c</b></i> ⲉⲃⲁⲗ	(F) <i><b>c</b></i> ⲉⲃⲁⲗ	(F) c ⲉⲃⲁⲗ	(F) c ⲉⲃⲁⲗ	(F) ⲉⲃⲁⲗ (c)	-						458	b							ⲉⲃⲁⲗ (c)				1
6767	344	6765	(S,A) ^^^ eHoun	0	knock inward (on outside of door)	knock inward (on outside of door)		458b	7	2010-08-02	1900-01-01	vagrant		(S, A) <i><b>c</b></i> ⲉϩⲟⲩⲛ	(S, A) <i><b>c</b></i> ⲉϩⲟⲩⲛ	(S, A) c ⲉϩⲟⲩⲛ	(S, A) c ⲉϩⲟⲩⲛ	(S, A) ⲉϩⲟⲩⲛ (c)	-		knock inward <i>on outside of door</i>	knock inward on outside of door	knock inward <i>on outside of door</i>	knock inward on outside of door	458	b	ⲉϩⲟⲩⲛ (c)			ⲉϩⲟⲩⲛ (c)							1
6768	344	6765	(S,B,F) ^^^ eHoun e-	0				458b	8	2010-08-02	1900-01-01	vagrant		(S, B, F) <i><b>c</b></i> ⲉϩⲟⲩⲛ ⲉ-	(S, B, F) <i><b>c</b></i> ⲉϩⲟⲩⲛ ⲉ-	(S, B, F) c ⲉϩⲟⲩⲛ ⲉ-	(S, B, F) c ⲉϩⲟⲩⲛ ⲉ-	(S, B, F) ⲉϩⲟⲩⲛ ⲉ- (c)	-						458	b	ⲉϩⲟⲩⲛ ⲉ- (c)					ⲉϩⲟⲩⲛ ⲉ- (c)	ⲉϩⲟⲩⲛ ⲉ- (c)				1
6782	344	6765	(S,A) ^^^ eHoun Hn-	0	(as c [e-])	(as c [e-])		459a	9	2010-08-02	2010-08-02	vagrant	vagrant	(S, A) <i><b>c</b></i> ⲉϩⲟⲩⲛ ϩⲛ-	(S, A) <i><b>c</b></i> ⲉϩⲟⲩⲛ ϩⲛ-	(S, A) c ⲉϩⲟⲩⲛ ϩⲛ-	(S, A) c ⲉϩⲟⲩⲛ ϩⲛ-	(S, A) ⲉϩⲟⲩⲛ ϩⲛ- (c)	-		<i>as c ⲉ-</i>	as c ⲉ-	<i>as c ⲉ-</i>	as c ⲉ-	459	a	ⲉϩⲟⲩⲛ ϩⲛ- (c)			ⲉϩⲟⲩⲛ ϩⲛ- (c)							1
6769	344	6765	(B) ^^^ eHrhi	0	call up	call up		459a	10	2010-08-02	1900-01-01	vagrant		(B) <i><b>c</b></i> ⲉϩⲣⲏⲓ	(B) <i><b>c</b></i> ⲉϩⲣⲏⲓ	(B) c ⲉϩⲣⲏⲓ	(B) c ⲉϩⲣⲏⲓ	(B) ⲉϩⲣⲏⲓ (c)	-		call up	call up	call up	call up	459	a						ⲉϩⲣⲏⲓ (c)					1
2462	344	0	(S,sA,B,F) ^^	1	calling, convocation /$gk: [[klhsis]]$/	calling, convocation /$gk: [[klhsis]]$/	klhsis	459a	11	2010-02-28	1900-01-01	vagrant		(S, sA, B, F) ―	(S, sA, B, F) ―	(S, sA, B, F) ―	(S, sA, B, F) ―	(S, sA, B, F) ― (ⲡ)	noun male	κλησισ	calling, convocation [κλησισ]	calling, convocation [κλησισ]	calling, convocation	calling, convocation	459	a	― (ⲡ)				― (ⲡ)	― (ⲡ)	― (ⲡ)				0
2463	344	0	(S,B) reFt.	0	summoner, inviter	summoner, inviter		459a	12	2010-02-28	1900-01-01	vagrant		(S, B) ⲣⲉϥⲧ.	(S, B) ⲣⲉϥⲧ.	(S, B) ⲣⲉϥⲧ.	(S, B) ⲣⲉϥⲧ.	(S, B) ⲣⲉϥⲧ.	-		summoner, inviter	summoner, inviter	summoner, inviter	summoner, inviter	459	a	ⲣⲉϥⲧ.					ⲣⲉϥⲧ.					0
2464	344	0	(B) Jinq.	0	act, occasion of calling	act, occasion of calling		459a	13	2010-02-28	1900-01-01	vagrant		(B) ϫⲓⲛⲑ.	(B) ϫⲓⲛⲑ.	(B) ϫⲓⲛⲑ.	(B) ϫⲓⲛⲑ.	(B) ϫⲓⲛⲑ.	-		act, occasion of calling	act, occasion of calling	act, occasion of calling	act, occasion of calling	459	a						ϫⲓⲛⲑ.					0
6297	345	0		99	intr :	intr :		355a	1	2010-07-14	1900-01-01	vagrant							HEADER		intr :	intr :	intr :	intr :	355	a											0
6298	345	6297	s. nHht	0				355a	2	2010-07-14	1900-01-01	vagrant		ⲥ. ⲛϩⲏⲧ	ⲥ. ⲛϩⲏⲧ	ⲥ. ⲛϩⲏⲧ	ⲥ. ⲛϩⲏⲧ	ⲥ. ⲛϩⲏⲧ	-						355	a											1
6299	345	0		99	With following preposition:	With following preposition:		355a	3	2010-07-14	1900-01-01	vagrant							HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	355	a											0
6300	345	6299	(S) ^^^ e-	0	err toward	err toward		355a	4	2010-07-14	1900-01-01	vagrant		(S) <i><b>c</b></i> ⲉ-	(S) <i><b>c</b></i> ⲉ-	(S) c ⲉ-	(S) c ⲉ-	(S) ⲉ- (c)	-		err toward	err toward	err toward	err toward	355	a	ⲉ- (c)										1
6301	345	6299	(S) ^^^ ntn-	0	send astray from, (so) lose	send astray from, (so) lose		355a	5	2010-07-14	1900-01-01	vagrant		(S) <i><b>c</b></i> ⲛⲧⲛ-	(S) <i><b>c</b></i> ⲛⲧⲛ-	(S) c ⲛⲧⲛ-	(S) c ⲛⲧⲛ-	(S) ⲛⲧⲛ- (c)	-		send astray from, <i>so</i> lose	send astray from, so lose	send astray from, <i>so</i> lose	send astray from, so lose	355	a	ⲛⲧⲛ- (c)										1
6302	345	6299	(B) ^^^ Hi-	0	stray in	stray in		355a	6	2010-07-14	1900-01-01	vagrant		(B) <i><b>c</b></i> ϩⲓ-	(B) <i><b>c</b></i> ϩⲓ-	(B) c ϩⲓ-	(B) c ϩⲓ-	(B) ϩⲓ- (c)	-		stray in	stray in	stray in	stray in	355	a						ϩⲓ- (c)					1
6303	345	6299	(S,A,B) ^^^ Hn-,^^^ Ken-	0	{intr:} stray in, by reason of | {tr:}	{intr:} stray in, by reason of | {tr:}		355a	7	2010-07-14	2010-07-14	vagrant	vagrant	(S, A, B) <i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	(S, A, B) <i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	(S, A, B) c ϩⲛ-, c ϧⲉⲛ-	(S, A, B) c ϩⲛ-, c ϧⲉⲛ-	(S, A, B) ϩⲛ-, ϧⲉⲛ- (c)	-		"<b>intr:</b> stray in, by reason of
<b>tr:</b>"	"intr: stray in, by reason of
tr:"	"<b>intr:</b> stray in, by reason of
<b>tr:</b>"	"intr: stray in, by reason of
tr:"	355	a	ϩⲛ-, ϧⲉⲛ- (c)			ϩⲛ-, ϧⲉⲛ- (c)		ϩⲛ-, ϧⲉⲛ- (c)					1
6304	345	6299	(B) ^^^ Hiten-	0	go astray through	go astray through		355a	8	2010-07-14	1900-01-01	vagrant		(B) <i><b>c</b></i> ϩⲓⲧⲉⲛ-	(B) <i><b>c</b></i> ϩⲓⲧⲉⲛ-	(B) c ϩⲓⲧⲉⲛ-	(B) c ϩⲓⲧⲉⲛ-	(B) ϩⲓⲧⲉⲛ- (c)	-		go astray through	go astray through	go astray through	go astray through	355	a						ϩⲓⲧⲉⲛ- (c)					1
6305	345	6299	^^^ HiJn-	0	stray upon	stray upon		355a	9	2010-07-14	1900-01-01	vagrant		<i><b>c</b></i> ϩⲓϫⲛ-	<i><b>c</b></i> ϩⲓϫⲛ-	c ϩⲓϫⲛ-	c ϩⲓϫⲛ-	ϩⲓϫⲛ- (c)	-		stray upon	stray upon	stray upon	stray upon	355	a											1
6306	345	0		99	With following adverb:	With following adverb:		355a	10	2010-07-14	1900-01-01	vagrant							HEADER		With following adverb:	With following adverb:	With following adverb:	With following adverb:	355	a											0
6307	345	6306	(S,B,F) ^^^ ebol	0	{intr:} wander forth, about, be idle | {tr:} mislead | ([s. ebol] as nn S), derangement	{intr:} wander forth, about, be idle | {tr:} mislead | ([s. ebol] as nn S), derangement		355a	11	2010-07-14	2010-07-14	vagrant	vagrant	(S, B, F) <i><b>c</b></i> ⲉⲃⲟⲗ	(S, B, F) <i><b>c</b></i> ⲉⲃⲟⲗ	(S, B, F) c ⲉⲃⲟⲗ	(S, B, F) c ⲉⲃⲟⲗ	(S, B, F) ⲉⲃⲟⲗ (c)	-		"<b>intr:</b> wander forth, about, be idle
<b>tr:</b> mislead
<i>ⲥ. ⲉⲃⲟⲗ as nn S</i>, derangement"	"intr: wander forth, about, be idle
tr: mislead
ⲥ. ⲉⲃⲟⲗ as nn S, derangement"	"<b>intr:</b> wander forth, about, be idle
<b>tr:</b> mislead
<i>ⲥ. ⲉⲃⲟⲗ as nn S</i>, derangement"	"intr: wander forth, about, be idle
tr: mislead
ⲥ. ⲉⲃⲟⲗ as nn S, derangement"	355	a	ⲉⲃⲟⲗ (c)					ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)				1
6308	345	6307	(S) ^^^ *^[ebol]^* e-	0	wander toward	wander toward		355b	12	2010-07-14	1900-01-01	vagrant		(S) <i><b>c</b></i> {ⲉⲃⲟⲗ} ⲉ-	(S) <i><b>c</b></i> {ⲉⲃⲟⲗ} ⲉ-	(S) c {ⲉⲃⲟⲗ} ⲉ-	(S) c {ⲉⲃⲟⲗ} ⲉ-	(S) {ⲉⲃⲟⲗ} ⲉ- (c)	-		wander toward	wander toward	wander toward	wander toward	355	b	{ⲉⲃⲟⲗ} ⲉ- (c)										2
6309	345	6307	(B) ^^^ *^[ebol]^* Ha-	0	{intr:} stray from	{intr:} stray from		355b	13	2010-07-14	1900-01-01	vagrant		(B) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲁ-	(B) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲁ-	(B) c {ⲉⲃⲟⲗ} ϩⲁ-	(B) c {ⲉⲃⲟⲗ} ϩⲁ-	(B) {ⲉⲃⲟⲗ} ϩⲁ- (c)	-		<b>intr:</b> stray from	intr: stray from	<b>intr:</b> stray from	intr: stray from	355	b						{ⲉⲃⲟⲗ} ϩⲁ- (c)					2
6310	345	6307	(S,B) ^^^ *^[ebol]^* Hn-	0	{tr:} set astray from	{tr:} set astray from		355b	14	2010-07-14	1900-01-01	vagrant		(S, B) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲛ-	(S, B) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲛ-	(S, B) c {ⲉⲃⲟⲗ} ϩⲛ-	(S, B) c {ⲉⲃⲟⲗ} ϩⲛ-	(S, B) {ⲉⲃⲟⲗ} ϩⲛ- (c)	-		<b>tr:</b> set astray from	tr: set astray from	<b>tr:</b> set astray from	tr: set astray from	355	b	{ⲉⲃⲟⲗ} ϩⲛ- (c)					{ⲉⲃⲟⲗ} ϩⲛ- (c)					2
6311	345	6307	(B) ^^^ *^[ebol]^* Hiten-	0	stray from	stray from		355b	15	2010-07-14	1900-01-01	vagrant		(B) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲓⲧⲉⲛ-	(B) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲓⲧⲉⲛ-	(B) c {ⲉⲃⲟⲗ} ϩⲓⲧⲉⲛ-	(B) c {ⲉⲃⲟⲗ} ϩⲓⲧⲉⲛ-	(B) {ⲉⲃⲟⲗ} ϩⲓⲧⲉⲛ- (c)	-		stray from	stray from	stray from	stray from	355	b						{ⲉⲃⲟⲗ} ϩⲓⲧⲉⲛ- (c)					2
6312	345	6306	(B) ^^^ sabol n- (S) ^^^ nsabol n-	0	send astray from	send astray from		355b	16	2010-07-14	1900-01-01	vagrant		"(B) <i><b>c</b></i> ⲥⲁⲃⲟⲗ ⲛ-
(S) <i><b>c</b></i> ⲛⲥⲁⲃⲟⲗ ⲛ-"	"(B) <i><b>c</b></i> ⲥⲁⲃⲟⲗ ⲛ-
(S) <i><b>c</b></i> ⲛⲥⲁⲃⲟⲗ ⲛ-"	"(B) c ⲥⲁⲃⲟⲗ ⲛ-
(S) c ⲛⲥⲁⲃⲟⲗ ⲛ-"	"(B) c ⲥⲁⲃⲟⲗ ⲛ-
(S) c ⲛⲥⲁⲃⲟⲗ ⲛ-"	"(B) ⲥⲁⲃⲟⲗ ⲛ- (c)
(S) ⲛⲥⲁⲃⲟⲗ ⲛ- (c)"	-		send astray from	send astray from	send astray from	send astray from	355	b	ⲛⲥⲁⲃⲟⲗ ⲛ- (c)					ⲥⲁⲃⲟⲗ ⲛ- (c)					1
6313	345	6306	(S) ^^^ Habol n-	0	(meaning similar)	(meaning similar)		355b	17	2010-07-14	1900-01-01	vagrant		(S) <i><b>c</b></i> ϩⲁⲃⲟⲗ ⲛ-	(S) <i><b>c</b></i> ϩⲁⲃⲟⲗ ⲛ-	(S) c ϩⲁⲃⲟⲗ ⲛ-	(S) c ϩⲁⲃⲟⲗ ⲛ-	(S) ϩⲁⲃⲟⲗ ⲛ- (c)	-		<i>meaning similar</i>	meaning similar	<i>meaning similar</i>	meaning similar	355	b	ϩⲁⲃⲟⲗ ⲛ- (c)										1
6314	345	6306	(B) ^^^ efaHou (F) ^^^ HipeHou	0	cause to stray backward	cause to stray backward		355b	18	2010-07-14	1900-01-01	vagrant		"(B) <i><b>c</b></i> ⲉⲫⲁϩⲟⲩ
(F) <i><b>c</b></i> ϩⲓⲡⲉϩⲟⲩ"	"(B) <i><b>c</b></i> ⲉⲫⲁϩⲟⲩ
(F) <i><b>c</b></i> ϩⲓⲡⲉϩⲟⲩ"	"(B) c ⲉⲫⲁϩⲟⲩ
(F) c ϩⲓⲡⲉϩⲟⲩ"	"(B) c ⲉⲫⲁϩⲟⲩ
(F) c ϩⲓⲡⲉϩⲟⲩ"	"(B) ⲉⲫⲁϩⲟⲩ (c)
(F) ϩⲓⲡⲉϩⲟⲩ (c)"	-		cause to stray backward	cause to stray backward	cause to stray backward	cause to stray backward	355	b						ⲉⲫⲁϩⲟⲩ (c)	ϩⲓⲡⲉϩⲟⲩ (c)				1
1924	345	0	(S,A,B) ^^	1	error	error		355b	19	2010-02-15	2010-02-15	vagrant	vagrant	(S, A, B) ―	(S, A, B) ―	(S, A, B) ―	(S, A, B) ―	(S, A, B) ― (ⲡ)	noun male		error	error	error	error	355	b	― (ⲡ)			― (ⲡ)		― (ⲡ)					0
1925	345	0	mou ns.	0	torrent /$gk: [[xeimarros, faragj]]$/	torrent /$gk: [[xeimarros, faragj]]$/	xeimarros, faragj	355b	20	2010-02-15	1900-01-01	vagrant		ⲙⲟⲩ ⲛⲥ.	ⲙⲟⲩ ⲛⲥ.	ⲙⲟⲩ ⲛⲥ.	ⲙⲟⲩ ⲛⲥ.	ⲙⲟⲩ ⲛⲥ.	-	χειμαρροσ, φαραγξ	torrent [χειμαρροσ, φαραγξ]	torrent [χειμαρροσ, φαραγξ]	torrent	torrent	355	b											0
1926	345	0	(B) ats.	0	clear, unerring	clear, unerring		355b	21	2010-02-15	1900-01-01	vagrant		(B) ⲁⲧⲥ.	(B) ⲁⲧⲥ.	(B) ⲁⲧⲥ.	(B) ⲁⲧⲥ.	(B) ⲁⲧⲥ.	-		clear, unerring	clear, unerring	clear, unerring	clear, unerring	355	b						ⲁⲧⲥ.					0
1927	345	0	(S,sA,B) reFs.	0	one who leads astray /$gk: [[rembasmos]]$/	one who leads astray /$gk: [[rembasmos]]$/	rembasmos	355b	22	2010-02-15	1900-01-01	vagrant		(S, sA, B) ⲣⲉϥⲥ.	(S, sA, B) ⲣⲉϥⲥ.	(S, sA, B) ⲣⲉϥⲥ.	(S, sA, B) ⲣⲉϥⲥ.	(S, sA, B) ⲣⲉϥⲥ.	-	ρεμβασμοσ	one who leads astray [ρεμβασμοσ]	one who leads astray [ρεμβασμοσ]	one who leads astray	one who leads astray	355	b	ⲣⲉϥⲥ.				ⲣⲉϥⲥ.	ⲣⲉϥⲥ.					0
1928	345	0	(S) srme (S,B) sermh	3	wanderer, vagrant	wanderer, vagrant		355b	23	2010-02-15	1900-01-01	vagrant		"(S) ⲥⲣⲙⲉ
(S, B) ⲥⲉⲣⲙⲏ"	"(S) ⲥⲣⲙⲉ
(S, B) ⲥⲉⲣⲙⲏ"	"(S) ⲥⲣⲙⲉ
(S, B) ⲥⲉⲣⲙⲏ"	"(S) ⲥⲣⲙⲉ
(S, B) ⲥⲉⲣⲙⲏ"	"(S) ⲥⲣⲙⲉ (ⲟⲩ)
(S, B) ⲥⲉⲣⲙⲏ (ⲟⲩ)"	noun		wanderer, vagrant	wanderer, vagrant	wanderer, vagrant	wanderer, vagrant	355	b	"ⲥⲣⲙⲉ (ⲟⲩ)
ⲥⲉⲣⲙⲏ (ⲟⲩ)"					ⲥⲉⲣⲙⲏ (ⲟⲩ)					0
1929	345	1928	mnt..srme.	0	 /$gk: [[rembos, planhtis]]$/	 /$gk: [[rembos, planhtis]]$/	rembos, planhtis	355b	24	2010-02-15	2010-02-15	vagrant	vagrant	ⲙⲛⲧⲥⲣⲙⲉ.	ⲙⲛⲧⲥⲣⲙⲉ.	ⲙⲛⲧⲥⲣⲙⲉ.	ⲙⲛⲧⲥⲣⲙⲉ.	ⲙⲛⲧⲥⲣⲙⲉ.	-	ρεμβοσ, πλανητισ	[ρεμβοσ, πλανητισ]	[ρεμβοσ, πλανητισ]			355	b											1
1930	345	0	(S,B) sormes (S,F) sarmes	4	error, wandering /$gk: [[planh, apoplanhsis]]$/	error, wandering /$gk: [[planh, apoplanhsis]]$/	planh, apoplanhsis	355b	25	2010-02-15	1900-01-01	vagrant		"(S, B) ⲥⲟⲣⲙⲉⲥ
(S, F) ⲥⲁⲣⲙⲉⲥ"	"(S, B) ⲥⲟⲣⲙⲉⲥ
(S, F) ⲥⲁⲣⲙⲉⲥ"	"(S, B) ⲥⲟⲣⲙⲉⲥ
(S, F) ⲥⲁⲣⲙⲉⲥ"	"(S, B) ⲥⲟⲣⲙⲉⲥ
(S, F) ⲥⲁⲣⲙⲉⲥ"	"(S, B) ⲥⲟⲣⲙⲉⲥ (ⲧ)
(S, F) ⲥⲁⲣⲙⲉⲥ (ⲧ)"	noun female	πλανη, αποπλανησισ	error, wandering [πλανη, αποπλανησισ]	error, wandering [πλανη, αποπλανησισ]	error, wandering	error, wandering	355	b	"ⲥⲟⲣⲙⲉⲥ (ⲧ)
ⲥⲁⲣⲙⲉⲥ (ⲧ)"					ⲥⲟⲣⲙⲉⲥ (ⲧ)	ⲥⲁⲣⲙⲉⲥ (ⲧ)				0
