key	key-link	dawoud-pages	notes	senses	override-type
1689	https://metremnqymi.com/crum/1689.html	486a,61a			
1690	https://metremnqymi.com/crum/1690.html				
1691	https://metremnqymi.com/crum/1691.html	58a			
1692	https://metremnqymi.com/crum/1692.html	439a-439b,442b			
1693	https://metremnqymi.com/crum/1693.html	64a,72b-73b			
1694	https://metremnqymi.com/crum/1694.html	67b			
1695	https://metremnqymi.com/crum/1695.html				
1696	https://metremnqymi.com/crum/1696.html	443a			
1697	https://metremnqymi.com/crum/1697.html				
1698	https://metremnqymi.com/crum/1698.html	751b,840b			
1699	https://metremnqymi.com/crum/1699.html	486b,812a-812b,754b-755a			
1700	https://metremnqymi.com/crum/1700.html	750b,453b			
1701	https://metremnqymi.com/crum/1701.html	484b			
1702	https://metremnqymi.com/crum/1702.html	484b-485a			
1703	https://metremnqymi.com/crum/1703.html	485a			
1704	https://metremnqymi.com/crum/1704.html	450b,469a			
1705	https://metremnqymi.com/crum/1705.html	240a			
1706	https://metremnqymi.com/crum/1706.html				
1707	https://metremnqymi.com/crum/1707.html				
1708	https://metremnqymi.com/crum/1708.html	240a			
1709	https://metremnqymi.com/crum/1709.html	241b-242a,158b-159a			
1710	https://metremnqymi.com/crum/1710.html	250a			
1711	https://metremnqymi.com/crum/1711.html	255b			
1712	https://metremnqymi.com/crum/1712.html	266b,253b			
1713	https://metremnqymi.com/crum/1713.html	244b,266a,253b			
1714	https://metremnqymi.com/crum/1714.html	255b			
1715	https://metremnqymi.com/crum/1715.html				
1716	https://metremnqymi.com/crum/1716.html	246b			
1717	https://metremnqymi.com/crum/1717.html	267a-267b			
1718	https://metremnqymi.com/crum/1718.html	252b			
1719	https://metremnqymi.com/crum/1719.html	246b,252b			
1720	https://metremnqymi.com/crum/1720.html				
1721	https://metremnqymi.com/crum/1721.html	267b-268a			
1722	https://metremnqymi.com/crum/1722.html	246b			
1723	https://metremnqymi.com/crum/1723.html	269a,276b			
1724	https://metremnqymi.com/crum/1724.html	252b			
1725	https://metremnqymi.com/crum/1725.html	258a			
1726	https://metremnqymi.com/crum/1726.html	241b			
1727	https://metremnqymi.com/crum/1727.html	246a			
1728	https://metremnqymi.com/crum/1728.html	257a-257b			
1729	https://metremnqymi.com/crum/1729.html	270a			
1730	https://metremnqymi.com/crum/1730.html				
1731	https://metremnqymi.com/crum/1731.html	247a			
1732	https://metremnqymi.com/crum/1732.html	263b			
1733	https://metremnqymi.com/crum/1733.html	271b-272a			
1734	https://metremnqymi.com/crum/1734.html	262b			
1735	https://metremnqymi.com/crum/1735.html	262b			
1736	https://metremnqymi.com/crum/1736.html	247a,21b-22a			
1737	https://metremnqymi.com/crum/1737.html	247a			
1738	https://metremnqymi.com/crum/1738.html	272a-272b			
1739	https://metremnqymi.com/crum/1739.html	263b			
1740	https://metremnqymi.com/crum/1740.html				
1741	https://metremnqymi.com/crum/1741.html	252a-252b			
1742	https://metremnqymi.com/crum/1742.html				
1743	https://metremnqymi.com/crum/1743.html	258b			
1744	https://metremnqymi.com/crum/1744.html	258b-259a			
1745	https://metremnqymi.com/crum/1745.html	246a			
1746	https://metremnqymi.com/crum/1746.html	253b			
1747	https://metremnqymi.com/crum/1747.html	264a-264b			
1748	https://metremnqymi.com/crum/1748.html	251b			
1749	https://metremnqymi.com/crum/1749.html	251b			
1750	https://metremnqymi.com/crum/1750.html	23b			
1751	https://metremnqymi.com/crum/1751.html	284a-284b			
1752	https://metremnqymi.com/crum/1752.html	275b,275b-276a			
1753	https://metremnqymi.com/crum/1753.html	263b-264a			
1754	https://metremnqymi.com/crum/1754.html	264b			
1755	https://metremnqymi.com/crum/1755.html				
1756	https://metremnqymi.com/crum/1756.html	278a,278a			
1757	https://metremnqymi.com/crum/1757.html	284b			
1758	https://metremnqymi.com/crum/1758.html	276b-277a			
1759	https://metremnqymi.com/crum/1759.html	278b-279a			
1760	https://metremnqymi.com/crum/1760.html	279a			
1761	https://metremnqymi.com/crum/1761.html	279a-279b			
1762	https://metremnqymi.com/crum/1762.html	260a			
1763	https://metremnqymi.com/crum/1763.html	280a-280b			
1764	https://metremnqymi.com/crum/1764.html	25b,260b			
1765	https://metremnqymi.com/crum/1765.html				
1766	https://metremnqymi.com/crum/1766.html	243a			
1767	https://metremnqymi.com/crum/1767.html	261b,261b,243b			
1768	https://metremnqymi.com/crum/1768.html	243a,244b			
1769	https://metremnqymi.com/crum/1769.html	262a			
1770	https://metremnqymi.com/crum/1770.html	283b			
1771	https://metremnqymi.com/crum/1771.html	20a			
1772	https://metremnqymi.com/crum/1772.html	261b-262a			
1773	https://metremnqymi.com/crum/1773.html	284a			
1774	https://metremnqymi.com/crum/1774.html	262a			
1775	https://metremnqymi.com/crum/1775.html	493a			
1776	https://metremnqymi.com/crum/1776.html	491a			
1777	https://metremnqymi.com/crum/1777.html	495a			
1778	https://metremnqymi.com/crum/1778.html	499b-500b			
1779	https://metremnqymi.com/crum/1779.html	500b			
1780	https://metremnqymi.com/crum/1780.html	495b,492a			
1781	https://metremnqymi.com/crum/1781.html	495b			
1782	https://metremnqymi.com/crum/1782.html	488b			
1783	https://metremnqymi.com/crum/1783.html	489b,505b			
1784	https://metremnqymi.com/crum/1784.html	492a			
1785	https://metremnqymi.com/crum/1785.html				
1786	https://metremnqymi.com/crum/1786.html	506b			
1787	https://metremnqymi.com/crum/1787.html	510a			
1788	https://metremnqymi.com/crum/1788.html	512a			
1789	https://metremnqymi.com/crum/1789.html	515a			
1790	https://metremnqymi.com/crum/1790.html	512b			
1791	https://metremnqymi.com/crum/1791.html	510b			
1792	https://metremnqymi.com/crum/1792.html	512b			
1793	https://metremnqymi.com/crum/1793.html	511a			
1794	https://metremnqymi.com/crum/1794.html	516b			
1795	https://metremnqymi.com/crum/1795.html	511a			
1796	https://metremnqymi.com/crum/1796.html	516b			
1797	https://metremnqymi.com/crum/1797.html	517b			
1798	https://metremnqymi.com/crum/1798.html				
1799	https://metremnqymi.com/crum/1799.html	517a			
1800	https://metremnqymi.com/crum/1800.html	517b			
1801	https://metremnqymi.com/crum/1801.html	511a			
1802	https://metremnqymi.com/crum/1802.html	515b			
1803	https://metremnqymi.com/crum/1803.html	511a			
1804	https://metremnqymi.com/crum/1804.html	514a			
1805	https://metremnqymi.com/crum/1805.html	522a			
1806	https://metremnqymi.com/crum/1806.html	523a,540a			
1807	https://metremnqymi.com/crum/1807.html	523a-523b			
1808	https://metremnqymi.com/crum/1808.html	524a			
1809	https://metremnqymi.com/crum/1809.html	683a			
1810	https://metremnqymi.com/crum/1810.html	526b-527a			
1811	https://metremnqymi.com/crum/1811.html	527a-527b			
1812	https://metremnqymi.com/crum/1812.html	527b			
1813	https://metremnqymi.com/crum/1813.html	527b-528b			
1814	https://metremnqymi.com/crum/1814.html	528b			
1815	https://metremnqymi.com/crum/1815.html	529a,232a			
1816	https://metremnqymi.com/crum/1816.html	529a,530a			
1817	https://metremnqymi.com/crum/1817.html	232a-232b,529a-529b			
1818	https://metremnqymi.com/crum/1818.html				
1819	https://metremnqymi.com/crum/1819.html	534a-534b			
1820	https://metremnqymi.com/crum/1820.html	533a			
1821	https://metremnqymi.com/crum/1821.html	533a			
1822	https://metremnqymi.com/crum/1822.html	709b,533b,697b			
1823	https://metremnqymi.com/crum/1823.html	535a			
1824	https://metremnqymi.com/crum/1824.html	535a-536a			
1825	https://metremnqymi.com/crum/1825.html	539a			
1826	https://metremnqymi.com/crum/1826.html	536a			
1827	https://metremnqymi.com/crum/1827.html	233a,235a,523a			
1828	https://metremnqymi.com/crum/1828.html	536b,276b			
1829	https://metremnqymi.com/crum/1829.html	530b-531a			
1830	https://metremnqymi.com/crum/1830.html	235b,703b,232b			
1831	https://metremnqymi.com/crum/1831.html	539a			
1832	https://metremnqymi.com/crum/1832.html	538b			
1833	https://metremnqymi.com/crum/1833.html	539a			
1834	https://metremnqymi.com/crum/1834.html	522b			
1835	https://metremnqymi.com/crum/1835.html	539a-539b,539b			
1836	https://metremnqymi.com/crum/1836.html	539b-540a,236a,88b			
1837	https://metremnqymi.com/crum/1837.html				
1838	https://metremnqymi.com/crum/1838.html	540a,236a-236b			
1839	https://metremnqymi.com/crum/1839.html	540a			
1840	https://metremnqymi.com/crum/1840.html	540b			
1841	https://metremnqymi.com/crum/1841.html	540b,238b			
1842	https://metremnqymi.com/crum/1842.html	540b-541a			
1843	https://metremnqymi.com/crum/1843.html	543b			
1844	https://metremnqymi.com/crum/1844.html	545a-545b			
1845	https://metremnqymi.com/crum/1845.html	545b			
1846	https://metremnqymi.com/crum/1846.html	545b			
1847	https://metremnqymi.com/crum/1847.html	558b-559a			
1848	https://metremnqymi.com/crum/1848.html	559a			
1849	https://metremnqymi.com/crum/1849.html				
1850	https://metremnqymi.com/crum/1850.html	559a,544a			
1851	https://metremnqymi.com/crum/1851.html	567a			
1852	https://metremnqymi.com/crum/1852.html	567a			
1853	https://metremnqymi.com/crum/1853.html	573a,568b,574a-574b			
1854	https://metremnqymi.com/crum/1854.html	581b			
1855	https://metremnqymi.com/crum/1855.html				
1856	https://metremnqymi.com/crum/1856.html	598a			
1857	https://metremnqymi.com/crum/1857.html	598a			
1858	https://metremnqymi.com/crum/1858.html	599a			
1859	https://metremnqymi.com/crum/1859.html	544a			
1860	https://metremnqymi.com/crum/1860.html	604b-605a,598a			
1861	https://metremnqymi.com/crum/1861.html	556a			
1862	https://metremnqymi.com/crum/1862.html				
1863	https://metremnqymi.com/crum/1863.html	567a-567b			
1864	https://metremnqymi.com/crum/1864.html	556b			
1865	https://metremnqymi.com/crum/1865.html	556b			
1866	https://metremnqymi.com/crum/1866.html				
1867	https://metremnqymi.com/crum/1867.html	560b			
1868	https://metremnqymi.com/crum/1868.html	557a			
1869	https://metremnqymi.com/crum/1869.html	582a,586b-587a			
1870	https://metremnqymi.com/crum/1870.html	598b-599a,615a			
1871	https://metremnqymi.com/crum/1871.html	544a			
1872	https://metremnqymi.com/crum/1872.html	572a			
1873	https://metremnqymi.com/crum/1873.html	571a			
1874	https://metremnqymi.com/crum/1874.html	578a			
1875	https://metremnqymi.com/crum/1875.html	578a-578b			
1876	https://metremnqymi.com/crum/1876.html	515a			
1877	https://metremnqymi.com/crum/1877.html	578b			
1878	https://metremnqymi.com/crum/1878.html	590a			
1879	https://metremnqymi.com/crum/1879.html				
1880	https://metremnqymi.com/crum/1880.html	578b			
1881	https://metremnqymi.com/crum/1881.html	582b,561a			
1882	https://metremnqymi.com/crum/1882.html	582b			
1883	https://metremnqymi.com/crum/1883.html	599b			
1884	https://metremnqymi.com/crum/1884.html	546a			
1885	https://metremnqymi.com/crum/1885.html				
1886	https://metremnqymi.com/crum/1886.html	582b			
1887	https://metremnqymi.com/crum/1887.html	582b-583a			
1888	https://metremnqymi.com/crum/1888.html	599b-600a			
1889	https://metremnqymi.com/crum/1889.html	600a			
1890	https://metremnqymi.com/crum/1890.html	579a			
1891	https://metremnqymi.com/crum/1891.html	561a-561b			
1892	https://metremnqymi.com/crum/1892.html	600b			
1893	https://metremnqymi.com/crum/1893.html				
1894	https://metremnqymi.com/crum/1894.html	546a			
1895	https://metremnqymi.com/crum/1895.html	579b			
1896	https://metremnqymi.com/crum/1896.html	600a-600b			
1897	https://metremnqymi.com/crum/1897.html	561b			
1898	https://metremnqymi.com/crum/1898.html	579a			
1899	https://metremnqymi.com/crum/1899.html	583a,815a			
1900	https://metremnqymi.com/crum/1900.html	579a			
1901	https://metremnqymi.com/crum/1901.html	546a			
1902	https://metremnqymi.com/crum/1902.html	579b			
1903	https://metremnqymi.com/crum/1903.html	600b			
1904	https://metremnqymi.com/crum/1904.html	579b			
1905	https://metremnqymi.com/crum/1905.html	561b			
1906	https://metremnqymi.com/crum/1906.html	546a,549b			
1907	https://metremnqymi.com/crum/1907.html	546a			
1908	https://metremnqymi.com/crum/1908.html	561b			
1909	https://metremnqymi.com/crum/1909.html	561b			
1910	https://metremnqymi.com/crum/1910.html	580a,809a			
1911	https://metremnqymi.com/crum/1911.html	579a,808a,580a			
1912	https://metremnqymi.com/crum/1912.html	600b-601a			
1913	https://metremnqymi.com/crum/1913.html	578b			
1914	https://metremnqymi.com/crum/1914.html	583b			
1915	https://metremnqymi.com/crum/1915.html	601a			
1916	https://metremnqymi.com/crum/1916.html	546a,561b			
1917	https://metremnqymi.com/crum/1917.html	568a-568b			
1918	https://metremnqymi.com/crum/1918.html	582a			
1919	https://metremnqymi.com/crum/1919.html	584a,601a,580b			
1920	https://metremnqymi.com/crum/1920.html	601b			
1921	https://metremnqymi.com/crum/1921.html	601b			
1922	https://metremnqymi.com/crum/1922.html	580a-580b,562a,583b-584a			
1923	https://metremnqymi.com/crum/1923.html	562a			
1924	https://metremnqymi.com/crum/1924.html	563a			
1925	https://metremnqymi.com/crum/1925.html	593b,601b,584b			
1926	https://metremnqymi.com/crum/1926.html	546b			
1927	https://metremnqymi.com/crum/1927.html	585b			
1928	https://metremnqymi.com/crum/1928.html	580b-581a			
1929	https://metremnqymi.com/crum/1929.html	581a			
1930	https://metremnqymi.com/crum/1930.html	581a			
1931	https://metremnqymi.com/crum/1931.html	564a			
1932	https://metremnqymi.com/crum/1932.html				
1933	https://metremnqymi.com/crum/1933.html	563b			
1934	https://metremnqymi.com/crum/1934.html	602a-602b			
1935	https://metremnqymi.com/crum/1935.html	602b			
1936	https://metremnqymi.com/crum/1936.html	551a			
1937	https://metremnqymi.com/crum/1937.html	564a-564b			
1938	https://metremnqymi.com/crum/1938.html	564b			
1939	https://metremnqymi.com/crum/1939.html	564a			
1940	https://metremnqymi.com/crum/1940.html	581b			
1941	https://metremnqymi.com/crum/1941.html	581a			
1942	https://metremnqymi.com/crum/1942.html	581b,584b			
1943	https://metremnqymi.com/crum/1943.html	581b,576b			
1944	https://metremnqymi.com/crum/1944.html	602b-603a,601b			
1945	https://metremnqymi.com/crum/1945.html	564b			
1946	https://metremnqymi.com/crum/1946.html	585a,603a			
1947	https://metremnqymi.com/crum/1947.html	548a			
1948	https://metremnqymi.com/crum/1948.html	585b,605a			
1949	https://metremnqymi.com/crum/1949.html	605a			
1950	https://metremnqymi.com/crum/1950.html	604b			
1951	https://metremnqymi.com/crum/1951.html				
1952	https://metremnqymi.com/crum/1952.html	576b-577a			
1953	https://metremnqymi.com/crum/1953.html	606b			
1954	https://metremnqymi.com/crum/1954.html				
1955	https://metremnqymi.com/crum/1955.html				
1956	https://metremnqymi.com/crum/1956.html	587a			
1957	https://metremnqymi.com/crum/1957.html	549a,16b			
1958	https://metremnqymi.com/crum/1958.html	544a,548b-549a			
1959	https://metremnqymi.com/crum/1959.html	607a			
1960	https://metremnqymi.com/crum/1960.html	549a-549b			
1961	https://metremnqymi.com/crum/1961.html	549b,545b			
1962	https://metremnqymi.com/crum/1962.html	545b,545b			
1963	https://metremnqymi.com/crum/1963.html	550a,840a			
1964	https://metremnqymi.com/crum/1964.html		<i>ⲉⲣⲓ</i> means <i>bread</i>. It consistently occurs in Leviticus 22:7 - <i>ⲟⲩⲟϩ ⲛ̀ⲧⲉ ⲫⲣⲏ ϩⲱⲧⲡ ⲟⲩⲟϩ ⲉϥⲉ̀ϣⲱⲡⲓ ⲉϥⲧⲟⲩⲃⲏⲟⲩⲧ ⲟⲩⲟϩ ⲧⲟⲧⲉ ⲉϥⲉ̀ⲟⲩⲱⲙ ⲉ̀ⲃⲟⲗ ϧⲉⲛ ⲛⲏ ⲉⲑⲟⲩⲁⲃ ϫⲉ ⲟⲩⲏⲓ ⲟⲩⲉⲣⲓ ⲛ̀ⲧⲁϥ ⲡⲉ</i>. According to Crum, <i>ϣⲏⲣⲓ</i> occurs as a variant of <i>ⲉⲣⲓ</i> in this verse. Westendorf mentions it in Koptisches Handwörterbuch, along with its etymology. KELLIA has rightfully accepted it as such.		
1965	https://metremnqymi.com/crum/1965.html	577b,623b			
1966	https://metremnqymi.com/crum/1966.html	577b			
1967	https://metremnqymi.com/crum/1967.html				
1968	https://metremnqymi.com/crum/1968.html	594a			
1969	https://metremnqymi.com/crum/1969.html	549a			
1970	https://metremnqymi.com/crum/1970.html	550a			
1971	https://metremnqymi.com/crum/1971.html	588a			
1972	https://metremnqymi.com/crum/1972.html	607a			
1973	https://metremnqymi.com/crum/1973.html	566a			
1974	https://metremnqymi.com/crum/1974.html	607a			
1975	https://metremnqymi.com/crum/1975.html				
1976	https://metremnqymi.com/crum/1976.html	589a			
1977	https://metremnqymi.com/crum/1977.html	582a			
1978	https://metremnqymi.com/crum/1978.html	609b-610a,46b			
1979	https://metremnqymi.com/crum/1979.html				
1980	https://metremnqymi.com/crum/1980.html	577b-578a			
1981	https://metremnqymi.com/crum/1981.html	615a			
1982	https://metremnqymi.com/crum/1982.html				
1983	https://metremnqymi.com/crum/1983.html				
1984	https://metremnqymi.com/crum/1984.html	570b,594b			
1985	https://metremnqymi.com/crum/1985.html	594b			
1986	https://metremnqymi.com/crum/1986.html	610a			
1987	https://metremnqymi.com/crum/1987.html	596a			
1988	https://metremnqymi.com/crum/1988.html	551b			
1989	https://metremnqymi.com/crum/1989.html	610a			
1990	https://metremnqymi.com/crum/1990.html				
1991	https://metremnqymi.com/crum/1991.html				
1992	https://metremnqymi.com/crum/1992.html				
1993	https://metremnqymi.com/crum/1993.html	589a,588b			
1994	https://metremnqymi.com/crum/1994.html	577b			
1995	https://metremnqymi.com/crum/1995.html	577b			
1996	https://metremnqymi.com/crum/1996.html				
1997	https://metremnqymi.com/crum/1997.html	594b			
1998	https://metremnqymi.com/crum/1998.html	571b-572a			
1999	https://metremnqymi.com/crum/1999.html	553a-553b			
2000	https://metremnqymi.com/crum/2000.html	553a			
2001	https://metremnqymi.com/crum/2001.html				
2002	https://metremnqymi.com/crum/2002.html	589b			
2003	https://metremnqymi.com/crum/2003.html	585b			
2004	https://metremnqymi.com/crum/2004.html	568b			
2005	https://metremnqymi.com/crum/2005.html				
2006	https://metremnqymi.com/crum/2006.html	556b			
2007	https://metremnqymi.com/crum/2007.html	557a			
2008	https://metremnqymi.com/crum/2008.html	566b			
2009	https://metremnqymi.com/crum/2009.html	590b-591a			
2010	https://metremnqymi.com/crum/2010.html	592b,603b			
2011	https://metremnqymi.com/crum/2011.html	591a			
2012	https://metremnqymi.com/crum/2012.html	591b			
2013	https://metremnqymi.com/crum/2013.html	591b-592a			
2014	https://metremnqymi.com/crum/2014.html	554a,555a			
2015	https://metremnqymi.com/crum/2015.html				
2016	https://metremnqymi.com/crum/2016.html	592b			
2017	https://metremnqymi.com/crum/2017.html	577b			
2018	https://metremnqymi.com/crum/2018.html	613a			
2019	https://metremnqymi.com/crum/2019.html	554b			
2020	https://metremnqymi.com/crum/2020.html	592b			
2021	https://metremnqymi.com/crum/2021.html	592a,613b			
2022	https://metremnqymi.com/crum/2022.html	592b			
2023	https://metremnqymi.com/crum/2023.html				
2024	https://metremnqymi.com/crum/2024.html	615b-616a			
2025	https://metremnqymi.com/crum/2025.html				
2026	https://metremnqymi.com/crum/2026.html				
2027	https://metremnqymi.com/crum/2027.html	614a-614b			
2028	https://metremnqymi.com/crum/2028.html	555a-555b			
2029	https://metremnqymi.com/crum/2029.html				
2030	https://metremnqymi.com/crum/2030.html				
2031	https://metremnqymi.com/crum/2031.html	616a			
2032	https://metremnqymi.com/crum/2032.html	616a			
2033	https://metremnqymi.com/crum/2033.html	616a			
2034	https://metremnqymi.com/crum/2034.html	555b			
2035	https://metremnqymi.com/crum/2035.html	593a			
2036	https://metremnqymi.com/crum/2036.html	616a			
2037	https://metremnqymi.com/crum/2037.html	615a			
2038	https://metremnqymi.com/crum/2038.html	556a			
2039	https://metremnqymi.com/crum/2039.html	556a			
2040	https://metremnqymi.com/crum/2040.html				
2041	https://metremnqymi.com/crum/2041.html	556a			
2042	https://metremnqymi.com/crum/2042.html	615a			
2043	https://metremnqymi.com/crum/2043.html	616a			
2044	https://metremnqymi.com/crum/2044.html				
2045	https://metremnqymi.com/crum/2045.html	616b			
2046	https://metremnqymi.com/crum/2046.html	617a			
2047	https://metremnqymi.com/crum/2047.html	616b			
2048	https://metremnqymi.com/crum/2048.html	616a			
2049	https://metremnqymi.com/crum/2049.html	617a			
2050	https://metremnqymi.com/crum/2050.html				
2051	https://metremnqymi.com/crum/2051.html	617b			
2052	https://metremnqymi.com/crum/2052.html	578a			
2053	https://metremnqymi.com/crum/2053.html	617b			
2054	https://metremnqymi.com/crum/2054.html				
2055	https://metremnqymi.com/crum/2055.html				
2056	https://metremnqymi.com/crum/2056.html	622a			
2057	https://metremnqymi.com/crum/2057.html	621b			
2058	https://metremnqymi.com/crum/2058.html	621b-622a			
2059	https://metremnqymi.com/crum/2059.html	622b			
2060	https://metremnqymi.com/crum/2060.html	623a			
2061	https://metremnqymi.com/crum/2061.html	625b			
2062	https://metremnqymi.com/crum/2062.html	625b			
2063	https://metremnqymi.com/crum/2063.html	622a			
2064	https://metremnqymi.com/crum/2064.html	622b-623a			
2065	https://metremnqymi.com/crum/2065.html	623a-624b,624b-625a			
2066	https://metremnqymi.com/crum/2066.html				
2067	https://metremnqymi.com/crum/2067.html				
2068	https://metremnqymi.com/crum/2068.html				
2069	https://metremnqymi.com/crum/2069.html				
2070	https://metremnqymi.com/crum/2070.html				
2071	https://metremnqymi.com/crum/2071.html				
2072	https://metremnqymi.com/crum/2072.html				
2073	https://metremnqymi.com/crum/2073.html	626a			
2074	https://metremnqymi.com/crum/2074.html	627b			
2075	https://metremnqymi.com/crum/2075.html	628b			
2076	https://metremnqymi.com/crum/2076.html				
2077	https://metremnqymi.com/crum/2077.html	628b			
2078	https://metremnqymi.com/crum/2078.html	632a			
2079	https://metremnqymi.com/crum/2079.html				
2080	https://metremnqymi.com/crum/2080.html				
2081	https://metremnqymi.com/crum/2081.html	632b			
2082	https://metremnqymi.com/crum/2082.html				
2083	https://metremnqymi.com/crum/2083.html	640b-641a			
2084	https://metremnqymi.com/crum/2084.html	634b			
2085	https://metremnqymi.com/crum/2085.html	645b			
2086	https://metremnqymi.com/crum/2086.html	629a			
2087	https://metremnqymi.com/crum/2087.html	641a			
2088	https://metremnqymi.com/crum/2088.html	641a,645b			
2089	https://metremnqymi.com/crum/2089.html	643b			
2090	https://metremnqymi.com/crum/2090.html	644a			
2091	https://metremnqymi.com/crum/2091.html	645b			
2092	https://metremnqymi.com/crum/2092.html	630b			
2093	https://metremnqymi.com/crum/2093.html	646b			
2094	https://metremnqymi.com/crum/2094.html	647a-647b			
2095	https://metremnqymi.com/crum/2095.html	628b			
2096	https://metremnqymi.com/crum/2096.html	647b			
2097	https://metremnqymi.com/crum/2097.html				
2098	https://metremnqymi.com/crum/2098.html				
2099	https://metremnqymi.com/crum/2099.html				
2100	https://metremnqymi.com/crum/2100.html	648a-648b			
2101	https://metremnqymi.com/crum/2101.html	657b			
2102	https://metremnqymi.com/crum/2102.html				
2103	https://metremnqymi.com/crum/2103.html	636a-636b			
2104	https://metremnqymi.com/crum/2104.html	632a			
2105	https://metremnqymi.com/crum/2105.html				
2106	https://metremnqymi.com/crum/2106.html	664b-665b			
2107	https://metremnqymi.com/crum/2107.html	675b			
2108	https://metremnqymi.com/crum/2108.html	673b-675a			
2109	https://metremnqymi.com/crum/2109.html	676b			
2110	https://metremnqymi.com/crum/2110.html				
2111	https://metremnqymi.com/crum/2111.html	678a-678b			
2112	https://metremnqymi.com/crum/2112.html	691b			
2113	https://metremnqymi.com/crum/2113.html	692a-692b			
2114	https://metremnqymi.com/crum/2114.html	692b			
2115	https://metremnqymi.com/crum/2115.html	692a			
2116	https://metremnqymi.com/crum/2116.html	692a			
2117	https://metremnqymi.com/crum/2117.html				
2118	https://metremnqymi.com/crum/2118.html	711b-712a			
2119	https://metremnqymi.com/crum/2119.html				
2120	https://metremnqymi.com/crum/2120.html	712a			
2121	https://metremnqymi.com/crum/2121.html	666a			
2122	https://metremnqymi.com/crum/2122.html	658a			
2123	https://metremnqymi.com/crum/2123.html	683b			
2124	https://metremnqymi.com/crum/2124.html	654b-655a			
2125	https://metremnqymi.com/crum/2125.html	656a			
2126	https://metremnqymi.com/crum/2126.html	714a			
2127	https://metremnqymi.com/crum/2127.html	24b-25a			
2128	https://metremnqymi.com/crum/2128.html	692a			
2129	https://metremnqymi.com/crum/2129.html	648a			
2130	https://metremnqymi.com/crum/2130.html	648b			
2131	https://metremnqymi.com/crum/2131.html	648b			
2132	https://metremnqymi.com/crum/2132.html	677a-677b			
2133	https://metremnqymi.com/crum/2133.html	715a-715b			
2134	https://metremnqymi.com/crum/2134.html				
2135	https://metremnqymi.com/crum/2135.html	14b,648b-649a			
2136	https://metremnqymi.com/crum/2136.html				
2137	https://metremnqymi.com/crum/2137.html	715b,644b-645a,695b,693a			
2138	https://metremnqymi.com/crum/2138.html	649a			
2139	https://metremnqymi.com/crum/2139.html	693a			
2140	https://metremnqymi.com/crum/2140.html	693a			
2141	https://metremnqymi.com/crum/2141.html	649a			
2142	https://metremnqymi.com/crum/2142.html	715b-716b			
2143	https://metremnqymi.com/crum/2143.html	645a,716b			
2144	https://metremnqymi.com/crum/2144.html	716b-717a,693b			
2145	https://metremnqymi.com/crum/2145.html	659b			
2146	https://metremnqymi.com/crum/2146.html	693b,695b			
2147	https://metremnqymi.com/crum/2147.html	726a			
2148	https://metremnqymi.com/crum/2148.html	685a-685b			
2149	https://metremnqymi.com/crum/2149.html				
2150	https://metremnqymi.com/crum/2150.html	649b			
2151	https://metremnqymi.com/crum/2151.html	632a			
2152	https://metremnqymi.com/crum/2152.html	649b			
2153	https://metremnqymi.com/crum/2153.html	717b,693b			
2154	https://metremnqymi.com/crum/2154.html	649b			
2155	https://metremnqymi.com/crum/2155.html	693b			
2156	https://metremnqymi.com/crum/2156.html	677b			
2157	https://metremnqymi.com/crum/2157.html	685b-686a			
2158	https://metremnqymi.com/crum/2158.html				
2159	https://metremnqymi.com/crum/2159.html	129b,685b			
2160	https://metremnqymi.com/crum/2160.html	686a			
2161	https://metremnqymi.com/crum/2161.html	650a			
2162	https://metremnqymi.com/crum/2162.html	717a-717b			
2163	https://metremnqymi.com/crum/2163.html	123a,124a			
2164	https://metremnqymi.com/crum/2164.html				
2165	https://metremnqymi.com/crum/2165.html	649b			
2166	https://metremnqymi.com/crum/2166.html	660a			
2167	https://metremnqymi.com/crum/2167.html	686a			
2168	https://metremnqymi.com/crum/2168.html	632b			
2169	https://metremnqymi.com/crum/2169.html	686a			
2170	https://metremnqymi.com/crum/2170.html	632a,632b			
2171	https://metremnqymi.com/crum/2171.html	120b,2b			
2172	https://metremnqymi.com/crum/2172.html	649b			
2173	https://metremnqymi.com/crum/2173.html	686b			
2174	https://metremnqymi.com/crum/2174.html				
2175	https://metremnqymi.com/crum/2175.html	686b,128a			
2176	https://metremnqymi.com/crum/2176.html	717b			
2177	https://metremnqymi.com/crum/2177.html	660a			
2178	https://metremnqymi.com/crum/2178.html	693b-694a			
2179	https://metremnqymi.com/crum/2179.html	640a-640b			
2180	https://metremnqymi.com/crum/2180.html	633a			
2181	https://metremnqymi.com/crum/2181.html	717b-718a			
2182	https://metremnqymi.com/crum/2182.html				
2183	https://metremnqymi.com/crum/2183.html	650a			
2184	https://metremnqymi.com/crum/2184.html				
2185	https://metremnqymi.com/crum/2185.html	694a			
2186	https://metremnqymi.com/crum/2186.html	694a			
2187	https://metremnqymi.com/crum/2187.html	650a			
2188	https://metremnqymi.com/crum/2188.html				
2189	https://metremnqymi.com/crum/2189.html	5a-5b,650b			
2190	https://metremnqymi.com/crum/2190.html	667a-667b			
2191	https://metremnqymi.com/crum/2191.html	667b			
2192	https://metremnqymi.com/crum/2192.html	694a			
2193	https://metremnqymi.com/crum/2193.html	726a,650a			
2194	https://metremnqymi.com/crum/2194.html	687a			
