key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-classify	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
3592	90	0	(S,A,sA,B,F) ^^	1	labour, product of labour, weariness, suffering /$gk: [[kopos, ponos]]$/	labour, product of labour, weariness, suffering /$gk: [[kopos, ponos]]$/	kopos, ponos	711b	15	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3592.html	(S, A, sA, B, F) ―	"<span class=""word S A sA B F"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>, <span class=""dialect sA"">sA</span>, <span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling S A sA B F"">―</span> <span class=""nag-hammadi""></span></span>"	―	"<span class=""word S A sA B F"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>, <span class=""dialect sA"">sA</span>, <span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling S A sA B F"">―</span> (ⲡ)</span>"	noun male	κοποσ, πονοσ	labour, product of labour, weariness, suffering [κοποσ, πονοσ]	labour, product of labour, weariness, suffering	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=711b	― (ⲡ)			― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)				0
3593	90	0	atH.,atK.	0	unwearied	unwearied		712a	16	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3593.html	ⲁⲧϩ., ⲁⲧϧ.	"<span class=""word""><span class=""spelling"">ⲁⲧϩ.</span>, <span class=""spelling"">ⲁⲧϧ.</span> <span class=""nag-hammadi""></span></span>"	ⲁⲧϩ., ⲁⲧϧ.	"<span class=""word""><span class=""spelling"">ⲁⲧϩ.</span>, <span class=""spelling"">ⲁⲧϧ.</span></span>"	-		unwearied	unwearied	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712a	ⲁⲧϩ., ⲁⲧϧ.	ⲁⲧϩ., ⲁⲧϧ.	ⲁⲧϩ., ⲁⲧϧ.	ⲁⲧϩ., ⲁⲧϧ.	ⲁⲧϩ., ⲁⲧϧ.	ⲁⲧϩ., ⲁⲧϧ.	ⲁⲧϩ., ⲁⲧϧ.	ⲁⲧϩ., ⲁⲧϧ.	ⲁⲧϩ., ⲁⲧϧ.	ⲁⲧϩ., ⲁⲧϧ.	0
3594	90	0	mntmaiH.,mntmaiK.	0	love of toil	love of toil		712a	17	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3594.html	ⲙⲛⲧⲙⲁⲓϩ., ⲙⲛⲧⲙⲁⲓϧ.	"<span class=""word""><span class=""spelling"">ⲙⲛⲧⲙⲁⲓϩ.</span>, <span class=""spelling"">ⲙⲛⲧⲙⲁⲓϧ.</span> <span class=""nag-hammadi""></span></span>"	ⲙⲛⲧⲙⲁⲓϩ., ⲙⲛⲧⲙⲁⲓϧ.	"<span class=""word""><span class=""spelling"">ⲙⲛⲧⲙⲁⲓϩ.</span>, <span class=""spelling"">ⲙⲛⲧⲙⲁⲓϧ.</span></span>"	-		love of toil	love of toil	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712a	ⲙⲛⲧⲙⲁⲓϩ., ⲙⲛⲧⲙⲁⲓϧ.	ⲙⲛⲧⲙⲁⲓϩ., ⲙⲛⲧⲙⲁⲓϧ.	ⲙⲛⲧⲙⲁⲓϩ., ⲙⲛⲧⲙⲁⲓϧ.	ⲙⲛⲧⲙⲁⲓϩ., ⲙⲛⲧⲙⲁⲓϧ.	ⲙⲛⲧⲙⲁⲓϩ., ⲙⲛⲧⲙⲁⲓϧ.	ⲙⲛⲧⲙⲁⲓϩ., ⲙⲛⲧⲙⲁⲓϧ.	ⲙⲛⲧⲙⲁⲓϩ., ⲙⲛⲧⲙⲁⲓϧ.	ⲙⲛⲧⲙⲁⲓϩ., ⲙⲛⲧⲙⲁⲓϧ.	ⲙⲛⲧⲙⲁⲓϩ., ⲙⲛⲧⲙⲁⲓϧ.	ⲙⲛⲧⲙⲁⲓϩ., ⲙⲛⲧⲙⲁⲓϧ.	0
3595	90	0	(S,A) r H.	0	take trouble | make trouble	take trouble | make trouble		712a	18	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3595.html	(S, A) ⲣ ϩ.	"<span class=""word S A"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>) <span class=""spelling S A"">ⲣ ϩ.</span> <span class=""nag-hammadi""></span></span>"	ⲣ ϩ.	"<span class=""word S A"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>) <span class=""spelling S A"">ⲣ ϩ.</span></span>"	-		"take trouble
make trouble"	"take trouble
make trouble"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712a	ⲣ ϩ.			ⲣ ϩ.							0
3596	90	0	T H.,T K.	0	give trouble	give trouble		712a	19	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3596.html	ϯ ϩ., ϯ ϧ.	"<span class=""word""><span class=""spelling"">ϯ ϩ.</span>, <span class=""spelling"">ϯ ϧ.</span> <span class=""nag-hammadi""></span></span>"	ϯ ϩ., ϯ ϧ.	"<span class=""word""><span class=""spelling"">ϯ ϩ.</span>, <span class=""spelling"">ϯ ϧ.</span></span>"	-		give trouble	give trouble	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712a	ϯ ϩ., ϯ ϧ.	ϯ ϩ., ϯ ϧ.	ϯ ϩ., ϯ ϧ.	ϯ ϩ., ϯ ϧ.	ϯ ϩ., ϯ ϧ.	ϯ ϩ., ϯ ϧ.	ϯ ϩ., ϯ ϧ.	ϯ ϩ., ϯ ϧ.	ϯ ϩ., ϯ ϧ.	ϯ ϩ., ϯ ϧ.	0
3597	90	0	oueH H.,ouaH K.	0	(as last)	(as last)		712a	20	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3597.html	ⲟⲩⲉϩ ϩ., ⲟⲩⲁϩ ϧ.	"<span class=""word""><span class=""spelling"">ⲟⲩⲉϩ ϩ.</span>, <span class=""spelling"">ⲟⲩⲁϩ ϧ.</span> <span class=""nag-hammadi""></span></span>"	ⲟⲩⲉϩ ϩ., ⲟⲩⲁϩ ϧ.	"<span class=""word""><span class=""spelling"">ⲟⲩⲉϩ ϩ.</span>, <span class=""spelling"">ⲟⲩⲁϩ ϧ.</span></span>"	-		<i>as last</i>	<i>as last</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712a	ⲟⲩⲉϩ ϩ., ⲟⲩⲁϩ ϧ.	ⲟⲩⲉϩ ϩ., ⲟⲩⲁϩ ϧ.	ⲟⲩⲉϩ ϩ., ⲟⲩⲁϩ ϧ.	ⲟⲩⲉϩ ϩ., ⲟⲩⲁϩ ϧ.	ⲟⲩⲉϩ ϩ., ⲟⲩⲁϩ ϧ.	ⲟⲩⲉϩ ϩ., ⲟⲩⲁϩ ϧ.	ⲟⲩⲉϩ ϩ., ⲟⲩⲁϩ ϧ.	ⲟⲩⲉϩ ϩ., ⲟⲩⲁϩ ϧ.	ⲟⲩⲉϩ ϩ., ⲟⲩⲁϩ ϧ.	ⲟⲩⲉϩ ϩ., ⲟⲩⲁϩ ϧ.	0
8006	90	3597	^^^ eJn-	0				712a	21	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/8006.html	<i><b>c</b></i> ⲉϫⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉϫⲛ-</span> <span class=""nag-hammadi""></span></span>"	ⲉϫⲛ-	"<span class=""word""><span class=""spelling"">ⲉϫⲛ-</span> (c)</span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712a	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	1
8007	90	3597	^^^ n- *^dat^*	0				712a	22	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/8007.html	<i><b>c</b></i> ⲛ- {dat}	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲛ- {dat}</span> <span class=""nag-hammadi""></span></span>"	ⲛ- {dat}	"<span class=""word""><span class=""spelling"">ⲛ- {dat}</span> (c)</span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712a	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	1
3598	90	0	S$^e^$p H.,S$^e^$p K.	0	take trouble, labour, suffer | (as nn m), labour, product of labour	take trouble, labour, suffer | (as nn m), labour, product of labour		712a	23	2010-03-26	2010-03-26	vagrant	vagrant	https://pishoyg.github.io/crum/3598.html	ϣ(ⲉ)ⲡ ϩ., ϣ(ⲉ)ⲡ ϧ.	"<span class=""word""><span class=""spelling"">ϣ(ⲉ)ⲡ ϩ.</span>, <span class=""spelling"">ϣ(ⲉ)ⲡ ϧ.</span> <span class=""nag-hammadi""></span></span>"	ϣⲡ ϩ., ϣⲉⲡ ϩ., ϣⲡ ϧ., ϣⲉⲡ ϧ.	"<span class=""word""><span class=""spelling"">ϣⲡ ϩ.</span>, <span class=""spelling"">ϣⲉⲡ ϩ.</span>, <span class=""spelling"">ϣⲡ ϧ.</span>, <span class=""spelling"">ϣⲉⲡ ϧ.</span></span>"	-		"take trouble, labour, suffer
<i>as nn m</i>, labour, product of labour"	"take trouble, labour, suffer
<i>as nn m</i>, labour, product of labour"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712a	ϣⲡ ϩ., ϣⲉⲡ ϩ., ϣⲡ ϧ., ϣⲉⲡ ϧ.	ϣⲡ ϩ., ϣⲉⲡ ϩ., ϣⲡ ϧ., ϣⲉⲡ ϧ.	ϣⲡ ϩ., ϣⲉⲡ ϩ., ϣⲡ ϧ., ϣⲉⲡ ϧ.	ϣⲡ ϩ., ϣⲉⲡ ϩ., ϣⲡ ϧ., ϣⲉⲡ ϧ.	ϣⲡ ϩ., ϣⲉⲡ ϩ., ϣⲡ ϧ., ϣⲉⲡ ϧ.	ϣⲡ ϩ., ϣⲉⲡ ϩ., ϣⲡ ϧ., ϣⲉⲡ ϧ.	ϣⲡ ϩ., ϣⲉⲡ ϩ., ϣⲡ ϧ., ϣⲉⲡ ϧ.	ϣⲡ ϩ., ϣⲉⲡ ϩ., ϣⲡ ϧ., ϣⲉⲡ ϧ.	ϣⲡ ϩ., ϣⲉⲡ ϩ., ϣⲡ ϧ., ϣⲉⲡ ϧ.	ϣⲡ ϩ., ϣⲉⲡ ϩ., ϣⲡ ϧ., ϣⲉⲡ ϧ.	0
8008	90	3598	^^^ e-	0	for	for		712b	24	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/8008.html	<i><b>c</b></i> ⲉ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉ-</span> <span class=""nag-hammadi""></span></span>"	ⲉ-	"<span class=""word""><span class=""spelling"">ⲉ-</span> (c)</span>"	-		for	for	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712b	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	1
8009	90	3598	^^^ etbe-	0	because of	because of		712b	25	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/8009.html	<i><b>c</b></i> ⲉⲧⲃⲉ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉⲧⲃⲉ-</span> <span class=""nag-hammadi""></span></span>"	ⲉⲧⲃⲉ-	"<span class=""word""><span class=""spelling"">ⲉⲧⲃⲉ-</span> (c)</span>"	-		because of	because of	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712b	ⲉⲧⲃⲉ- (c)	ⲉⲧⲃⲉ- (c)	ⲉⲧⲃⲉ- (c)	ⲉⲧⲃⲉ- (c)	ⲉⲧⲃⲉ- (c)	ⲉⲧⲃⲉ- (c)	ⲉⲧⲃⲉ- (c)	ⲉⲧⲃⲉ- (c)	ⲉⲧⲃⲉ- (c)	ⲉⲧⲃⲉ- (c)	1
8010	90	3598	^^^ eJn-	0	for, about	for, about		712b	26	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/8010.html	<i><b>c</b></i> ⲉϫⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉϫⲛ-</span> <span class=""nag-hammadi""></span></span>"	ⲉϫⲛ-	"<span class=""word""><span class=""spelling"">ⲉϫⲛ-</span> (c)</span>"	-		for, about	for, about	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712b	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	1
8011	90	3598	^^^ mn-,^^^ nem-	0	with	with		712b	27	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/8011.html	<i><b>c</b></i> ⲙⲛ-, <i><b>c</b></i> ⲛⲉⲙ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲙⲛ-</span>, <span class=""spelling""><i><b>c</b></i> ⲛⲉⲙ-</span> <span class=""nag-hammadi""></span></span>"	ⲙⲛ-, ⲛⲉⲙ-	"<span class=""word""><span class=""spelling"">ⲙⲛ-</span>, <span class=""spelling"">ⲛⲉⲙ-</span> (c)</span>"	-		with	with	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712b	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-, ⲛⲉⲙ- (c)	1
8012	90	3598	(B) ^^^ nten-	0	for	for		712b	28	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/8012.html	(B) <i><b>c</b></i> ⲛⲧⲉⲛ-	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B""><i><b>c</b></i> ⲛⲧⲉⲛ-</span> <span class=""nag-hammadi""></span></span>"	ⲛⲧⲉⲛ-	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ⲛⲧⲉⲛ-</span> (c)</span>"	-		for	for	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712b						ⲛⲧⲉⲛ- (c)					1
8013	90	3598	^^^ Ha-,^^^ Ka-	0	for	for		712b	29	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/8013.html	<i><b>c</b></i> ϩⲁ-, <i><b>c</b></i> ϧⲁ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ϩⲁ-</span>, <span class=""spelling""><i><b>c</b></i> ϧⲁ-</span> <span class=""nag-hammadi""></span></span>"	ϩⲁ-, ϧⲁ-	"<span class=""word""><span class=""spelling"">ϩⲁ-</span>, <span class=""spelling"">ϧⲁ-</span> (c)</span>"	-		for	for	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712b	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-, ϧⲁ- (c)	1
8014	90	3598	^^^ Hn-,^^^ Ken-	0	in	in		712b	30	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/8014.html	<i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ϩⲛ-</span>, <span class=""spelling""><i><b>c</b></i> ϧⲉⲛ-</span> <span class=""nag-hammadi""></span></span>"	ϩⲛ-, ϧⲉⲛ-	"<span class=""word""><span class=""spelling"">ϩⲛ-</span>, <span class=""spelling"">ϧⲉⲛ-</span> (c)</span>"	-		in	in	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712b	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	1
8015	90	3598	(B) ^^^ HiJen-	0	for	for		712b	31	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/8015.html	(B) <i><b>c</b></i> ϩⲓϫⲉⲛ-	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B""><i><b>c</b></i> ϩⲓϫⲉⲛ-</span> <span class=""nag-hammadi""></span></span>"	ϩⲓϫⲉⲛ-	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϩⲓϫⲉⲛ-</span> (c)</span>"	-		for	for	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712b						ϩⲓϫⲉⲛ- (c)					1
3599	90	3598	at..S$^e^$p H.	0	without suffering, sympathy	without suffering, sympathy		712b	32	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3599.html	ⲁⲧϣ(ⲉ)ⲡ ϩ.	"<span class=""word""><span class=""spelling"">ⲁⲧϣ(ⲉ)ⲡ ϩ.</span> <span class=""nag-hammadi""></span></span>"	ⲁⲧϣⲡ ϩ., ⲁⲧϣⲉⲡ ϩ.	"<span class=""word""><span class=""spelling"">ⲁⲧϣⲡ ϩ.</span>, <span class=""spelling"">ⲁⲧϣⲉⲡ ϩ.</span></span>"	-		without suffering, sympathy	without suffering, sympathy	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712b	ⲁⲧϣⲡ ϩ., ⲁⲧϣⲉⲡ ϩ.	ⲁⲧϣⲡ ϩ., ⲁⲧϣⲉⲡ ϩ.	ⲁⲧϣⲡ ϩ., ⲁⲧϣⲉⲡ ϩ.	ⲁⲧϣⲡ ϩ., ⲁⲧϣⲉⲡ ϩ.	ⲁⲧϣⲡ ϩ., ⲁⲧϣⲉⲡ ϩ.	ⲁⲧϣⲡ ϩ., ⲁⲧϣⲉⲡ ϩ.	ⲁⲧϣⲡ ϩ., ⲁⲧϣⲉⲡ ϩ.	ⲁⲧϣⲡ ϩ., ⲁⲧϣⲉⲡ ϩ.	ⲁⲧϣⲡ ϩ., ⲁⲧϣⲉⲡ ϩ.	ⲁⲧϣⲡ ϩ., ⲁⲧϣⲉⲡ ϩ.	1
3600	90	3598	reF..S$^e^$p H.	0	who labours, suffers	who labours, suffers		712b	33	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3600.html	ⲣⲉϥϣ(ⲉ)ⲡ ϩ.	"<span class=""word""><span class=""spelling"">ⲣⲉϥϣ(ⲉ)ⲡ ϩ.</span> <span class=""nag-hammadi""></span></span>"	ⲣⲉϥϣⲡ ϩ., ⲣⲉϥϣⲉⲡ ϩ.	"<span class=""word""><span class=""spelling"">ⲣⲉϥϣⲡ ϩ.</span>, <span class=""spelling"">ⲣⲉϥϣⲉⲡ ϩ.</span></span>"	-		who labours, suffers	who labours, suffers	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712b	ⲣⲉϥϣⲡ ϩ., ⲣⲉϥϣⲉⲡ ϩ.	ⲣⲉϥϣⲡ ϩ., ⲣⲉϥϣⲉⲡ ϩ.	ⲣⲉϥϣⲡ ϩ., ⲣⲉϥϣⲉⲡ ϩ.	ⲣⲉϥϣⲡ ϩ., ⲣⲉϥϣⲉⲡ ϩ.	ⲣⲉϥϣⲡ ϩ., ⲣⲉϥϣⲉⲡ ϩ.	ⲣⲉϥϣⲡ ϩ., ⲣⲉϥϣⲉⲡ ϩ.	ⲣⲉϥϣⲡ ϩ., ⲣⲉϥϣⲉⲡ ϩ.	ⲣⲉϥϣⲡ ϩ., ⲣⲉϥϣⲉⲡ ϩ.	ⲣⲉϥϣⲡ ϩ., ⲣⲉϥϣⲉⲡ ϩ.	ⲣⲉϥϣⲡ ϩ., ⲣⲉϥϣⲉⲡ ϩ.	1
3601	90	3600	mntr.,metr.	0	suffering /$gk: [[kakopaqeia, kopos]]$/	suffering /$gk: [[kakopaqeia, kopos]]$/	kakopaqeia, kopos	712b	34	2010-03-26	2010-08-12	vagrant	vagrant	https://pishoyg.github.io/crum/3601.html	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	"<span class=""word""><span class=""spelling"">ⲙⲛⲧⲣ.</span>, <span class=""spelling"">ⲙⲉⲧⲣ.</span> <span class=""nag-hammadi""></span></span>"	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	"<span class=""word""><span class=""spelling"">ⲙⲛⲧⲣ.</span>, <span class=""spelling"">ⲙⲉⲧⲣ.</span></span>"	-	κακοπαθεια, κοποσ	suffering [κακοπαθεια, κοποσ]	suffering	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712b	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	2
3602	90	3600	(S) Ginr.	0	(as last)	(as last)		712b	35	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3602.html	(S) ϭⲓⲛⲣ.	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ϭⲓⲛⲣ.</span> <span class=""nag-hammadi""></span></span>"	ϭⲓⲛⲣ.	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ϭⲓⲛⲣ.</span></span>"	-		<i>as last</i>	<i>as last</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712b	ϭⲓⲛⲣ.										2
3603	90	0	Fi HaH.	0	bear trouble	bear trouble		712b	36	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3603.html	ϥⲓ ϩⲁϩ.	"<span class=""word""><span class=""spelling"">ϥⲓ ϩⲁϩ.</span> <span class=""nag-hammadi""></span></span>"	ϥⲓ ϩⲁϩ.	"<span class=""word""><span class=""spelling"">ϥⲓ ϩⲁϩ.</span></span>"	-		bear trouble	bear trouble	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712b	ϥⲓ ϩⲁϩ.	ϥⲓ ϩⲁϩ.	ϥⲓ ϩⲁϩ.	ϥⲓ ϩⲁϩ.	ϥⲓ ϩⲁϩ.	ϥⲓ ϩⲁϩ.	ϥⲓ ϩⲁϩ.	ϥⲓ ϩⲁϩ.	ϥⲓ ϩⲁϩ.	ϥⲓ ϩⲁϩ.	0
3604	90	3603	mntreF..Fi HaH.	0	patience in suffering /$gk: [[anejikakia]]$/	patience in suffering /$gk: [[anejikakia]]$/	anejikakia	712b	37	2010-03-26	2010-03-26	vagrant	vagrant	https://pishoyg.github.io/crum/3604.html	ⲙⲛⲧⲣⲉϥϥⲓ ϩⲁϩ.	"<span class=""word""><span class=""spelling"">ⲙⲛⲧⲣⲉϥϥⲓ ϩⲁϩ.</span> <span class=""nag-hammadi""></span></span>"	ⲙⲛⲧⲣⲉϥϥⲓ ϩⲁϩ.	"<span class=""word""><span class=""spelling"">ⲙⲛⲧⲣⲉϥϥⲓ ϩⲁϩ.</span></span>"	-	ανεξικακια	patience in suffering [ανεξικακια]	patience in suffering	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712b	ⲙⲛⲧⲣⲉϥϥⲓ ϩⲁϩ.	ⲙⲛⲧⲣⲉϥϥⲓ ϩⲁϩ.	ⲙⲛⲧⲣⲉϥϥⲓ ϩⲁϩ.	ⲙⲛⲧⲣⲉϥϥⲓ ϩⲁϩ.	ⲙⲛⲧⲣⲉϥϥⲓ ϩⲁϩ.	ⲙⲛⲧⲣⲉϥϥⲓ ϩⲁϩ.	ⲙⲛⲧⲣⲉϥϥⲓ ϩⲁϩ.	ⲙⲛⲧⲣⲉϥϥⲓ ϩⲁϩ.	ⲙⲛⲧⲣⲉϥϥⲓ ϩⲁϩ.	ⲙⲛⲧⲣⲉϥϥⲓ ϩⲁϩ.	1
3605	90	0	(B,F) Gi K.	0	labour, suffer	labour, suffer		712b	38	2010-03-26	2010-03-26	vagrant	vagrant	https://pishoyg.github.io/crum/3605.html	(B, F) ϭⲓ ϧ.	"<span class=""word B F"">(<span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling B F"">ϭⲓ ϧ.</span> <span class=""nag-hammadi""></span></span>"	ϭⲓ ϧ.	"<span class=""word B F"">(<span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling B F"">ϭⲓ ϧ.</span></span>"	-		labour, suffer	labour, suffer	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712b						ϭⲓ ϧ.	ϭⲓ ϧ.				0
8021	90	3605	^^^ nem-	0				712b	39	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/8021.html	<i><b>c</b></i> ⲛⲉⲙ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲛⲉⲙ-</span> <span class=""nag-hammadi""></span></span>"	ⲛⲉⲙ-	"<span class=""word""><span class=""spelling"">ⲛⲉⲙ-</span> (c)</span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712b	ⲛⲉⲙ- (c)	ⲛⲉⲙ- (c)	ⲛⲉⲙ- (c)	ⲛⲉⲙ- (c)	ⲛⲉⲙ- (c)	ⲛⲉⲙ- (c)	ⲛⲉⲙ- (c)	ⲛⲉⲙ- (c)	ⲛⲉⲙ- (c)	ⲛⲉⲙ- (c)	1
