id	super_id	orthstring	pos_string	de	en	fr	etym_string	ascii_orth	search_string	oref_string	greek_id	ents	entry_xml_id	lemma_form_id
3487	1450	"Vb.
ⲥⲟⲗⲥⲉⲗ~B^^CF8850
|||Vb.
ⲥⲗⲥⲗ-~S^^CF8851
"	V	1@CS3956|~~~ordnen, prächtig machen, schmücken;;;CD 331b-332a; CED 151; KoptHWb 184, 537; DELC 188	1@CS3956|~~~adorn;;;CD 331b-332a; CED 151; KoptHWb 184, 537; DELC 188	1@CS3956|~~~parer, embellir;;;CD 331b-332a; CED 151; KoptHWb 184, 537; DELC 188		ROKREK	"
ⲥⲟⲗⲥⲉⲗ~B^^CF8850
ⲥⲗⲥⲗ~S^^CF8851
"	ⲥⲟⲗⲥⲉⲗ|||ⲥⲗⲥⲗ			C3475	CF8849
3488	1450	"Subst. m.
ⲥⲟⲗⲥⲉⲗ~B^^CF8853
"	N	1@CS3957|~~~Schmuck;;;CD 332a; CED 151; KoptHWb 184	1@CS3957|~~~adornment;;;CD 332a; CED 151; KoptHWb 184	1@CS3957|~~~parure;;;CD 332a; CED 151; KoptHWb 184		ROKREK	"
ⲥⲟⲗⲥⲉⲗ~B^^CF8853
"	ⲥⲟⲗⲥⲉⲗ			C3476	CF8852
3489	1450	"Adj.
ⲁⲧⲥⲟⲗⲥⲉⲗ~B^^CF8855
"	N	1@CS3958|~~~ungeschmückt;;;CD 332a	1@CS3958|~~~unadorned;;;CD 332a	1@CS3958|~~~sans parure;;;CD 332a		ASROKREK	"
ⲁⲧⲥⲟⲗⲥⲉⲗ~B^^CF8855
"	ⲁⲧⲥⲟⲗⲥⲉⲗ			C3477	CF8854
3490	1450	"Adj.
ⲙⲁⲓⲥⲟⲗⲥⲉⲗ~B^^CF8857
"	N	1@CS3959|~~~Schmücker, Verzierer;;;CD 332a	1@CS3959|~~~adorner;;;CD 332a	1@CS3959|~~~celui qui pare, orne;;;CD 332a		LAIROKREK	"
ⲙⲁⲓⲥⲟⲗⲥⲉⲗ~B^^CF8857
"	ⲙⲁⲓⲥⲟⲗⲥⲉⲗ			C3478	CF8856
3491	1450	"Subst. m.
ⲣⲉϥⲥⲟⲗⲥⲉⲗ~B^^CF8859
"	N	1@CS3960|~~~schmuckliebend;;;CD 332a	1@CS3960|~~~fond of adornment;;;CD 332a	1@CS3960|~~~qn. qui aime la parure;;;CD 332a		QEZROKREK	"
ⲣⲉϥⲥⲟⲗⲥⲉⲗ~B^^CF8859
"	ⲣⲉϥⲥⲟⲗⲥⲉⲗ			C3479	CF8858
3492	1450	"Adj.
ⲥⲉⲗⲥⲓⲗ~B^^CF8861
"	N	1@CS3961|~~~ordentlich;;;CD 332a; KoptHWb 537; DELC 188	1@CS3961|~~~orderly;;;CD 332a; KoptHWb 537; DELC 188	1@CS3961|~~~ordonné;;;CD 332a; KoptHWb 537; DELC 188		REKRIK	"
ⲥⲉⲗⲥⲓⲗ~B^^CF8861
"	ⲥⲉⲗⲥⲓⲗ			C3480	CF8860
3493	1450	"Subst. m.
ⲥⲗⲥⲓⲗ~B^^CF8863
"	N	1@CS3962|~~~Ordnung, Schmuck;;;KoptHWb 184	1@CS3962|~~~order, adornment;;;KoptHWb 184	1@CS3962|~~~ordre, parure;;;KoptHWb 184		RKRIK	"
ⲥⲗⲥⲓⲗ~B^^CF8863
"	ⲥⲗⲥⲓⲗ			C3481	CF8862
3494	1451	"Vb.
ⲥⲟⲗⲥⲗ~S^^CF8865
"	V	1@CS3963|~~~gertröstet, ermutigt werden;;;CD 332a; ChLCS 47b |||2@CS3964|~~~trösten, ermuntern, bestärken;;;CD 332ab; CED 151; KoptHWb 184; DELC 188; ChLCS 47b	1@CS3963|~~~be comforted, encouraged;;;CD 332a; ChLCS 47b |||2@CS3964|~~~comfort, encourage;;;CD 332ab; CED 151; KoptHWb 184; DELC 188; ChLCS 47b	1@CS3963|~~~être consolé, encouragé;;;CD 332a; ChLCS 47b |||2@CS3964|~~~conforter, consoler, encourager;;;CD 332ab; CED 151; KoptHWb 184; DELC 188; ChLCS 47b		ROKRK	"
ⲥⲟⲗⲥⲗ~S^^CF8865
"	ⲥⲟⲗⲥⲗ			C3482	CF8864
3495	1451	"Subst. m.
ⲥⲟⲗⲥⲗ~S^^CF8867
"	N	1@CS3965|~~~Zuspruch, Trost, Unterhaltung;;;CD 332b; KoptHWb 184; ChLCS 47b	1@CS3965|~~~consolation, amusement;;;CD 332b; KoptHWb 184; ChLCS 47b	1@CS3965|~~~consolation, réconfort, amusement;;;CD 332b; KoptHWb 184; ChLCS 47b		ROKRK	"
ⲥⲟⲗⲥⲗ~S^^CF8867
"	ⲥⲟⲗⲥⲗ			C3483	CF8866
3496	1451	"Vb. Kompositverb
ⲣⲥⲟⲗⲥⲗ~S^^CF8869
"	V	1@CS3966|~~~Zuspruch, Trost spenden, haben;;;CD 332b	1@CS3966|~~~make, have comfort;;;CD 332b	1@CS3966|~~~faire, avoir consolation;;;CD 332b	cf. #ⲉⲓⲣⲉ# machen, tun 	QROKRK	"
ⲣⲥⲟⲗⲥⲗ~S^^CF8869
"	ⲣⲥⲟⲗⲥⲗ			C3484	CF8868
3497	1451	"Vb. Kompositverb
ϣⲱⲡⲉ ⲛⲥⲟⲗⲥⲗ~S^^CF8871
"	V	1@CS3967|~~~getröstet werden, sein;;;CD 332b	1@CS3967|~~~become, be comforted;;;CD 332b	1@CS3967|~~~être consolé, conforté;;;CD 332b	cf. #ϣⲱⲡⲉ#  become, befall, be, exist 	YXPE MROKRK	"
ϣⲱⲡⲉ ⲛⲥⲟⲗⲥⲗ~S^^CF8871
"	ϣⲱⲡⲉ ⲛⲥⲟⲗⲥⲗ			C3485	CF8870
3498	1451	"Vb. Kompositverb
ϫⲓⲥⲟⲗⲥⲗ~S^^CF8873
"	V	1@CS3968|~~~Trost empfangen;;;CD 332b	1@CS3968|~~~take comfort;;;CD 332b	1@CS3968|~~~recevoir consolation, réconfort;;;CD 332b	cf. #ϫⲓ# nehmen, erhalten 	dIROKRK	"
ϫⲓⲥⲟⲗⲥⲗ~S^^CF8873
"	ϫⲓⲥⲟⲗⲥⲗ			C3486	CF8872
3499	1451	"Subst. m.
ⲣⲉϥⲥⲟⲗⲥⲗ~S^^CF8875
"	N	1@CS3969|~~~jmd. der Trost spendet;;;CD 332b	1@CS3969|~~~comforter;;;CD 332b	1@CS3969|~~~celui qui donne consolation, réconfort;;;CD 332b		QEZROKRK	"
ⲣⲉϥⲥⲟⲗⲥⲗ~S^^CF8875
"	ⲣⲉϥⲥⲟⲗⲥⲗ			C3487	CF8874
3500	1451	"Subst. m.
ⲥⲉⲗⲥⲓⲗ~B^^CF8877
"	N	1@CS3970|~~~Trost;;;CD 332b; KoptHWb 184, 537; DELC 188	1@CS3970|~~~comfort;;;CD 332b; KoptHWb 184, 537; DELC 188	1@CS3970|~~~consolation, réconfort;;;CD 332b; KoptHWb 184, 537; DELC 188	cf. #ⲥⲗⲥⲓⲗ# Ordung, Schmuck 	REKRIK	"
ⲥⲉⲗⲥⲓⲗ~B^^CF8877
"	ⲥⲉⲗⲥⲓⲗ			C3488	CF8876
3501	1452	"Vb.
ⲥⲗⲁⲁⲧⲉ~S^^CF8879
"	V	1@CS3971|~~~stolpern, ausgleiten, fallen;;;CD 332b-333a; KoptHWb 184; DELC 188; ChLCS 47b	1@CS3971|~~~stumble, slip;;;CD 332b-333a; KoptHWb 184; DELC 188; ChLCS 47b	1@CS3971|~~~trébucher, tomber, glisser;;;CD 332b-333a; KoptHWb 184; DELC 188; ChLCS 47b		RKAASE	"
ⲥⲗⲁⲁⲧⲉ~S^^CF8879
"	ⲥⲗⲁⲁⲧⲉ			C3489	CF8878
3502	1452	"Subst. m.
ⲥⲗⲁⲁⲧⲉ~S^^CF8881
"	N	1@CS3972|~~~Straucheln, Ausgleiten;;;CD 333a; KoptHWb 184; ChLCS 47b	1@CS3972|~~~stumbling, falling;;;CD 333a; KoptHWb 184; ChLCS 47b	1@CS3972|~~~trébuchement, chute, glissade;;;CD 333a; KoptHWb 184; ChLCS 47b		RKAASE	"
ⲥⲗⲁⲁⲧⲉ~S^^CF8881
"	ⲥⲗⲁⲁⲧⲉ			C3490	CF8880
3503	1452	"Vb. Kompositverb
ϯⲥⲗⲁⲁⲧⲉ~S^^CF8883
"	V	1@CS3973|~~~jmd. zu Fall bringen;;;CD 333a; ChLCS 47b	1@CS3973|~~~cause to stumble;;;CD 333a; ChLCS 47b	1@CS3973|~~~faire tomber;;;CD 333a; ChLCS 47b	cf. #ϯ# geben, zahlen, verkaufen 	SIRKAASE	"
ϯⲥⲗⲁⲁⲧⲉ~S^^CF8883
"	ϯⲥⲗⲁⲁⲧⲉ			C3491	CF8882
3504	1452	"Subst. m.
ⲣⲉϥⲥⲗⲁⲁⲧⲉ~S^^CF8885
"	N	1@CS3974|~~~einer, der stolpert, ausgleitet;;;CD 333a	1@CS3974|~~~one that stumbles;;;CD 333a	1@CS3974|~~~qn. qui trébuche, tombe;;;CD 333a		QEZRKAASE	"
ⲣⲉϥⲥⲗⲁⲁⲧⲉ~S^^CF8885
"	ⲣⲉϥⲥⲗⲁⲁⲧⲉ			C3492	CF8884
3505	1452	"Adj.
ⲁⲧⲥⲗⲁϯ~B^^CF8887
"	N	1@CS3975|~~~nicht stolpernd;;;CD 333a	1@CS3975|~~~not stumbling;;;CD 333a	1@CS3975|~~~non trébuchant;;;CD 333a		ASRKASI	"
ⲁⲧⲥⲗⲁϯ~B^^CF8887
"	ⲁⲧⲥⲗⲁϯ			C3493	CF8886
3506	1452	"Subst. m.
ⲥⲗⲁⲧⲗⲉⲧ~B^^CF8889
"	N	1@CS3976|~~~Straucheln, Ausgleiten;;;CD 333a; KoptHWb 184; DELC 188	1@CS3976|~~~slip, stumbling;;;CD 333a; KoptHWb 184; DELC 188	1@CS3976|~~~trébuchement, glissade;;;CD 333a; KoptHWb 184; DELC 188		RKASKES	"
ⲥⲗⲁⲧⲗⲉⲧ~B^^CF8889
"	ⲥⲗⲁⲧⲗⲉⲧ			C3494	CF8888
3507	1453	"Subst. m.
ⲥⲁⲗⲁϣⲉⲓⲉ~S^^CF8891
"	N	"1@CS3977|~~~Riese (""Mann von großer Statur"");;;CD 333a; CED 151; KoptHWb 184; DELC 188; ChLCS 47b"	1@CS3977|~~~tall man (describing Antichrist);;;CD 333a; CED 151; KoptHWb 184; DELC 188; ChLCS 47b	1@CS3977|~~~homme de grande taille, géant;;;CD 333a; CED 151; KoptHWb 184; DELC 188; ChLCS 47b	cf. #ⲥⲁ# Mann cf. #ⲗⲁ# zugehörig (Nominalpräfix) cf. #ϣⲓⲏ# Länge cf. #ϭⲁⲗⲁϣⲓⲣⲉ# Riese 	RAKAYEIE	"
ⲥⲁⲗⲁϣⲉⲓⲉ~S^^CF8891
"	ⲥⲁⲗⲁϣⲉⲓⲉ			C3495	CF8890
3508	1454	"Subst. m.
ⲥⲟⲗϥ~S^^CF8893
"	N	1@CS3978|~~~Sieb;;;CD 333a; KoptHWb 184, 537; ChLCS 47b	1@CS3978|~~~sieve;;;CD 333a; KoptHWb 184, 537; ChLCS 47b	1@CS3978|~~~crible, tamis;;;CD 333a; KoptHWb 184, 537; ChLCS 47b	cf. #ⲥⲱⲗ# auflösen, zerstreuen 	ROKZ	"
ⲥⲟⲗϥ~S^^CF8893
"	ⲥⲟⲗϥ			C3496	CF8892
3509	1455	"Subst. f.
ⲥⲗⲓϥⲓ~B^^CF8895
"	N	1@CS3979|~~~Lunge;;;CD 333b; KoptHWb 184	1@CS3979|~~~lung;;;CD 333b; KoptHWb 184	1@CS3979|~~~poumon;;;CD 333b; KoptHWb 184		RKIZI	"
ⲥⲗⲓϥⲓ~B^^CF8895
"	ⲥⲗⲓϥⲓ			C3497	CF8894
3510	1456	"Subst.
ⲥⲗϩⲟ~S^^CF8897
"	N	1@CS3980|~~~lauwarmes Wasser;;;CD 333b; KoptHWb 184; ChLCS 47b	1@CS3980|~~~warm water;;;CD 333b; KoptHWb 184; ChLCS 47b	1@CS3980|~~~eau tiède;;;CD 333b; KoptHWb 184; ChLCS 47b		RKcO	"
ⲥⲗϩⲟ~S^^CF8897
"	ⲥⲗϩⲟ			C3498	CF8896
3511	1457	"Vb.
ⲥⲱⲗϭ~S^^CF8899
"	V	1@CS3981|~~~glätten, glattstreichen, schmieren, einreiben (salben);;;CD 333b; CED 152; KoptHWb 185; DELC 188; ChLCS 47b |||2@CS3982|~~~wischen, fortwischen, beseitigen, tilgen;;;CD 333b; CED 152; KoptHWb 185; DELC 188; ChLCS 47b |||3@CS3983|~~~glatt aneinander fügen, verbinden, kleben, haften;;;CD 330b; KoptHWb 185; DELC 188; ChLCS 47b	1@CS3981|~~~smooth, smear, anoint;;;CD 333b; CED 152; KoptHWb 185; DELC 188; ChLCS 47b |||2@CS3982|~~~wipe (out), obliterate;;;CD 333b; CED 152; KoptHWb 185; DELC 188; ChLCS 47b |||3@CS3983|~~~cleave, adhere, make cleave, join;;;CD 330b; KoptHWb 185; DELC 188; ChLCS 47b	1@CS3981|~~~lisser, polir, enduire;;;CD 333b; CED 152; KoptHWb 185; DELC 188; ChLCS 47b |||2@CS3982|~~~essuyer, éliminer, effacer;;;CD 333b; CED 152; KoptHWb 185; DELC 188; ChLCS 47b |||3@CS3983|~~~joindre, coller;;;CD 330b; KoptHWb 185; DELC 188; ChLCS 47b		RXKe	"
ⲥⲱⲗϭ~S^^CF8899
"	ⲥⲱⲗϭ			C3499	CF8898
3512	1457	"Subst. m.
ⲥⲱⲗϭ~S^^CF8901
"	N	1@CS3984|~~~Tilgung, Beseitigung;;;CD 333b; ChLCS 47b	1@CS3984|~~~obliteration;;;CD 333b; ChLCS 47b	1@CS3984|~~~effacement;;;CD 333b; ChLCS 47b		RXKe	"
ⲥⲱⲗϭ~S^^CF8901
"	ⲥⲱⲗϭ			C3500	CF8900
3513	1457	"Adj.
ⲁⲧⲥⲱⲗϫ~B^^CF8903
"	N	1@CS3985|~~~unauslöschbar;;;CD 333b	1@CS3985|~~~unobliterated;;;CD 333b	1@CS3985|~~~indélébile;;;CD 333b		ASRXKd	"
ⲁⲧⲥⲱⲗϫ~B^^CF8903
"	ⲁⲧⲥⲱⲗϫ			C3501	CF8902
3514	1457	"Subst. m.
ⲣⲉϥⲥⲱⲗϫ~B^^CF8905
"	N	1@CS3986|~~~einer, der auslöscht, beseitigt;;;CD 333b	1@CS3986|~~~one who wipes out;;;CD 333b	1@CS3986|~~~celui qui efface, élimine;;;CD 333b		QEZRXKd	"
ⲣⲉϥⲥⲱⲗϫ~B^^CF8905
"	ⲣⲉϥⲥⲱⲗϫ			C3502	CF8904
3515	1457	"Vb.
ⲥⲗⲟϭⲗϭ~S^^CF8907
"	V	1@CS3987|~~~glatt sein, glätten, polieren, verfeinern;;;CD 333b-334a; CED 152; KoptHWb 185; DELC 188; ChLCS 47b	1@CS3987|~~~be, make smooth;;;CD 333b-334a; CED 152; KoptHWb 185; DELC 188; ChLCS 47b	1@CS3987|~~~être lissé, polir, affiner, lisser;;;CD 333b-334a; CED 152; KoptHWb 185; DELC 188; ChLCS 47b	cf. #ⲗⲟⲕⲗⲕ# weich werden, erweichen 	RKOeKe	"
ⲥⲗⲟϭⲗϭ~S^^CF8907
"	ⲥⲗⲟϭⲗϭ			C3503	CF8906
3516	1457	"Subst. m.
ⲥⲗⲟϭⲗϭ~S^^CF8909
"	N	1@CS3988|~~~Glätte, Glattheit;;;CD 334a; ChLCS 47b	1@CS3988|~~~smoothness;;;CD 334a; ChLCS 47b	1@CS3988|~~~polissage;;;CD 334a; ChLCS 47b		RKOeKe	"
ⲥⲗⲟϭⲗϭ~S^^CF8909
"	ⲥⲗⲟϭⲗϭ			C3504	CF8908
3517	1457	"Vb.
ⲥⲗⲓϫ~B^^CF8911
|||Vb.
ⲥⲗⲏϫⲓ~B^^CF31679
|||Vb.
ⲥⲗⲏⲓϫⲓ~B^^CF31678
"	V	1@CS3989|~~~stumpf sein;;;CD 333b; KoptHWb 185	1@CS3989|~~~be blunt;;;CD 333b; KoptHWb 185	1@CS3989|~~~s'émousser;;;CD 333b; KoptHWb 185		RKId	"
ⲥⲗⲓϫ~B^^CF8911
ⲥⲗⲏϫⲓ~B^^CF31679
ⲥⲗⲏⲓϫⲓ~B^^CF31678
"	ⲥⲗⲓϫ|||ⲥⲗⲏϫⲓ|||ⲥⲗⲏⲓϫⲓ			C3505	CF8910
3518	1457	"Subst. m.
ⲥⲗⲓϫ~B^^CF8914
|||Subst. m.
ⲥⲗⲏϫⲓ~B^^CF31681
|||Subst. m.
ⲥⲗⲏⲓϫⲓ~B^^CF31680
"	N	1@CS3990|~~~Stumpfheit;;;CD 333b; KoptHWb 185	1@CS3990|~~~bluntness;;;CD 333b; KoptHWb 185	1@CS3990|~~~épointement, rugosité;;;CD 333b; KoptHWb 185		RKId	"
ⲥⲗⲓϫ~B^^CF8914
ⲥⲗⲏϫⲓ~B^^CF31681
ⲥⲗⲏⲓϫⲓ~B^^CF31680
"	ⲥⲗⲓϫ|||ⲥⲗⲏϫⲓ|||ⲥⲗⲏⲓϫⲓ			C3506	CF8913
3519	1457	"Vb. Kompositverb
ⲉⲣⲥⲗⲓϫ~B^^CF8917
"	V	1@CS3991|~~~abstumpfen (entschärfen, glätten);;;CD 333b; KoptHWb 185	1@CS3991|~~~blunt;;;CD 333b; KoptHWb 185	1@CS3991|~~~épointer;;;CD 333b; KoptHWb 185	cf. #ⲉⲓⲣⲉ# machen, tun 	EQRKId	"
ⲉⲣⲥⲗⲓϫ~B^^CF8917
"	ⲉⲣⲥⲗⲓϫ			C3507	CF8916
3520	1458	"Subst.
ⲥⲙⲁ~S^^CF8919
"	N	1@CS3992|~~~unbekannte Substanz (gemessen in ⲙⲁϫⲉ in Verbindung mit Öl);;;CD 334b	1@CS3992|~~~unknown substance (measured in ⲙⲁϫⲉ and related to oil);;;CD 334b	1@CS3992|~~~une substance inconnue (mesurée par ⲙⲁϫⲉ et en relation avec de l'huile);;;CD 334b		RLA	"
ⲥⲙⲁ~S^^CF8919
"	ⲥⲙⲁ			C3508	CF8918
3521	1459	"Subst. f.
ⲥⲙⲏ~S^^CF8921
"	N	1@CS3993|~~~Stimme (von Menschen und Tieren), Ton, Laut (von Gegenständen);;;CD 334b-335a; CED 152; KoptHWb 185, 538; DELC 188; ChLCS 47b	1@CS3993|~~~voice (of men and animals), sound (of things);;;CD 334b-335a; CED 152; KoptHWb 185, 538; DELC 188; ChLCS 47b	1@CS3993|~~~voix, ton;;;CD 334b-335a; CED 152; KoptHWb 185, 538; DELC 188; ChLCS 47b		RLG	"
ⲥⲙⲏ~S^^CF8921
"	ⲥⲙⲏ			C3509	CF8920
3522	1459	"Adj.
ⲥⲙⲏ~S^^CF8923
"	N	1@CS3994|~~~berühmt, namhaft;;;CD 335a	1@CS3994|~~~famed;;;CD 335a	1@CS3994|~~~fameux, renommé;;;CD 335a		RLG	"
ⲥⲙⲏ~S^^CF8923
"	ⲥⲙⲏ			C3510	CF8922
3523	1459	"Vb. Kompositverb
ϯⲥⲙⲏ~S^^CF8925
"	V	1@CS3995|~~~rufen, schreien;;;CD 335a; KoptHWb 185; ChLCS 47b	1@CS3995|~~~give voice;;;CD 335a; KoptHWb 185; ChLCS 47b	1@CS3995|~~~appeler, crier;;;CD 335a; KoptHWb 185; ChLCS 47b	cf. #ϯ# geben, zahlen, verkaufen 	SIRLG	"
ϯⲥⲙⲏ~S^^CF8925
"	ϯⲥⲙⲏ			C3511	CF8924
3524	1459	"Subst. m.
ⲣⲉϥϯⲥⲙⲏ~S^^CF8927
"	N	1@CS3996|~~~Laut, Vokal;;;CD 335a	1@CS3996|~~~vocal, vowel;;;CD 335a	1@CS3996|~~~son, voyelle;;;CD 335a	cf. #ⲣⲉϥ#  the one who . . .  cf. #ϯ#  give, pay, sell  	QEZSIRLG	"
ⲣⲉϥϯⲥⲙⲏ~S^^CF8927
"	ⲣⲉϥϯⲥⲙⲏ			C3512	CF8926
3525	1459	"Vb. Kompositverb
ϫⲓⲥⲙⲏ~S^^CF8929
"	V	1@CS3997|~~~Ton, Laut empfangen, hören;;;CD 335a; KoptHWb 185; ChLCS 47b	1@CS3997|~~~receive sound, listen;;;CD 335a; KoptHWb 185; ChLCS 47b	1@CS3997|~~~entendre, écouter;;;CD 335a; KoptHWb 185; ChLCS 47b	cf. #ϫⲓ# nehmen, erhalten 	dIRLG	"
ϫⲓⲥⲙⲏ~S^^CF8929
"	ϫⲓⲥⲙⲏ			C3513	CF8928
3526	1459	"Subst. m.
ⲙⲁ ⲛϭⲓⲥⲙⲏ~B^^CF8931
"	N	1@CS3998|~~~Stätte der Anhörung, Gericht;;;CD 335a	1@CS3998|~~~place of hearing, of trial;;;CD 335a	1@CS3998|~~~lieu de l'audition, du procès;;;CD 335a	cf. #ϫⲓ# receive, take  	LA MeIRLG	"
ⲙⲁ ⲛϭⲓⲥⲙⲏ~B^^CF8931
"	ⲙⲁ ⲛϭⲓⲥⲙⲏ			C3514	CF8930
3527	1459	"Subst. m.
ⲣⲉϥϫⲓⲥⲙⲏ~S^^CF8933
"	N	1@CS3999|~~~Zuhörer, Gehorsamer;;;CD 335a	1@CS3999|~~~listener, obeyer;;;CD 335a	1@CS3999|~~~celui qui écoute, personne obéissante;;;CD 335a		QEZdIRLG	"
ⲣⲉϥϫⲓⲥⲙⲏ~S^^CF8933
"	ⲣⲉϥϫⲓⲥⲙⲏ			C3515	CF8932
3528	1459	"Adj.
ⲁⲧⲥⲙⲏ~S^^CF8935
"	N	1@CS4000|~~~stimm-, tonlos;;;CD 335a	1@CS4000|~~~voice-, soundless;;;CD 335a	1@CS4000|~~~sourd, atone;;;CD 335a		ASRLG	"
ⲁⲧⲥⲙⲏ~S^^CF8935
"	ⲁⲧⲥⲙⲏ			C3516	CF8934
3529	1459	"Vb. Kompositverb
ⲉⲣⲥⲙⲏ~B^^CF8937
"	V	1@CS4001|~~~berühmt, renommiert sein;;;CD 335a; CED 152; KoptHWb 185	1@CS4001|~~~be famed;;;CD 335a; CED 152; KoptHWb 185	1@CS4001|~~~être fameux, renommé;;;CD 335a; CED 152; KoptHWb 185	cf. #ⲉⲓⲣⲉ# machen, tun 	EQRLG	"
ⲉⲣⲥⲙⲏ~B^^CF8937
"	ⲉⲣⲥⲙⲏ			C3517	CF8936
3530	1459	"Subst. m.
ⲣⲉⲙⲥⲙⲏ~B^^CF8939
"	N	1@CS4002|~~~berühmter Mensch;;;CD 335a; CED 152; KoptHWb 185	1@CS4002|~~~famed person;;;CD 335a; CED 152; KoptHWb 185	1@CS4002|~~~personne renommée;;;CD 335a; CED 152; KoptHWb 185		QELRLG	"
ⲣⲉⲙⲥⲙⲏ~B^^CF8939
"	ⲣⲉⲙⲥⲙⲏ			C3518	CF8938
3531	1460	"Vb.
ⲥⲙⲟⲩ~S^^CF8941
"	V	1@CS4003|~~~segnen, preisen, loben, danken;;;CD 335ab; CED 152; KoptHWb 185; DELC 188; ChLCS 47b	1@CS4003|~~~bless, praise, thank;;;CD 335ab; CED 152; KoptHWb 185; DELC 188; ChLCS 47b	1@CS4003|~~~bénir, louer;;;CD 335ab; CED 152; KoptHWb 185; DELC 188; ChLCS 47b		RLOT	"
ⲥⲙⲟⲩ~S^^CF8941
"	ⲥⲙⲟⲩ			C3519	CF8940
3532	1460	"Subst. m.
ⲥⲙⲟⲩ~S^^CF8943
"	N	1@CS4004|~~~Segen, Lobpreis;;;CD 335b-336a; KoptHWb 185; ChLCS 47b |||2@CS4005|~~~Wohltat, Güte, Almosen;;;CD 336a; KoptHWb 185; ChLCS 47b |||3@CS4006|~~~Überfluß, Fülle;;;CD 336a; ChLCS 47b	1@CS4004|~~~blessing, praise;;;CD 335b-336a; KoptHWb 185; ChLCS 47b |||2@CS4005|~~~gift, benevolence, alms;;;CD 336a; KoptHWb 185; ChLCS 47b |||3@CS4006|~~~abundance, treasure;;;CD 336a; ChLCS 47b	1@CS4004|~~~bénédiction, louange;;;CD 335b-336a; KoptHWb 185; ChLCS 47b |||2@CS4005|~~~cadeau, bienfait, aumône;;;CD 336a; KoptHWb 185; ChLCS 47b |||3@CS4006|~~~abondance;;;CD 336a; ChLCS 47b		RLOT	"
ⲥⲙⲟⲩ~S^^CF8943
"	ⲥⲙⲟⲩ			C3520	CF8942
3533	1460	"Adj.
ⲁⲧⲥⲙⲟⲩ~B^^CF8945
"	N	1@CS4007|~~~ohne Segen, segenlos;;;CD 336a	1@CS4007|~~~without blessing;;;CD 336a	1@CS4007|~~~sans bénédiction;;;CD 336a		ASRLOT	"
ⲁⲧⲥⲙⲟⲩ~B^^CF8945
"	ⲁⲧⲥⲙⲟⲩ			C3521	CF8944
3534	1460	"Vb. Kompositverb
ϯⲥⲙⲟⲩ~S^^CF8947
"	V	1@CS4008|~~~Segen, Abendmahl geben;;;CD 336a; ChLCS 47b	1@CS4008|~~~give blessing, sacrament;;;CD 336a; ChLCS 47b	1@CS4008|~~~donner la bénédiction, le sacrement;;;CD 336a; ChLCS 47b	cf. #ϯ# geben, zahlen, verkaufen 	SIRLOT	"
ϯⲥⲙⲟⲩ~S^^CF8947
"	ϯⲥⲙⲟⲩ			C3522	CF8946
3535	1460	"Vb. Kompositverb
ϫⲓⲥⲙⲟⲩ~S^^CF8949
"	V	1@CS4009|~~~den Segen, das Abendmahl empfangen, (einen Vorgesetzten) grüßen;;;CD 336ab; KoptHWb 185; ChLCS 48a	1@CS4009|~~~take blessing, sacrament, salute (a superior);;;CD 336ab; KoptHWb 185; ChLCS 48a	1@CS4009|~~~recevoir la bénédiction, le sacrement, saluer (un supérieur);;;CD 336ab; KoptHWb 185; ChLCS 48a	cf. #ϫⲓ# nehmen, erhalten 	dIRLOT	"
ϫⲓⲥⲙⲟⲩ~S^^CF8949
"	ϫⲓⲥⲙⲟⲩ			C3523	CF8948
3536	1460	"Subst. m.
ϫⲓⲛⲥⲙⲟⲩ~B^^CF8951
"	N	1@CS4010|~~~Segnung;;;CD 336b	1@CS4010|~~~act of blessing;;;CD 336b	1@CS4010|~~~bénédiction;;;CD 336b		dIMRLOT	"
ϫⲓⲛⲥⲙⲟⲩ~B^^CF8951
"	ϫⲓⲛⲥⲙⲟⲩ			C3524	CF8950
3537	1461	"Subst. f.
ⲥⲓⲙ~S^^CF8953
"	N	1@CS4011|~~~Gras, Heu, Kraut (allgemein);;;CD 334a; CED 152; KoptHWb 185; DELC 188; ChLCS 48a |||2@CS4012|~~~Rettich;;;CD 334a; KoptHWb 185; ChLCS 48a	1@CS4011|~~~grass, fodder, herbs (in general);;;CD 334a; CED 152; KoptHWb 185; DELC 188; ChLCS 48a |||2@CS4012|~~~radish;;;CD 334a; KoptHWb 185; ChLCS 48a	1@CS4011|~~~herbe, foin;;;CD 334a; CED 152; KoptHWb 185; DELC 188; ChLCS 48a |||2@CS4012|~~~radis;;;CD 334a; KoptHWb 185; ChLCS 48a		RIL	"
ⲥⲓⲙ~S^^CF8953
"	ⲥⲓⲙ			C3525	CF8952
3538	1461	"Subst. f.
ⲥⲙⲉ~B^^CF8955
"	N	1@CS4013|~~~Kraut;;;KoptHWb 185; DELC 188	1@CS4013|~~~herbs;;;KoptHWb 185; DELC 188	1@CS4013|~~~herbe;;;KoptHWb 185; DELC 188		RLE	"
ⲥⲙⲉ~B^^CF8955
"	ⲥⲙⲉ			C3526	CF8954
