αγιαςμα,ɑgiɑsmɑ,ajiasma,agiasma,اسم,مذكر,ραν,πι,ελ,شيء مقدس,,A holy place,,,,
τωκναϥρι,toknafri,,,اسم,مؤنث,,,,فشار,,popcorn,,,,
βοιϣι,boiʃi,boishi,boishi,اسم,مؤنث ,ραν,ϯ ,Χμ,حيوان صحراوي,,A kind of antelope,,,,
αλιγων,,,,,,,,,نوع من الحلويات,,A kind of candy or sweets,,,,
αμμονιακον,ɑmmoniɑkon,ammoniakon,ammoniakon,اسم,مذكر,ραν,πι,Χμ,Ferula ,,A kind of plant,,,,
αμμονιακος,ɑmmoniɑkos,ammoniakos,ammoniakos,اسم,مذكر,ραν,πι,Χμ,Ammonium chloride ,,A kind of plant,,,,
αγαριθονικον,,,,,,,,,نوع من الفطريات,,A kind of tree fungus,,,,
ανικαμ,,,,,,,,,الزاج حامض كبريتي,,A kind of vitriol,,,,
αμνος,ɑmnos,amnos,amnos,اسم,مذكر,ραν,πι,ελ,حمل,,A lamb,,,,
αγγελια,ɑngeliɑ,ajjelia,angelia,اسم,مؤنث,ραν,ϯ,ελ,إعلان,,A message,,,,
ϩωιμιντωκ,hoimintok,,,اسم,مؤنث,,,,فرن ميكروويف,,A microwave oven,,,,
ϩωιμιμαϯκουϫι,Hoimi-mati kogi,,,اسم,مؤنث,,,,موجات قصيرة جدا,,microwave,,,,
πιντωκ,pintok,,,اسم,مذكر,,,,فرن  ,,oven,,,,
βλα,,,,,,,,,أله موسيقية,,A musical instrument,,,,
βοϩ,,,,,,,,,اسم وثن في الاسكندرية,,A name of an idol at Alexandria,,,,
βωωϩ,,,,,,,,,اسم صنم في الاسكندرية,,A name of an idol at Alexandria,,,,
ατ,ɑt,at,at,prefix بادئة,,prefix بادئة,,Χμ,بدون  ,,A negation,,,,
αναγνωςμα,ɑnɑgnoːsmɑ,anajnwsma,anagnwsma,اسم,مذكر,ραν,πι,ελ,إصحاح,,A passage read aloud,,,,
εβδομας,,,,,,,,,سبعة أيام,,A period of seven days,,,,
αναθεμα ,ɑnɑtʰemɑ ,anathema ,anathema ,اسم,مذكر,ραν,πι,ελ,أناثيما,,a person devoted to the devil,,,,
πετϫωϥ,petgof,,,اسم,مذكر,,,,مكوجي,,a person who iron clothes,,,,
ασρον,,,,,,,,,نوع من النباتات,,A plant,,,,
ενουκ,enoːk,enouk,enouk,اسم,مذكر,ραν,πι,Χμ,سوكران,,A plant,,,,
αςαϥ,ɑsɑf,asaf,asaf,اسم,مذكر,ραν,πι,Χμ,Heart of palm ,,A plant explained as bark,,,,
εβιην,ebiiːn,ebiyn,ebiyn,اسم,مذكر,ραν,πι,Χμ,بائس,,A poor,,,,
ακλη,ɑkliː,akly,akly,اسم,مؤنث,ραν,ϯ,Χμ,ابن عرس,,A pottery vessel,,,,
αλκη,,,,,,,,,إناء فخاري,,A pottery vessel,,,,
ακλη,ɑkliː,akly,akly,اسم,مؤنث,ραν,ϯ,Χμ,حلة,,A pottery vessel used for food or liquid storage,,,,
ακλι,ɑkliː,akly,akly,اسم,مؤنث,ραν,ϯ,Χμ,وعاء فخاري,,A pottery vessel used for food or liquid storage,,,,
αμεθυτος,ɑmetʰitos,amethutos,amethitos,اسم,مذكر,ραν,πι,ελ,Amethyst ,,A precious stone `Amethyst',,,,
αρϣλιϫι,arshligi,,,اسم,مؤنث,,,,حلة ضغط,,pressure cooker,,,,
ατϣετ,atshet,,,اسم,مذكر,,,,كرسي يمكن ان ينفرد,,A recliner,,,,
βεϫην,beʒiːn,begyn,begyn,اسم,مذكر,ραν,πι,Χμ,بردي,,A rush,,,,
βεϭην,,,,,,,,,بردي,,A rush,,,,
ανθους,ɑntʰoːs,anthous,anthous,اسم,مؤنث,ραν,ϯ,Χμ,أبو بريص,,A species of lizard,,,,
αμν,,,,,,,,,نقود,,a sum of money,,,,
αβαϫηινι,ɑbɑʒiːini,abagyini,abagyini,اسم,مذكر ، مؤنث ,ραν,πι ، ϯ ,Χμ,بلور,,a thing seen in glass,,,,
αβαϫηνι,ɑbɑʒiːini,abagyini,abagyini,اسم,مذكر ، مؤنث ,ραν,πι ، ϯ ,Χμ,بلور,,a thing seen in glass,,,,
αβαϫινι,ɑbɑʒiːini,abagyini,abagyini,اسم,مذكر,ραν,πι,Χμ,زجاج,,a thing seen in glass,,,,
βαϫινι,,,,,,,,,شيء يرى في الزجاج,,A thing seen in glass,,,,
αββα,ɑbbɑ,abba,abba,اسم,,ραν,,Χμ,أبا,,a title of respect given to elderly monks,,,,
δαφνη,dɑpʰniː,daphny,daphny,اسم,مؤنث ,ραν,ϯ ,ελ,شجرة الغار,,A type of coral,,,,
αφωτ,,,,,,,,,نوع من التماسيح,,A type of crocodile,,,,
αλθιλια,,,,,,,,,نوع من اللبان,,A type of gum,,,,
βλα,,,,,,,,,هارب ، أو جرس,,A type of harpor small bell,,,,
δουπια,doːpiɑ,doupia,doupia,اسم,مؤنث ,ραν,ϯ ,ελ,نوع من النقود القديمة,,A type of old coins,,,,
αλανον,,,,,,,,,نوع من النباتات,,A type of plant,,,,
ακιλια,,,,,,,,,نوع من النباتات,,A type off lies or plants,,,,
αβιαβαν,,,,,,,,,مجموعة من الألوان,,A variety of colors,,,,
αουαν,ɑwɑn,aouan,aouan,اسم,مذكر,ραν,πι,Χμ,شمام ، فاكهة,,A variety of colors,,,,
βετβετ,betbet,betbet,betbet,اسم,مؤنث ,ραν,ϯ ,Χμ,أخضر اللون,,A vegetable,,,,
αναθημα,ɑnɑtʰiːmɑ,anathyma,anathyma,اسم,مذكر,ραν,πι,ελ,أثر مقدس كعظام القديسين,,A votive offering set up in a temple,,,,
`ςμοτρηϯ,esmot riti,,,اسم,مذكر,,,,نمط ، أسلوب,,style,,,,
χαιεβιω,kaiebio,,,اسم,مذكر,,,,حلوى,,dessert,,,,
μηαϥ,miaf,,,اسم,مؤنث,,,,شوربة,,soup,,,,
Ωϫεβ εβιω,ogeb ebio,,,اسم,مذكر,,,,أيس كريم,,ice cream,,,,
αλουβεϩ,ɑloːbeh,aloubeh,aloubeh,صفة,,`ς,,Χμ,أصلع,,A white shining spot,,,,
ατϭνε,atshne ,,,,,,,,بدون  ,,"a, an",,,,
τωτερ`ϣφηρ `νιεβ,toter eshfeer en ieb,,,,,,,,مؤهل فوق فوق متوسط في الفنون او الأداب ,,AA,,,,
ϫινςοβϯ εθβε ωμϫ `ναλκοϩολ,,,,,,,,,منظمة لمنع الكحول,,AA,,,,
μινι,mini  ,,,,,,,,نوع ، فصيلة,,type,,,,
μινι `ν`ςνοϥ,mini en esnof,,,,,,,,فصيلة,,AB,,,,
,,,,,,,,,,,ab-,,,,
`φουει,,,,بادئة,,,,,بعيد,,"ab, abs, a",,,,
ερατϫουϣτ,eratgosht,,,فعل,,,,,يتفاجيء ، يفاجيء,,aback,,,,
μετατϫουϣτ,metatgosht,,,اسم,مؤنث,,,,مفاجأة,,surprise,,,,
αβακος,abakos,,,اسم,مذكر,,,,عداد,,abacus,,,,
χω,ko ,,,فعل,صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول ,,,,يهجر,,abandon,,,,
χη,kee,,,صفة,,,,,مهجور,,abandoned,,,,
ενεπεςητ,En-epeseet,,,,,,,,يذل,,abase,,,,
μετενεπεςητ,Met-en-epeseet,,,,,,,,إذلال,,abasement,,,,
Σε εν επεςητ,Se En-epeseet,,,,,,,,مذلول,,abased,,,,
ςε `ϣφιτ,se eshfeet,,,,,,,,خجلان,,abashed,,,,
`ςβοκ,esbok,,,,,,,,ينحسر,,abate,,,,
ϫιν`ςβοκ,ginesbok,,,,,,,,انحسار,,abating,,,,
,,,,,,,,,,,abba,,,,
,,,,,,,,,,,abbas,,,,
νιϣϯ θωουτς,nishti tots,,,,,,,,دير كبير,,abbey,,,,
αββα,ɑbbɑ,abba,abba,اسم,,ραν,,Χμ,أنبا,,abbot,,,,
αρχημανδριτης,arshimandritis,,,اسم,مذكر,,,,رئيس دير,,Abbot,,,,
ερκουϫι,erkogi,,,فعل,,,,,يختصر,,abbreviate,,,,
ςεερκουϫι,seerkogi,,,صفة,,,,,مختصر,,abbreviated,,,,
ϫινερκουϫι,ginerkogi,,,اسم,مذكر,,,,اختصار,,abbreviation,,,,
ερκουϫιμωιτ,erkogimoit,,,فعل,,,,,يختصر,,short cut,,,,
ςεερκουϫιμωιτ,seerkogimoit,,,صفة,,,,,مختصر,,short cut,,,,
ϫινερκουϫιμωιτ,ginerkogimoit,,,اسم,مذكر,,,,اختصار,,short cutting,,,,
ουωρπϩωιμι,O-orp- hoimi,,,فعل,,,,,يبث إرسال,,broadcast,,,,
ϫινουωρπϩωιμι,Gin-o-orp-hoimi,,,اسم,مذكر,,,,بث إرسال,,broadcasting,,,,
`ναμερικα,enamerica,,,صفة,,,,,أمريكي,,american,,,,
ρεμναμερικα,remenamerica,,,اسم,مذكر – مؤنث,,,,أمريكي,,american,,,,
μετ`ϣφηρ `νϫινουωρπϩωιμι `ν αμερικα,,,,,,,,,شركة البث الأمريكي,,ABC,,,,
ερϩωλαμαϩι,erholamahi,,,فعل,,,,,يتنازل عن السلطة,,abdicate,,,,
ϫινερϩωλαμαϩι,Gin-erhol-amahi,,,اسم,مذكر,,,,التنازل عن السلطة,,abdication,,,,
νεϫι,negi,,,اسم,مؤنث,,,,بطن,,abdomen,,,,
`ννεϫι,ennegi,,,صفة,,,,,باطني,,abdomenal,,,,
ωλιρωμι,Oli-romi,,,فعل,,,,,يخطف شخص,,abduct,,,,
ϫινωλιρωμι,Gin-oli-romi,,,اسم,مذكر,,,,اختطاف,,abduction,,,,
ϣοβομοϣι,shobemoshi,,,فعل,صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول ,,,,ينحرف,,aberrate,,,,
ϫινϣοβεμοϣι,ginshobemoshi,,,اسم,مذكر,,,,انحراف,,aberration,,,,
τωβς,tobs,,,فعل,صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول ,,,,يحث ، يحرض,,abet,,,,
ςετωβς,setobs,,,صفة,,,,,محرض,,abetted,,,,
ϫιντωβς,gintobs,,,اسم,مذكر,,,,تحريض,,abetting,,,,
μοςϯ,mosti,,,فعل,,,,,يكره ، يبغض,,abhor,,,,
ςεμοςϯ,semosti,,,صفة,,,,,مكروه,,abhorred,,,,
ϫινμοςϯ,ginmosti,,,اسم,مذكر,,,,كره,,abhorring,,,,
μετμοςϯ,metmosti,,,اسم,مؤنث,,,,كراهية,,abhorrence,,,,
ςεμοςϯ,semosti,,,صفة,,,,,مكروه,,abhorrent,,,,
ςωτεμ,swtem,,,فعل,,,,,يطيع,,abide,,,,
οϩι,,,,,,,,,يطيع,,Abide by,,,,
ϫινςωτεμ,ginswtem,,,اسم,مذكر,,,,طاعة,,abiding,,,,
`ϣϫομ,eshgom,,,اسم,مذكر,,,,مقدرة,,ability,,,,
ϭαϫνλιλ,,,,,,,,,أبو فصادة ، طائر,,A bird Abu Fasada,,,,
ϫαιωου,,,,صفة,,,,,دنيء,,abject,,,,
ϫαιωου ϩηκι,,,,,,,,,فقر مدقع,,abject poverty,,,,
ϫαιωου ατϣαυ,,,,,,,,,فشل ذريع,,abject failure,,,,
ϫαιωου ϩοϯ,,,,,,,,,ذعر,,abject terror,,,,
ατϫουϣτ,,,,,,,,,يأس,,despair,,,,
ϫαιωου ατϫουϣτ,,,,,,,,,خيبة أمل كبيرة,,Abject despair,,,,
μεινϩητ,meinheet,,,فعل,,,,,يأمل,,hope,,,,
μετμεινϩητ,metmeinheet,,,اسم,مؤنث,,,,أمل,,hope,,,,
,,,,,,,,,,,abisme,,,,
,,,,,,,,,,,abject,,,,
ϫωλ εβολ,,,,فعل,,,,,ينبذ ، يجحد,,abjure,,,,
ϫινϫωλ εβολ,,,,اسم,مذكر,,,,نبذ ، جحود,,abjuration,,,,
ϧαϫωμα,,,,اسم,مذكر,,,,حرف جر,,preposition,,,,
ρηϯ `νραν νεμ ϧαϫωμα,,,,,,,,,حالة الجر,,ablative,,,,
ρωκϩ,,,,فعل,,,,,يحرق,,ablaze,,,,
ϣϫεμϫομ,,,,فعل,,,,,يستطيع,,able,,,,
ρεϥεϣϫομ,,,,اسم,مذكر,,,,قادر,,able,,,,
ϫιν`ϣϫομ,,,,اسم,مذكر,,,,قدرة,,ability,,,,
ϫινωμϫ `μμοϥ,,,,اسم,مذكر,,,,منع النفس عن فعل شيء ، تنسك,,abnegation,,,,
ατανςεμι,,,,اسم,,,,,غير طبيعي ، شاذ,,abnormal,,,,
μετατανςεμι,,,,اسم,مؤنث,,,,شذوذ ، خروج عن الطبيعة,,abnormality,,,,
`νατανςεμι,,,,ظرف,,,,,غير طبيعي,,abnormally,,,,
`ν`ϧουν,,,,ظرف,,,,,على متن,,aboard,,,,
αυλη,ɑvliː,auly,avly,اسم,مؤنث,ραν,ϯ,ελ,حظيرة,,abode,,,,
αϩο,ɑho,aho,aho,اسم,مذكر,ραν,πι,Χμ,إقامة,,abode,,,,
ηι,,,,اسم,مذكر,,,,مسكن,,abode,,,,
κωρϥ,,,,فعل,صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول ,,,,يلغي,,abolish,,,,
ϫινκωρϥ,,,,اسم,مذكر,,,,إلغاء,,abolition,,,,
ρεϥκωρϥ,,,,اسم,مذكر,,,,شخص يود إلغاء قانون ، يدعو لإلغاء العبودية,,abolitionist,,,,
ϩωουεμαϣο,,,,صفة,,,,,مقيت,,abominable,,,,
βετ,,,,,,,,,يمقت,,abominate,,,,
βητ,biːt,byt,byt,اسم,مؤنث,ραν,ϯ,Χμ,جانب,,abominate,,,,
βοτ,,,,,,,,,يلوث,,abominate,,,,
βοϯ,boti,boti,boti,اسم,مؤنث,ραν,ϯ,Χμ,اشمئزاز,,abominate,,,,
ορεβ,,,,,,,,,,,abominate,,,,
ϭιβοϯ,,,,,,,,,,,abominate,,,,
βετ,,,,,,,,,كراهية,,abomination,,,,
βητ,biːt,byt,byt,اسم,مذكر,ραν,πι,Χμ,جريدة النخل,,abomination,,,,
βοτ,,,,,,,,,رجس,,abomination,,,,
βοϯ,boti,boti,boti,اسم,مذكر,ραν,πι,Χμ,حمص,,abomination,,,,
μετνουνι,,,,اسم,مؤنث,,,,أصلي,,aboriginal,,,,
`μμετνουνι,,,,صفة,,,,,أصلي,,aboriginal,,,,
ρεμ`μμετνουνι,,,,اسم,مذكر,,,,شخص من السكان الأصليين,,aborigine,,,,
λωϫι,,,,فعل,صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول ,,,,يكف عن,,abort,,,,
οςιβοκι,,,,فعل,صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول ,,,,يجهض,,abort,,,,
ϫινοςιβοκι,,,,اسم,مذكر,,,,اجهاض,,aborting,,,,
μετοςιβοκι,,,,اسم,مؤنث,,,,اجهاض,,abortion,,,,
`μμετοςιβοκι,,,,صفة,,,,,اجهاضي,,abortive,,,,
ουον`μμηϣ,,,,,,,,,يوجد كثير من ، يكثر ، يزخر,,abound,,,,
α,,,,,,,,,تقريبا,,about,,,,
αουηρ,ɑwiːr,aouyr,aouyr,أداة استفهام,,أداة استفهام,,Χμ,كم ، للعدد,,About,,,,
αυ,ɑv,au,av ,حرف جر,,حرف جر,,Χμ,تقريبا,,About,,,,
αυηρ,,,,,,,,,حوالي,,About,,,,
ε,,,,,,,,,فيما يتعلق,,about,,,,
ερο,,,,,,,,,,,about,,,,
ερω,,,,,,,,,,,about,,,,
λελε,,,,,,,,,,,about,,,,
`μφναυ`ναϫπ,,,,ظرف,,ظرف,,Χμ,نحو الساعة,,about the,,,,
ουηρ,,,,,,,,,,,About circa,,,,
θαϣ,,,,,,,,,,,About to,,,,
θαϣ,,,,,,,,,,,About to,,,,
θεϣ,,,,,,,,,,,About to,,,,
θηϣ,,,,,,,,,,,About to,,,,
θωϣ,,,,,,,,,,,About to,,,,
νηου,,,,,,,,,,,About to come,,,,
νουι,,,,,,,,,,,About to come,,,,
νηου,,,,,,,,,,,About to go,,,,
νουι,,,,,,,,,,,About to go,,,,
εϩρηι,,,,,,,,,,,above,,,,
θωκ,,,,,,,,,,,above,,,,
νϩρηι,,,,,,,,,,,Above,,,,
νϩρηι,,,,,,,,,,,above,,,,
τοϫι,,,,,,,,,,,above,,,,
ϣωι,,,,,,,,,,,above,,,,
`ϩρηι,,,,,,,,,,,Above,,,,
μαλιστα,,,,,,,,,فوق كل شيء,,Above all,,,,
`ν`ϩρηι νιβεν,,,,,,,,,فوق كل شيء,,Above all,,,,
`ν`ϩρηι ςανις,,,,,,,,,فوق مستوى الشكوك,,above suspicion,,,,
`ν`ϩρηι μετετϫαιο,,,,,,,,,فوق مستوى النقد,,above criticism,,,,
ενοτανςεμι,,,,,,,,,أمين وقانوني ، علانية ، جهارا,,aboveboard,,,,
ϧιϯ,,,,اسم,مذكر,,,,جرح ، قشط تأكل,,abrasion,,,,
`νϧιϯ,,,,صفة,,,,,كاشط,,abrasive,,,,
ατϣιπι,,,,,,,,,وقح,,abrasive,,,,
καϣ,,,,,,,,,,,A breaking,,,,
καϣ,,,,,,,,,,,A breaking,,,,
κωϣ,,,,,,,,,,,A breaking,,,,
`ν`ςφιρ,,,,,,,,,بجانب,,abreast,,,,
μουν`νταμο,,,,,,,,,يبقى على إطلاع,,Keep abreast,,,,
ωλκ,,,,,,,,,موجز,,abridged,,,,
αποδημον,,,,,,,,,سائح,,Abroad,,,,
αποδημος,,,,,,,,,مهاجر,,Abroad,,,,
επϣεμμο,,,,,,,,,,,Abroad,,,,
μβολ,,,,,,,,,,,abroad,,,,
ϣεμμο,,,,,,,,,,,Abroad,,,,
ϩιπϣεμμο,,,,,,,,,,,abroad,,,,
επϣεμμο,,,,,,,,,,,Abroad with verb to go,,,,
κωρϥανςεμι,,,,فعل,,,,,يلغي ، يبطل ، يفسخ,,abrogate,,,,
ςεκωρϥανςεμι,,,,صفة,,,,,مفسوخ ، ملغي ، مبطل,,abrogated,,,,
ϫινκωρϥανςεμι,,,,اسم,مذكر,,,,إلغاء ، فسخ ، إبطال,,abrogation,,,,
ϧακωϣ,,,,ظرف,,,,,مباغته ، فجأة,,abrupt,,,,
`νϧακωϣ,,,,صفة,,,,,بطريقة مباغتة ، بطريقة مفاجئة,,abruptly,,,,
μουτνεϫι,,,,اسم,,,,,عضلات البطن,,abs,,,,
μετςεμνι `νϫινταϩνο `νατθωμ,,,,,,,,,نظام فرامل مانع للإنغلاق,,abs,,,,
ταϩνο,,,,اسم,مذكر,,,,فرامل,,stop,,,,
ϫινταϩνο,,,,اسم,مذكر,,,,كبح,,barking,,,,
ατθωμ,,,,صفة,,,,,مانع للإنغلاق,,antilock,,,,
χελχαχωϥ,,,,اسم,,,,,خراج,,abscess,,,,
ϯρανα,,,,فعل,,,,,  يأذن ، يسمح,,permit,,,,
ϫινϯρανα,,,,اسم,مذكر,,,,أذن ، سماح,,permission,,,,
ερϩωλατϯρανα,,,,فعل,,,,,يمشي بدون أذن ، يهرب,,abscond,,,,
κωλπϩωλ,,,,فعل,,,,,يسرق ويرحل,,abscond,,,,
ατοι,,,,اسم,مذكر,,,,غياب,,absence,,,,
μουνκ,,,,,,,,,غياب,,absence,,,,
νουεϣεν,,,,,,,,,غياب,,Absence of,,,,
μετατμευι,,,,,,,,,,,Absence of thought,,,,
φηετατοι,,,,اسم,مذكر,,,,غائب,,absent,,,,
ατοικαϯ,,,,صفة,,,,,غائب العقل,,absent-minded,,,,
`νατοικαϯ,,,,صفة,,,,,في غياب العقل,,absent-mindedly,,,,
ρεϥατοι,,,,اسم,مذكر,,,,غائب,,absentee,,,,
ϫινϯ`ςμη `νατοι,,,,اسم,مذكر,,,,تصويت بالمراسلة,,absentee ballot,,,,
μετατοι,,,,اسم,مؤنث,,,,غياب عن العمل دون سبب,,absenteeism,,,,
`νατοι,,,,ظرف,,,,,غيابيا,,absently,,,,
ατϧαε,,,,صفة,,,,,مطلق,,absolute,,,,
ατϧαε αμαϩι,,,,اسم,,,,,سلطة مطلقة,,absolute power,,,,
αυτοκρατωρ,ɑvtokrɑtoːr,autokratwr,avtokratwr,اسم,مذكر,ραν,πι,ελ,إمبراطور,,Absolute ruler,,,,
απλως,ɑploːs,aplws,aplws,ظرف,,ظرف,,ελ,بإختصار,,absolutely,,,,
παντως,,,,,,,,,,,Absolutely,,,,
`ντμετ,,,,ظرف,,,,,قطعا ، بالكلية ، بالقطع,,absolutely,,,,
ουρο `ντμετ,,,,اسم,مذكر,,,,حاكم مطلق,,absolute monarch,,,,
μετουρο `ντμετ,,,,اسم,مؤنث,,,,ملكية مطلقة,,absolute monarchy,,,,
αςου `νηπι `ντμετ,,,,اسم,مؤنث,,,,قيمة مطلقة للعدد,,absolute value,,,,
`ϩλιαν,,,,اسم,مؤنث,,,,صفر ، زيرو,,zero,,,,
`ϩλιαν `ντμετ,,,,اسم,مؤنث,,,,صفر مطلق,,absolute zero,,,,
ϫινχωεβολ,,,,اسم,مذكر,,,,غفران,,absolution,,,,
βελ,,,,فعل,صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول,ρα,,Χμ,يحل,,absolve,,,,
βηλ,,,,,,,,,يحل,,absolve,,,,
βολ,,,,,,,,,يحل,,absolve,,,,
βωλ,,,,,,,,,يحل,,absolve,,,,
βωλεβολ,,,,فعل,,,,,يغفر ، يحالل,,absolve,,,,
ςεβολεβολ,,,,صفة,,,,,مغفور ، محالل,,absolved,,,,
ςωνκ,,,,فعل,,,,,يمص ، يمتص,,absorb,,,,
πετςωνκ,,,,اسم,مذكر,,,,ماص,,absorbent,,,,
φηετςωνκ,,,,اسم,مذكر,,,,ماص,,absorber,,,,
ϫινςωνκ,,,,اسم,مذكر,,,,مهم ، مستحوذ ، ماص ، جدير بالاهتمام,,absorbing,,,,
μετςωνκ,,,,,,,,,امتصاص,,absorption,,,,
ερταϩνο `μμοϥ `ν,,,,فعل,,,,,يمتنع عن,,abstain,,,,
ϫινερταϩνο,,,,اسم,مذكر,,,,امتناع,,abstention,,,,
νηστια,,,,,,,,,,,abstainence,,,,
ερνηστευιν,,,,فعل,,,,,,,Abstain from food,,,,
ρεϥαρεϩεϩρε,,,,اسم,مذكر,,,,شخص يراعي كمية الطعام,,abstemious,,,,
`ναρεϩεϩρε,,,,صفة,,,,,مراعاة كمية الطعام,,abstemiously,,,,
μετερταϩνο,,,,اسم,مؤنث,,,,تقشف ، امتناع عن أشياء يفضلها الشخص,,abstinence,,,,
ρεϥερταϩνο,,,,اسم,مذكر,,,,ممتنع عن أشياء يفضلها ، متقشف ، زاهد,,abstinent,,,,
`ντωκμεβολ,,,,صفة,,,,,مجرد,,abstract,,,,
μευι `νατθωϣ,,,,اسم,,,,,فكرة مجردة  ، فكرة غير محددة,,abstract idea,,,,
μευι `ντωκμεβολ,,,,اسم,,,,,فكر مجرد,,abstract thought,,,,
ιεβ `ντωκμεβολ,,,,اسم,,,,,فن تجريدي,,abstract art,,,,
ϫιντωκμεβολ,,,,اسم,مذكر,,,,تجريد,,abstraction,,,,
ϣημ`ςϧαι,,,,اسم,مذكر,,,,ملخص,,abstract,,,,
ραν `ντωκεμεβολ,,,,اسم,,,,,اسم مجرد,,abstract noun,,,,
ατεννο,,,,اسم,مذكر,,,,مبهم ، غامض ، عويص,,abstruse,,,,
`νατεννο,,,,صفة,,,,,بطريقة مبهمة ، بطريقة غامضة ، بطريقة عويصة,,abstrusely,,,,
μετατεννο,,,,اسم,مؤنث,,,,ابهام ، غموض ,,abstruseness,,,,
αλογον,,,,,,,,,هراء,,absurd,dj,,,
αλογος,ɑlogos,alojos,alogos,اسم,مذكر,ραν,πι,ελ,أحمق,,absurd,dj,,,
`μματο,,,,صفة,,,,,هراء ، أحمق ، سخيف,,absurd,,,,
ματο,,,,اسم,مذكر,,,,هراء ، حماقة ، سخافة,,absurdity,,,,
`μματο,,,,ظرف,,,,,بطريقة سخيفة ، بطريقة حمقاء,,absurdly,,,,
ερουοτ,,,,,,,,,,,abundance,,,,
ερουοτ,,,,,,,,,,,abundance,,,,
ευθενια,,,,,,,,,,,abundance,,,,
μετϩουο,,,,,,,,,,,Abundance,,,,
ρωουτ,,,,,,,,,,,abundance,,,,
ρωουτ,,,,,,,,,,,abundance,,,,
ρωουτ,,,,,,,,,,,abundance,,,,
ρωουτ,,,,,,,,,,,abundance,,,,
ρωουτ,,,,,,,,,وفرة,,abundance,,,,
`νρωουτ,,,,صفة,,,,,وفير ، كثير,,abundant,,,,
`νρωουτ,,,,ظرف,,,,,بطريقة وفيرة ، بطريقة كثيرة,,abundantly,,,,
μανθωμς,,,,,,,,,مقبرة,,A burial place,,,,
ϩωουϣ,,,,,,,,,شتيمة,,abuse,,,,
ιρινοϫι,,,,فعل,صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول ,,,,يسيء استخدام ، يسيء استعمال,,abuse,,,,
μετιρινοϫι,,,,اسم,مذكر,,,,تعسف ، إساءة استعمال ، إيذاء,,abuse,,,,
μετιρινοϫι `ν`ϧροϯ,,,,,,,,,إيذاء الطفل ، لإيذاء جنسي للطفل,,Child abuse,,,,
ςαςετ,,,,اسم,مذكر,,,,جنس,,Sex,,,,
`νςαςετ,,,,صفة,,,,,جنسي,,Sexual,,,,
μετιρινοϫι `μςαςετ,,,,,,,,,إساءة جنسية,,Sexual abuse,,,,
ςειρινοϫι,,,,,,,,,سوء معاملة ، استغلال ,,abused,,,,
ϫινιρινοϫι,,,,,,,,,إساءة  ,,abusing,,,,
`μμετιρινοϫι,,,,صفة,,,,,مسيء,,abusive,,,,
μετιρινοϫι `ναμαϩι,,,,,,,,,سوء استخدام السلطة,,abuse of power,,,,
μετιρινοϫι `μφαϧρι,,,,,,,,,سوء استخدام العقاقير,,drug abuse,,,,
μετιρινοϫι `ναλκοϩολ,,,,,,,,,سوء استخدام الكحوليات,,alcohol abuse,,,,
`ναμενϯ,,,,,,,,,سحيق ، جهنمي,,abysmal,,,,
αμενϯ,,,,اسم,مذكر,,,,جهنم,,abyss,,,,
νουν,,,,اسم,مذكر,,,,هاوية ، عمق,,abyss,,,,
νουν,,,,,,,,,,,Abyss of hell,,,,
ρεϥϭοϫι `νϣεβιε,,,,,,,,,تيار متردد,,AC,alternative current,,,
ϣιβθηου,,,,اسم,مذكر,,,,تكييف هواء,,AC,air conditioner,,,
ακτενιομ,,,,,,,,,أكتنيوم,,Ac,Actinium,,,
ακακια,,,,,,,,,شجرة أكاسيا,,Acacia tree,nf,,,
ακακιασ,,,,,,,,,شجرة أكاسيا,,Acacia tree,nf,,,
μα`ςβω,,,,اسم,مذكر,,,,أكاديمية,,academia,,,,
`μμα`ςβω,,,,صفة,,,,,أكاديمي,,academic,,,,
μα`ςβω,,,,اسم,مذكر,,,,أكاديمية,,academy,,,,
,,,,,,,,,,,Acanthuridae,,,,
ϣαϣνι,,,,فعل,,,,,يصل إلى مركز,,accede,,,,
ϯμαϯ,,,,فعل,,,,,يقبل ، يوافق,,accede,,,,
ιως,,,,فعل,,,,,يسرع,,accelerate,,,,
ϫινιως,,,,اسم,,,,,تعجيل,,acceleration,,,,
πετιως,,,,اسم,مذكر,,,,معجل,,accelerator,,,,
ρηϯπεϫε,,,,اسم,مذكر,,,,أكسنت ، طريقة نطق ، لهجة,,accent,,,,
ϫινκιμ,,,,اسم,مذكر,,,,علامة كتابة فوق الكلمة ، جينكم,,accent,,,,
ερςεϩνι,,,,فعل,صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول ,,,,يؤكد,,accent,,,,
ερφιριεβολ,,,,فعل,,,,,يؤكد ، يوضح ، يبين,,accentuate,,,,
ερλιτανευιν,,,,,,,,,,,accept,,,,
