Marcion	Crum	_v_	Entry
2581	822b		[[[ϭⲱⲛⲧ]]] [[S]][[A]][[F]], [[ⲕⲱⲛϭ]] [[S]] (nn), [[ϭⲱⲱⲛⲧ]] [[S]] (once) [[A^2]], [[ϫⲱⲛⲧ]] [[B]], [[ϭⲟⲛⲧ†]] [[S]], [[ϭⲁ.†]] [[A]][[A^2]][[F]], [[ϭⲁⲁ.†]] [[A^2]], [[ϫⲟⲛⲧ†]] [[B]] vb intr, __be wroth__: Ps 59 3 [[B]] ([[S]] [[ⲛⲟⲩϭⲥ]]), Mt 18 34 [[B]] ([[S]] do) [[ὀργίζειν]], Ps 105 16 [[B]] [[ⲑⲣⲉϫ.]] ([[S]] [[ϯ ⲛ.]]) [[παρορ.]]; Ez 21 9 [[S]][[B]], Mt 2 16 [[S]] ([[B]] [[ⲙⲃⲟⲛ]]) [[θυμοῦσθαι]]; 1 Cor 13 5 [[B]] ([[S]] [[ⲛ.]]) [[παροξύνειν]]; Bel 28 [[B]] [[ἀγανακτεῖν]]; Ac 5 33 [[S]] ([[B]] Gk diff); PS 101 [[S]] [[ⲁⲥϭ. ⲉⲡⲉϩⲟⲩⲟ]], C 99 3 [[S]] [[ⲙⲡⲉϥⲟⲩⲱϩ ⲉⲧⲟⲟⲧϥ ⲉϭ.]], BM 1158 [[S]] [[ⲁⲕϭⲱⲱⲛⲧ]], BSM 46 [[B]] lest he hear [[ⲛⲧⲉϥϫ.]], BIF 22 107 [[F]] [[ⲁϥϭ. ⲉⲙⲁϣⲁ]], BM 493 _vo_ [[F]] [[ⲙⲁⲩϣⲁϣⲕ ⲡⲉⲗϭⲱ(ⲛ)ⲧ]];\tqual: Va 58 191 [[B]] [[ⲫⲏ ⲉⲧϫ.]] [[ὀρ.]]; _ib_ 153 [[ἀπειλεῖν]]; C 99 235 [[S]] [[ⲛⲉϥϭ. ⲉⲙⲁⲧⲉ]] = C 89 69 [[B]] [[λυπεῖσθαι]]; Jud 18 25 [[S]] [[πικρός]] (var [[κατώδυνος]]); PS 104 [[S]] [[ⲉϥϭ. ⲉⲙⲁϣⲟ]], ShA 1 69 [[S]] words he said [[ⲉϥϭ.]], BHom 130 [[S]] they scorned Him [[ⲉⲛϥϭ. ⲁⲛ]], AP 1 [[A^2]] [[ⲛⲉⲥϭ. ⲡⲉ]], AM 127 [[B]] [[ⲉⲑⲃⲉⲟⲩ ⲕϫ.?]]\nWith following preposition.\tc [[ⲉ-]], __at__, __against__: Deu 29 27 [[S]] ([[B]] [[ϫ. ⲛⲉⲙⲃⲟⲛ ⲉϫⲉⲛ-]]), Lam 5 22 [[S]] ([[B]][[F]] Quatrem. [[ⲉϩⲣⲏⲓ ⲉϫ.]], var Schmidt [[ⲃⲱⲣⲉⲕ]]), Ap 12 17 [[S]] ([[B]] [[ϩⲓϫⲉⲛ-]]) [[ὀρ. ἐπί]], Is 28 28 [[B]] ([[S]] [[ⲛⲟⲩϭⲥ]]) [[ὀρ.]] dat; Lev 10 16 [[S]] ([[B]] [[ⲉϫ.]]) [[θυ. ἐπί]], Ge 30 2 [[S]] ([[B]] [[ⲙⲃ.]]) [[θυ.]] dat; Zech 11 8 [[A]] ([[B]] [[ϩⲣⲟϣ ⲉϩ. ⲉϫ.]]) [[βαρύνειν ἐπί]]; Jo 7 23 [[B]] ([[S]] [[ⲛ.]]) [[χολᾶν]] dat; Mk 14 5 [[S]] ([[B]] [[ⲙⲃ.]]) [[ἐμβριμᾶσθαι]] dat; R 1 1 37 [[S]] [[λυπ. κατά]]; PS 381 [[S]] [[ⲁⲓ︤ⲥ︥ ϭ. ⲉⲡⲕⲟⲥⲙⲟⲥ]], Sh(?)Mor 54 87 [[S]] [[ⲁⲕϭ. ⲉⲣⲟⲛ]] (var ClPr 39 39 [[ⲛ.]]), ST 209 [[S]] [[ⲙⲡⲣϭ. ⲉⲣⲟⲛ]], C 43 118 [[B]] [[ⲁϥϫ. ⲉⲣⲱⲟⲩ]];\tqual: Ac 12 20 [[S]] ([[B]] [[ϣⲟⲡ ϧⲉⲛⲟⲩⲙⲃ.]]) [[θυμομαχεῖν]] dat; Va 58 159 [[B]] [[ⲕϫ. ⲉⲣⲱⲟⲩ]] [[ἀγαν.]]; Mk 6 19 [[S]] ([[B]] [[ⲙⲃ.]]) [[ἐνέχειν]] dat; Ac 26 11 [[S]] ([[B]] [[ⲗⲓⲃⲓ]] nn) [[ἐμμαίνεσθαι]] dat; Zech 11 8 [[A]] ([[B]] [[ϩⲣ.]]) [[ἐπωρύεσθαι ἐπί]]; PS 138 [[S]] [[ⲉⲛⲉϥϭ. ⲉⲧⲡⲓⲥⲧⲓⲥ]], R 1 5 50 [[S]] [[ⲉⲓϭ. ⲉⲣⲟⲕ]] (var Mor 32 25 [[ⲣ ⲭⲱⲗⲏ]]), _ib_ 1 3 77 [[S]] Herodias [[ⲛⲉⲥϭ. ⲉⲧⲁⲡⲉ ⲛⲓⲱϩⲁⲛⲛⲏⲥ]], longing to slay him, ManiK 220 [[A^2]] [[ⲉⲩϭ. ⲁⲧⲥⲁⲣⲝ]], AP 20 [[A^2]] [[ⲛⲉϥϭⲁⲁ. ⲡⲉ [ⲁ]ⲡⲁⲩⲗⲟⲥ]], PO 11 360 [[B]] [[ⲡⲁⲓⲣⲱⲙⲓ ϫ. ⲉⲧⲉⲕⲙⲉⲧⲁⲅⲓⲟⲥ]], Mor 24 15 [[F]] [[ⲧⲉⲧⲛϭ. ⲉⲛⲉⲗⲱⲙⲓ]];\t[[ⲉϧⲟⲩⲛ ⲉ-]] [[B]]: C 86 66 [[ⲁϥϫ. ⲉϧ. ⲉϩⲣⲁϥ]] [[ἐμβρ. τῷ προσώπῳ]];\tc [[ⲉⲧⲃⲉ-]]: 2 Kg 3 8 [[S]] [[θυ. περί]]; Jer 40 9 [[S]][[B]] [[πικραίνειν περί]];\tc [[ⲉϫⲛ-]]: Ex 4 14 [[S]] ([[A]] [[ⲁ-]], [[B]] [[ⲙⲃ. ⲉ-]]), Nu 24 10 [[B]] ([[S]] [[ⲛ.]]), Is 5 25 [[S]][[B]][[F]] [[θυ. ἐπί]]; Ps 73 1 [[B]] ([[S]] [[ⲛ.]]) [[ὀρ. ἐπί]];\t[[ⲉϩⲣⲏⲓ ⲉϫ.]] [[B]]: Ps 79 5 ([[S]] do) [[ὀρ. ἐπί]];\tc [[ⲛ-]] dat [[B]]: Jer 11 17 [[παρορ.]] acc;\tc [[ϩⲛ-]], [[ϧⲉⲛ-]]: Nu 11 1 [[B]] ([[S]] [[ⲙⲟⲩϩ]]) [[θυ.]] dat; Sa 12 27 [[S]] [[ἀγαν. ἐπί]]; C 43 174 [[B]] [[ⲁϥϫ. ϧⲉⲛⲟⲩⲛⲓϣϯ ⲛⲑⲩⲙⲟⲥ]];\tc [[ϩⲓⲧⲛ-]] [[S]]: ShMiss 4 275 [[ϯϭ.†…ϩ. ⲡⲉⲓⲙⲕⲁϩ ⲛϩⲏⲧ]];\tc [[ϩⲓϫⲉⲛ-]] [[B]]: Ap 12 17 (var [[ⲉϫ.]], [[S]] [[ⲉ-]]) [[ὀρ. ἐπί]].\n― nn m [[S]][[A]][[A^2]][[B]][[F]], __wrath__: Ge 49 6 [[S]] ([[B]] [[ⲙⲃ.]]), Pro 6 34 [[S]][[A]] ([[B]] do), Is 5 25 [[S]][[B]] ([[F]] [[ϭⲛⲉⲧ]]), _ib_ 30 27 [[S]][[F]] ([[B]] do), Lam 3 1 [[S]][[B]] ([[F]] [[ⲃⲱⲗⲕ]]), Mic 5 14 [[A]][[B]], 2 Cor 12 20 [[S]][[B]][[F]], AP 9 [[A^2]] [[θυμός]]; Ps 55 8 [[B]] ([[S]] = Gk), Ro 5 9 [[B]] ([[S]] do) [[ὀργή]]; Hab 3 12 [[S]][[A]][[B]], Ac 4 29 [[S]][[B]] [[ἀπειλή]]; _ib_ 15 39 [[B]] ([[S]] = Gk) [[παροξυσμός]]; He 3 8 [[B]] ([[S]] [[ϯ ϭⲛⲁⲧ]]) [[παραπικρασμός]]; Is 50 2 [[S]] ([[B]] [[ⲙⲃ.]]) [[ἐλεγμός]]; BG 65 [[S]] [[ⲭⲱⲣⲓⲥ ϭ. ϩⲓⲕⲱϩ]], ShIF 268 [[S]] [[ϭ. ⲛⲇⲣⲁⲕⲱⲛ, ⲙⲁⲧⲟⲩ ⲛϩⲟϥ]], El 136 [[S]] [[ⲡⲕⲱⲛϭ]] = _ib_ 100 [[A]] [[ⲃⲗⲕⲉ]], BMis 102 [[S]] [[ⲡϭ. ⲛⲧⲛⲙⲙⲁⲅⲟⲥ]] (var Mor 33 58 [[ⲛⲙⲙⲁⲅ.]]) __against wizards__ that had fooled him, ManiK 92 [[A^2]] [[ⲟⲩϭ.]], AM 240 [[B]] [[ⲁϥⲙⲟϩ ⲛϫ.]], _ib_ 217 [[B]] [[ⲁϥⲉⲙⲃⲟⲛ ϧⲉⲛⲟⲩⲛⲓϣϯ ⲛϫ.]];\tas adj: Ez 16 38 [[S]][[B]] [[θ.]]; TstAb 232 [[B]] [[ⲥⲁϫⲓ ⲛϫ.]]\n[[ⲁⲧϭ.]], [[-ϫ.]] [[S]][[A]][[B]], __wrathful person__: Pro 11 25 [[S]][[A]][[B]] [[θυμώδης]]; Ps 17 49 [[B]] ([[S]] [[ⲣⲉϥⲛ.]]) [[ὀργίλος]]; TEuch 2 476 [[B]] [[ⲟⲩϩⲟⲣ ⲛⲣ.]] [[سعران]]; ShA 1 74 [[S]], MG 25 30 [[B]];\t[[ⲙⲛⲧⲣ.]] [[S]]: BHom 24 [[ὀργίζεσθαι]];\t[[ⲉⲣ ⲣ.]] [[B]]: C 89 97 = C 99 158 [[S]] [[ⲛ.]] vb.\n[[ϯ ϭ.]], [[ϫ.]] [[S]][[A]][[B]][[F]], __cause anger__, __provoke__: Nu 14 11 [[S]] ([[B]] [[ⲙⲃ.]]), Is 5 24 [[B]][[F]] ([[S]] [[ϯ ⲛ.]]) [[παροξ.]]; Ps 77 40 [[S]][[B]], Lam 1 18 [[B]] ([[F]] [[ϯ ϫⲓⲛϯ]]), Ez 12 9 [[S]][[B]] [[παραπικ.]]; Is 1 4 [[B]] ([[S]][[F]] [[ϯ ⲛ.]]), Mic 2 7 [[B]] ([[S]][[A]] do) [[παρορ.]]; PS 81 [[S]] [[ⲛⲛⲁϯ. ⲛⲁⲩ]], Mor 33 53 [[S]] [[ϯ. ⲛⲁϥ]] (var BMis 99 [[ϯ ⲛ.]]), El 72 [[A]], C 41 73 [[B]];\t[[ⲣⲉϥϯ ϭ.]], [[ϫ.]]: Ez 2 8 [[B]] ([[S]] [[ϯ ϭ.]] vb); adj: Ps 77 8 [[B]] ([[S]] [[ϯ ⲛ.]]) [[παραπικ.]]; Mor 31 22 [[S]] [[ⲙⲟⲛⲁⲭⲟⲥ ⲛⲣ.]];\t[[ⲙⲛⲧⲣⲉϥϯ ϭ.]] [[S]]: ShBMOr 8810 472 [[ϥⲓ ⲧⲉⲓⲙ. ⲉⲃⲟⲗ ⲙⲙⲟ]].\n[[ϭⲛⲁⲧ]] [[S]], [[-ⲉⲧ]], [[ϫⲛⲉⲧ]] [[F]] vb intr, __be wroth__: Lam 2 6 [[F]] [[ϫ.]] ([[B]] [[ϯ ϫⲱ.]]) [[παροξ.]]; Mk 10 14 (var [[ⲛ.]], [[B]] diff) [[ἀγαν.]]; Z 617 if in temptation [[ⲙⲡⲣϭ.]];\tas nn m: Is 5 25 [[F]] ([[S]][[B]] [[ϭⲱ.]]) [[θυμός]];\t[[ⲣⲉϥϭ.]] Tit 1 7 ([[B]] [[ⲣⲉϥϫⲱ.]]) [[ὀργίλος]];\t[[ϯ ϭ.]]: He 3 16 ([[B]] [[ϯ ϫⲱ.]]) [[παραπικ.]];\tnn m: Ps 94 8 ([[B]] [[ϫⲱ.]]) [[παραπικρασμός]]; P 44 91 [[ⲙⲛⲧⲁⲩⲑⲁⲧⲏⲥ]] ([[-δης]]) [[· ⲡϯϭ.]];\n[[ⲣⲉϥϯ ϭ.]]: Miss 8 251.\n[[ϫⲓⲛϯ]], [[ϫⲉⲛϯ]] [[F]] nn f, __wrath__: Lam 1 12 ([[B]] [[ⲙⲃ.]]) [[θυ.]] or [[ὀρ.]], _ib_ 2 2 ([[B]] do), _ib_ 2 6 [[ϫⲱ.]] [[ὀρ.]]
2425	823b	v	[[[ϭⲱⲛⲧ]]], [[ϭⲟⲛⲧⲥ]] [[B]] _v_ [[ϫⲱⲛⲧ]].
3365	823b		[[[ϭⲛⲟⲩⲧ]]] [[A^2]] nn, meaning unknown: ManiP 226 weave crown for my head [[ⲙⲁⲣⲟⲩⲥⲣⲁϥⲣⲉϥ ⲁⲕⲟⲩⲛⲧ ⲛϫⲓ ⲛⲉⲕⲙⲁϩ ⲛϭ.]]
1938	823b	v	[[[ϭⲉⲛⲧⲱⲗⲓ]]] [[B]] _v_ [[ϣⲉⲛⲧⲱⲗⲓ]].
59	823b	v	[[[ϭⲛⲁⲩ]]] [[B]] _v_ [[ϫⲛⲁⲁⲩ]].
2426	823b	v	[[[ϭⲛⲟⲟⲩ]]] [[S]], [[ϭⲛⲱⲟⲩ]] [[B]] _v_ [[ϫⲛⲟⲟⲩ]].
2582	823b		[[[ϭⲓⲛⲟⲩⲏⲗ]]]^1, [[ϭⲉⲛ.]]^2, [[ϭⲓⲛⲟⲩⲁⲗ]]^3, [[-ⲟⲩⲃⲁⲗ]]^4, [[ⲕⲓⲛⲃⲏⲗ]]^5 [[S]], [[ϭⲓⲛⲟⲩⲉⲗ]] [[A^2]], [[ϭⲉⲟⲩⲏⲗ]] [[F]] nn m, kind of __ship__ (_cf_ [[kbnjt]] ship of Byblos): P 44 54 [[ϭ.]]^2 [[· ⲇⲣⲟⲙⲁⲛⲓⲙ]] (_sic_ [[δρομάδιον]], _cf_ K 133) [[درمونة]], [[حراقة]]; BMis 268 [[ⲟⲩⲛⲟϭ ⲛⲕ.]]^5 built of [[ϣⲟⲩⲉⲃⲉ]] wood = Mor 30 44 [[F]], Mor 29 44 [[ϩⲉⲛϭ.]]^1 sailing on sea = _ib_ 30 51 [[F]] [[ϫⲁⲓ]], BMar 5 [[ⲙⲏⲧ ⲛϣⲉ ⲛϭ.]]^4 sim, BMis 281 [[(ϭⲓⲛ)ⲟⲩⲁⲗ]]^3 sim, Mich 550 46 send him not by [[ϫⲟⲓ ⲟⲩⲇⲉ ϭ.]]^1, SHel 26 [[ⲕⲟⲩⲓ ⲛⲥⲕⲁⲫⲟⲥ ⲛϭ.]]^1, HM 2 89 [[ⲟⲩⲙⲏⲏϣⲉ ⲛϭ.]]^3, ManiP 213 [[A^2]] [[ⲛϭ.]] of traders [[ⲛⲉϫⲏⲩ]] of merchants. _V_ BIF 30 453. Hence ? [[شنبر]] ([[شنابر]] Kremer _Beitr_ 265).
2574 2577	823b	v	[[[ϭⲛⲏⲟⲩⲧ]]] [[B]] _v_ [[ϭⲛⲟ]] & [[ϭⲛⲟⲛ]] 1°.
59	823b	v	[[[ϭⲛⲁⲩϩ]]] [[B]] _v_ [[ϫⲛⲁⲁⲩ]].
2474	824a	v	[[[ϭⲟⲛϥ]]], [[ϭⲟⲙϥ]] [[B]] _v_ [[ϫⲟⲟⲩϥ]].
2427	824a	v	[[[ϭⲛⲟϥ]]] [[B]] _v_ [[ϫⲛⲟϥ]].
2584	824a		[[[ϭⲛⲟⲩϥ]]], [[ϭⲛⲱϥ]] [[B]] nn m, __heavy object__: K 261 [[ⲡⲓϭ.]] [[ثقيل]] __iron hammer__ (K), possibly so in Upper Egypt (Sobhy), P 54 132 [[-ⲱϥ]] [[ﺛﹶ]], [[رزين]].
2585	824a		[[[ϭⲁⲛⲁϩ]]] [[S]], [[-ⲉϩ]] [[S^f]][[F]] nn, __maimed__, __crooked person__: Mk 9 43 [[S]][[F]] (Mor 21 142, [[B]] [[ϫⲁϭⲏ]]) Mor 18 128 [[ξυλλός]]; Tri 408 [[عسم]]; ShMIF 23 87 [[ⲟⲩϭ. ⲉⲣⲉⲧⲉϥϭⲓϫ…ⲥⲟⲩⲧⲱⲛ ⲁⲛ ⲁⲥⲣ ϭⲱⲃ]], ShC 73 59 abusive names [[ϭⲁⲗⲉ, ϭ., ϭⲁⲩⲗⲉ]], PSBA 25 270 [[ⲁϥⲱⲗⲕ ⲛⲧⲉϥϭⲓϫ ⲉⲣⲟϥ … ⲛⲑⲉ ⲛⲟⲩϭ.]], BIF 13 99 [[ϩⲉⲛϭ. ⲛⲕⲉⲗⲁⲫⲟⲥ]] = MG 25 279 [[B]] [[ϭⲁϭⲉⲩ]] (_cf_ _ib_ 280 [[ϫⲁϭⲟ]]), Mor 38 53 [[S^f]], Jern 4 [[ⲡⲣⲁϣⲉ ⲡϭ.]], BM 1079 [[Απα Τηρ]] [[ϭ.]];\tadj: PS 378 [[ⲥⲱⲙⲁ ⲛϭⲁⲗⲉ ⲁⲩⲱ ⲛϭ.]], KroppE [[ϭⲓϫ ⲛⲟⲩⲛⲁⲙ, ϭⲓϫ ⲛϭ.]] (_cf_ [[ϫⲁϭⲏ]] [[κυλ.]] above);\t[[ⲣ ϭ.]]: Lev 22 22 (var [[ϭⲁϫⲉⲗⲁⲥ]], [[B]] Gk sim), R 1 5 52 [[ⲛⲉⲧⲟ ⲛϭ. ϩⲛⲛⲉⲩⲥⲱⲙⲁ]]. As name: [[Πκανᾶχ]], [[Κάναχ]] (Preisigke).
191	824a	v	[[[ϭⲛⲁϩ]]], [[ϭⲛⲁⲩϩ]] [[B]] _v_ [[ϫⲛⲁϩ]].
2576	824a	v	[[[ϭⲓⲛϩⲟⲩⲧ]]] _v_ [[ϭⲓⲛⲙⲟⲩⲧ]].
2586	824a		[[[ϭⲱⲛⲁϭ]]]^1, [[ϭⲟⲩⲛⲁϭ]]^2, [[ϭⲱⲛϭ]]^3, [[ϭⲟⲩⲛⲁⲅ̣ⲉ̣]] (?)^4, [[ϭⲟⲩⲛⲁϭⲉⲥ]]^5, [[ⲕⲁⲩⲛⲁⲕⲉⲥ]]^6, [[-ⲕⲟⲥ]]^7 [[S]] nn m = [[καυνάκης]], [[γαυ.]], __cloak__ (not of fur, Reil _Beitr._ 132): Ryl 246 [[ϭ.]]^1 [[ⲛⲁⲓⲅⲩⲡⲧⲓⲟⲛ ⲛⲁⲩⲁⲛ]], BMEA 10579 [[ⲡⲙⲏⲧ ⲛϭ.]]^1, [[ϭ.]]^3, ViK 4787^2, _ib_ 4745^1 ^2, Ep 339^4, P 131^5 37 [[ϭ.]]^5 [[ⲛⲗⲁⲁⲩ]], Ryl 245^6, MR 4 141 [[ⲕ.]]^7 [[ⲛⲁⲩⲁⲛ]], [[ⲕ.]]^7 [[ⲡⲣⲁⲥ[ⲉ]ⲥ]] (? [[πράσιος]]). _Cf_ Lagarde _GesAbh_ 206.
2587	824a		[[[ϭⲱⲛϭ]]]^1, [[ϭⲱϭ]]^2, [[ϭⲱⲛϭⲛ]]^3, [[ϭ(ⲉ)ⲛϭ-]]^4, [[ϭⲛϭⲛ-]]^5 [[S]] vb tr, __wring__, __nip off__: Lev 5 8^1 (varr^2, P 44 105^3, [[B]] [[ϭⲱⲣⲡ]]), _ib_ 1 15^5 ([[B]] [[ⲫⲱⲣϫ]]) [[ἀποκνίζειν]]; Deu 23 24^4 ([[B]] [[ⲑⲟⲩⲱϯ]]) [[συλλέγειν]].
2588	824a		[[[ϭⲓⲛϭⲉ]]], [[ϭⲓϭⲉ]] [[S]] nn, meaning uncertain, ? __scale__, __link__ of armour: 1 Kg 17 5 [[ϩⲱⲕ ⲛⲣⲉ ⲛϭ.]] (var P 44 109 [[ϩ. ⲉⲣⲉ ⲛϭⲓϭⲉ]], 43 100 [[ϩ. ⲙⲛϩⲛϭⲓϭⲉ]] [[درع وجوشن]]) [[θώραξ ἁλυσιδωτός]].
2589	824a		[[[ϭⲓⲛϭⲗⲱ]]]^1, [[-ϭⲗⲟ]]^2, [[-ϭⲉⲗⲱ]]^3, [[-ϭⲗⲟⲩ]]^4, [[-ⲧⲗⲱ]]^5, [[ϭⲛϭⲉⲗⲱ]]^6, [[ϭⲉⲛϭⲗⲱ]]^7, [[ϭⲛϭⲉⲗⲟ]]^8, [[ⲕⲁⲛⲕⲗⲱ]]^9, [[ϭⲓϭⲗⲱ]]^10, [[ϭⲱⲗϭⲉⲗⲱ]]^11 [[S]], [[ϫⲉⲗϫⲟⲩ]]^12, [[ϫⲁⲗϫⲟⲩ]]^13, [[ϫⲉϫⲟⲩ]]^14 [[B]], [[ϭⲓⲛϭⲓⲗⲱ]]^15, [[ϭⲉⲣϭⲱ]]^16 [[F]], [[ϭⲉⲛϭⲗⲱ]] DM nn f, __bat__ (_cf_ with [[B]] [[drgj.t]] Dévaud _Ét._ 26): Deu 14 17 [[S]]^1(var^3)[[B]]^12 [[خفاس]], Is 2 20 [[S]]^1[[B]]^13, EpJer 21 [[S]]^7(Mus 50 231)[[B]]^12[[F]]^16 [[νυκτερίς]]; P 44 56 [[S]] [[ⲛⲉⲟⲁⲥⲟⲥ]] (? [[νεοσσός]]) [[· ϭ.]]^8 [[وطواط]], _ib_ 105 [[S]]^2 [[ﺧﹶ]]; BMOr 8771 88 [[B]] [[ϫ.]]^14 [[ﻭﹶ]]; ShC 42 51 [[S]] [[ⲧϭ.]]^1 [[ⲙⲛⲡⲛⲓⲕⲧⲓⲕⲟⲣⲁⲝ]], ShP 130^2 81 [[S]] idolaters worship [[ⲛϭ.]]^5 (var RE 10 163^1), Mor 51 35 [[S]] [[ⲛϫⲁϫ ⲙⲛⲛϭ.]]^1 devour fat of land, Z 579 [[S]] [[ⲛϭ.]]^10 that see not, P 131^7 77 [[S]] [[ⲛϭ.]]^1 [[ⲃⲱⲕ ⲉϩⲟⲩⲛ ⲉⲛⲉϣⲕⲁⲗ]];\tin recipes (_cf_ POslo 1 90): BKU 1 26 (8117) [[F]] [[ⲡϭ.]]^15 boiled, Cairo 42573 2 [[S]] contents of stomach of [[ϭ.]]^6, Ora 4 19 [[S]] blood of [[ϭ.]]^10 (or ?^1), Mus 51 77 [[S]] sim^11, DM 24 32 sim, KroppK 30 [[S]] blood of [[ⲕ.]]^9 as ink, PMéd 296 [[S]] urine of [[ϭ.]]^4, AZ 23 108 [[S]] prob sim.
2590	824b		[[[ϭⲛϭⲛ]]]^1 [[S]][[A^2]], [[ϭⲉⲛϭⲉⲛ]]^2, [[ϭⲙϭⲙ]]^3, [[ϫⲛϫⲛ]]^4, [[ϫⲓⲛϫⲓⲛ]](nn)^5, [[ϫⲙϫⲙ]]^6 [[S]], [[ϫⲉⲛϫⲉⲛ]] [[B]] vb intr, __make music__ with instrument or voice (_cf_ meanings of [[ϩⲱⲥ]], [[ϫⲱ]]): R 2 1 18 = Leyd 379 [[S]] David [[ⲙⲛⲧⲉϥⲕⲓⲑⲁⲣⲁ ⲁϥϭ.]]^1 [[ⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉ-]], ManiP 117 [[A^2]] [[ⲧⲁϭ. ⲙⲛⲛⲉⲧϩⲱⲥ ⲁⲣⲟⲕ]]; with following preposition: Mun 126 [[S]] David [[ⲁϥϭ.]]^2 [[ⲉⲧⲉϥⲕⲓⲑ. ⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉ-]], ManiK 187 [[A^2]] [[ⲁⲓϭ. ⲁⲧⲃⲁⲓⲛⲉ]], _ib_ P 164 [[A^2]] [[ϭ. ⲁⲧⲕⲓⲑ.]], BMis 351 [[S]] sim [[ϭ.]]^1 [[ⲛ-]] (var [[ϩⲛ-]]) = BSM 16 [[B]] [[ⲕⲓⲙ ⲛ-]], Aeg 56 [[B]] sim [[ϫ. ⲛ-]], Dif 3 31 [[B]] [[ϫ. ⲙⲡⲉⲕⲗⲁⲥ ⲙⲫⲣⲏϯ ⲛⲟⲩⲟⲣⲅⲁⲛⲟⲛ]] [[حرك]];\t__sing__: TT 18 [[S]] birds [[ⲉⲩϫ.]]^6 [[ϩⲛ[ⲧⲉⲩⲁ]ⲥⲡⲉ]] (var Mich 550 24 [[ⲕⲙⲕⲙ]] _q v_), Worr 256 [[S]] Virgin [[ⲉⲥϭ.]]^3 [[ⲉⲡⲉⲥϣⲏⲣⲉ]];\t[[ⲣⲉϥϭ.]], __drummer__, __singer__: Ps 67 26 [[S]] [[-ϫ.]]^4 ([[B]] [[ⲣⲉϥⲕⲉⲙⲕⲉⲙ]]) [[τυμπανίστρια]]; Worr _l c_ [[ϭⲣⲟⲙⲡⲉ ⲛⲣϥϭ.]]^3;\tnn: Ps 150 5 [[S]] [[ϫ.]]^5 ([[B]] = Gk) [[κύμβαλον]]; P 46 232 [[S]] [[ⲛϫ.]]^5 [[صلصلة]] (K 139 = [[ⲕⲩⲙⲃ.]]); Jth 15 12 [[S]] [[ϫ.]]^5 (var MS _penes_ JG Smyly [[ϫⲓⲛϫⲓⲛ]]) Gk diff.\t_V_ Dévaud _Ét._ 53 ([[ϭ.]] & [[ϫ.]] independent).
2591	824b		[[[ϭⲓⲛϭⲓⲛ]]] [[S]], [[ϫⲓⲛϫⲓⲛ]] [[B]] nn m, __rocket__ (plant): BMOr 8775 133 = P 54 144 [[B]] [[ⲡⲓϫ. · ⲉⲝⲱⲙⲟⲩ]] ([[εὔζωμον]]) [[جرجير]]; PMéd 285 [[S]] [[ⲉⲃⲣⲁ ϭ.]]
2587	824b	v	[[[ϭⲱⲛϭⲛ]]], [[ϭⲛϭⲛ-]] _v_ [[ϭⲱⲛϭ]].
2592	824b		[[[ϭⲓⲛϭⲱⲣ]]] [[S]][[A^2]][[F]], [[ϭⲛ.]] [[A]], [[ϫⲓⲛ.]] [[B]] nn m, __talent__, weight or coin: Ex 25 39 [[B]], 2 Kg 12 30 [[S]], Zech 5 7 [[S]][[A]][[B]], Mt 25 15 [[S]][[B]][[F]] (PMich 540) [[τάλαντον]], Ap 16 21 [[S]] [[ϭⲓⲥϭ.]] [[B]] [[ϫⲓⲛ.]] [[ταλαντιαῖος]]; ShHT _H_ 4 [[S]] [[ⲛⲥⲁⲧⲉⲉⲣⲉ ⲏ ⲛϭ.]], BM 219 [[S]] [[ⲡⲣⲁⲛ ⲙⲙⲁⲣⲓⲁ, ⲡⲉⲥϯⲟⲩ ⲛϭ.]] (_sc_ 5 letters), Ryl 310 [[S]] [[ⲙⲛⲧⲥⲁϣϥⲉ ⲛⲧⲃⲁ ⲛϭ.]], ManiP 224 [[A^2]] [[ⲙⲏⲧ ⲛϭ.]], PO 14 367 [[B]] [[ⲡⲓⲉ̅ ⲛϫ.]]
1480	824b	v	[[[ϭⲁⲛϭⲱϣ]]] [[F]] _v_ [[ⲥⲁⲣⲁϭⲱⲟⲩϣ]].
2593	824b		[[[ϭⲛϭⲉϩ]]], [[ϭⲉⲛϭⲉⲛⲉϩ]] [[S]] nn m, __elephantiasis__: P 44 79 _vo_ [[ⲕⲓⲗⲫⲓⲁ]] ([[κελε-]]) [[· ⲡϭ.]] [[اجذم]] (_cf_ K 158 [[B]] [[ⲕⲉⲫⲁⲗⲟⲥ]] [[ﺍﺟﹶ]]), _ro_ [[ⲉⲗⲩⲫⲁⲓ · ⲛϭ.]] [[مجذمين]], EW 222 scala [[ⲛϭⲉⲛϭ.]] [[ﻣﺠﹶ]].
645 2583	824b	v	[[[ϭⲁⲡ]]] _v_ [[ⲕⲁⲡ]] 2° & [[ϭⲟⲡ]].
