key	key_word	key_deriv	pos	word	type	en	crum
2226	720	0	7	(S) taj	noun male	molar tooth	407a
							
6438	721	0	1		HEADER	intr :	380b
6439	721	6438	2	(S) ^^^ e-	-	/$gk: καταλεγειν$/	380b
6440	721	6438	3	(B) ^^^ eHrhi eJn-	-	reprove for	380b
6441	721	6438	4	(B) ^^^ nem-	-	dispute with	380b
2092	721	0	5	(S,B,F) ^^	noun male	reproof, correction /$gk: ελεγχος$/	381a
2093	721	0	6	(S,B) reFs.	-	reprover	381a
2094	721	0	7	(B) Jins.	-	reproval	381a
2095	721	0	8	(B) Gi s.	-	receive reproof	381a
							
6080	725	0	1		HEADER	intr :	311a
6081	725	6080	2		HEADER	With following preposition:	311a
6082	725	6081	3	^^^ e-,^^^ eHrai e-	-	be struck to (earth &c)	311a
6083	725	6081	4	(S,A) ^^^ eJn-	-	strike upon	311a
6084	725	6081	5	^^^ eHrai eJn-	-		311a
6085	725	6081	6	(B) ^^^ HiJen-	-		311a
6086	725	6081	7	(B) ^^^ nem-	-	lie with	311a
6087	725	6081	8	^^^ Hn-,^^^ Ken-	-	cast upon, lie in	311a
6088	725	6080	9		HEADER	With following adverb:	311b
6089	725	6088	10	^^^ epesht	-	be struck down	311b
6090	725	6088	11	^^^ eHrai,^^^ eKrhi	-	(meaning same) | (as nn)	311b
6091	725	0	12		HEADER	tr :	311b
6092	725	6091	13		HEADER	With following preposition:	311b
6093	725	6092	14	(S) ^^^ e-,^^^ eHoun e-	-	strike, throw upon /$gk: ρησσειν$/	311b
6094	725	6092	15	^^^ eJn-	-	(meaning sim)	311b
6095	725	6092	16	^^^ n-	-	with (/*agent*/)	311b
6096	725	6092	17	(S) ^^^ Hn-,^^^ Ken-	-	(meaning same)	311b
6097	725	6092	18	(S) ^^^ eHoun Hn-	-	throw, smite upon	311b
6098	725	6092	19	(B) ^^^ HiJen-	-	(meaning same)	312a
6099	725	6091	20		HEADER	With following adverb:	312a
6100	725	6099	21	^^^ epesht	-	strike, throw down	312a
6101	725	6099	22	^^^ eHrai *^once^*,^^^ eKrhi	-	(meaning same)	312a
1663	725	0	23	(B) reFr.	-	epileptic	312a
1664	725	0	24	(B) Jinr.	-	casting down	312a
1665	725	0	25	(S,B) ^^	noun male	stroke, blow /$gk: καθαιρεσις$/	312a
6102	725	0	26	(B) raKt	-	/$gk: τραυμα$/	312a
1666	725	0	27	(S) raHts (F) leHts	noun female	striking, slaughter /$gk: κοπη, πληγη, θραυσις$/	312a
1667	725	0	28	(B) erKot (B) $$ * erKwt	noun male	blow, wound /$gk: πληγη, τραυμα$/	312a
1668	725	1667	29	er ..er.	-	be, become wound	312a
1669	725	1667	30	T nou..er.,T ..er.	-	give wound, wound /$gk: πατασσειν$/	312a
1670	725	1667	31	Gi ..er.	-	receive blow, be smitten /$gk: πλησσειν$/	312a
							
6517	727	0	1		HEADER	with prep & advb	403a
6518	727	6517	2	^^^ e-	-	(dat commodi)	403a
6519	727	6517	3	^^^ aret=	-		403a
6520	727	6517	4	^^^ eHoun	-	persist, be confident	403a
2208	727	0	5	T t.	-	give strength, fortify	403b
2209	727	0	6	Ji t.	-	take courage	403b
2210	727	0	7	Ss nt.	-	blow, slap /*?*/	403b
2211	727	0	8	(S,A,L,F) t. nHht	-	be strong of heart, take courage | (as nn), confidence	403b
6521	727	2211	9	^^^ eJn-	-	rely upon, be content with	403b
6522	727	2211	10	^^^ n-	-	(gen), rely upon	403b
6523	727	2211	11	^^^ Hn-	-	(sim)	403b
2212	727	2211	12	T t.	-	give confidence	403b
2213	727	2211	13	Ji t.	-	take courage	403b
2214	727	0	14	(Sa) tak (B) qwk,qok	noun male	something fixed, mast	403b
							
1262	728	0	1	(S) noFre,nobre (A,L) naFre (B) noFri (F) nabre,nabri,naFli	noun female	good, profit, advantage /$gk: οφελον, ωφελιμος, ωφελεια$/	239b
1263	728	0	2	(S,A,L,B,F) r n.	-	be profitable	239b
5722	728	1263	3	^^^ e-	-	be profitable to (do so & so) /$gk: συμφερειν$/	240a
5723	728	1263	4	^^^ n-	-	(dat), be profitable for /$gk: λυσιτελειν, ανηκειν$/	240a
1264	728	0	5	(B) metn.	-	good things	240a
1265	728	0	6	(S,B,F) mntatn.,metatn.	-	unprofitableness /$gk: το ανωφελες$/	240a
1266	728	0	7	(S,A,L,O) nouFe (B,F) nouFi	adjective	good	240a
							
379	730	0	1	eiep-,ieb-,ief-	-	(/*or with [n-]*/ + name of craft, its material, product)	81a
5507	730	0	2	(S) ihp sHai	-		81b
5508	730	379	3	..ei. ouoeie,..ief.ouwi	-	tillage, tilled land | produce of tillage	81b
5509	730	5508	4	er ..ei. *^[ouoeie]^*	-	till /$gk: γεωργειν$/	81b
5510	730	379	5	..ei. Swt,i. Swt	-	trade, (also) merchandise	81b
5511	730	5510	6	(S) r ..ei. *^[Swt]^* (B) r i. *^[Swt]^*	-	trade	81b
5512	730	5510	7	(B) met..ieb. *^[Swt]^*	noun female	trading, merchandise	81b
380	730	0	8	(S) Hareiope	-	of variegated work	82a
381	730	0	9	(S) r ..eiope, (B) er ..ieb,er ..ihb, er ..Hihb	-	spin /$gk: νηθειν$/	82a
382	730	0	10	(S,B) reFr ..ei.	noun	craftsman /$gk: τεχνιτης$/	82a
383	730	382	11	(S) mnt..reFr ei.	-	craft, art	82a
							
386	732	0	1	(B) Kaior	numeral male	canal (/*? river*/) bank	82a
387	732	0	2	(S) Jioor,Jieioor (A) Jioore,r Jioore (B) er Jinior,erGinior (F) Jnaar,Jniaal	verb	ferry over, ford river, cross (sea or land) |$ {intr:}  /$gk: διαβαινειν$/ |$ {tr:} (c [n-] of person, thing carried, [n-] or [e-] of place crossed) /$gk: διαβαινειν$/	82a
8980	732	387	3	J. ebol	-		82b
8981	732	387	4	(S) atJioor (B) ater J.	adjective	not to be crossed /$gk: αβατος$/ | (epithet of the Father /*?*/), inaccessible	82b
8982	732	387	5	(B) atSer J.	-		82b
388	732	0	6	(S) GinJioor	noun female	crossing, transmit	82b
389	732	0	7	(S) Jioor (A) Jiwre (B) Jinior	noun male	place of ferry, ford /$gk: διαβασις, γεφυρα$/ | ferry-boat /$gk: σκαφος$/ | ferryman	82b
390	732	0	8	(S) eiero,iero (A) iero (B) iaro (F) iera (S) *eierwou,ierwou (A,L) *ierwou (S) *iarwou (F) *ierwou,ierrwou	noun male	river, (lit) great canal, stream (/*[eioor +o]*/)	82b
							
6398	735	0	1		HEADER	intr :	376b
6399	735	6398	2	^^^ epesht	-		376b
6400	735	6398	3	^^^ Hipesht	-		376b
6401	735	6398	4	^^^ nsa-	-		376b
6402	735	6398	5	^^^ Hi-	-		376b
6403	735	6398	6	^^^ HiJn-	-		376b
							
1351	736	0	1	^^	-	reproach /$gk: ονειδος, ονειδισμος, επονειδισμος, εμπαιγμος$/	252b
1352	736	0	2	r n.	-	be reproach	252b
							
407	737	0	1	(S,L) ^^ Hhhte,^^ Hhte (S) ^^ Hhhpe (B) ^^ Hhppe,Hhppe is	-	(meaning as [eis], properly before pron, vb)	85b
8772	737	407	2	(S,B) ..eis H. eis	-	(before nn) /$gk: ιδου$/	85b
408	737	0	3	(S,A) eiste (A) este	-	(for [eis Hhhte])	85b
409	737	0	4	(B) Hhppe	-	(alone = [eis Hhhte], before pron, vb)	85b
410	737	0	5	(S) Hes,Hhs (F) Heis	-	(similar)	86a
411	737	0	6	(F) Hei	-	(use as [eis])	86a
412	737	0	7	(F) Heit,Het,Ht	-	(as last)	86a
413	737	0	8	(F) Heites	-	(as last)	86a
							
1750	738	0	1	(S) kot ns.	-	mill-wheel	328b
1751	738	0	2	(S) ma ns.	-	grinding place, mill	328b
1752	738	0	3	(S,A,B) wne ns.,wni ns.	-	grinding stone /$gk: μυλος$/	328b
1753	738	0	4	(S) ^^	noun	grinding	328b
							
768	740	0	1	(S) naSt m. (A) naQt m.	-	stiff-necked person /$gk: σκληροτραχηλος$/	163a
769	740	768	2	(S,A) mntn. m.	noun female	stiff-neckedness /$gk: αυθαδεια$/	163a
							
8347	741	0	1		HEADER	With following preposition or adverb:	774a
8348	741	8347	2	^^^ e-	-	(dat commodi)	774a
8349	741	8347	3	^^^ ntn-	-		774a
8350	741	8347	4	^^^ HiJen-	-		774a
3857	741	0	5	atJ.,atG.	-	unquenchable /$gk: ασβεστος$/	774a
3858	741	0	6	o pJne	-		774a
							
3999	742	0	1	(S,B) Gme (S,Sf,B) Gmh (F) Gimh (S,A,L) *Gmhu (S) *Gmhou,Gmeeu (Sf) *Gmauei	noun male	gardener, vinedresser /$gk: αμπελουργος, κηπουρος$/	817b
4000	742	3999	2	(S) atG.	-	untilled	818a
4001	742	3999	3	mntG.	-	vinedressing	818a
							
5520	743	0	1		HEADER	intr :	86a
5521	743	5520	2	^^^ nsa-	-		86a
5522	743	5520	3	^^^ KatHh n-	-		86a
5523	743	0	4		HEADER	(refl):	86a
5524	743	5523	5	^^^ n-,^^^ mmo=	-	/$gk: σπουδαζειν, σπευδειν$/	86a
5525	743	5523	6	^^^ nten-	-		86a
415	743	0	7	reFihs	noun male	one that hastens /$gk: επισπουδαστης$/	86b
414	743	0	8	iws,ihs	noun male	speed, diligence /$gk: σπουδη$/ | (as adv /*oftenest*/, [Kenouiws]) /$gk: ταχυς, ταχυ$/	86b
							
421	745	0	1	(B) metSar iwT	noun female	poverty of dew	87b
							
423	746	0	1	(S) peiaau,piaau	-	(for [ei.])	88a
							
9026	750	0	1	(B) iS nHemsi	-		88b
							
4208	751	0	1		HEADER	tr :	88b
4209	751	4208	2		HEADER	With preposition:	88b
4210	751	4209	3	^^^ e-	-	hang upon, to	88b
4211	751	4209	4	^^^ eJn-	-	hang upon	88b
5529	751	4209	5	^^^ nsa-	-	hang from	88b
5530	751	4209	6	^^^ HiJn-	-		88b
4212	751	4208	7		HEADER	With adverb:	88b
4213	751	4212	8	(B) ^^^ epSwi	-	hang up	88b
4214	751	4212	9	^^^ eHrai,^^^ eHrhi	-	(meaning same)	88b
4215	751	0	10		HEADER	intr :	88b
4216	751	4215	11		HEADER	With preposition:	88b
4217	751	4216	12	^^^ e-	-		88b
4218	751	4216	13	(B) ^^^ eJen-	-	hang over, threaten	88b
4219	751	4216	14	^^^ n-	-		88b
4220	751	4216	15	^^^ nsa-	-		89a
5526	751	4216	16	^^^ oute-	-		89a
5527	751	4216	17	^^^ Sa-	-		89a
5528	751	4216	18	^^^ Hn-,^^^ Ken-	-		89a
4221	751	4215	19		HEADER	With adverb:	89a
4222	751	4221	20	^^^ ebol	-	hang out, overhang	89a
4223	751	4221	21	(B) ^^^ epSwi	-	be hung up	89a
4224	751	4221	22	^^^ eHrai,^^^ eHrhi	-	(meaning same)	89a
424	751	0	23	(B) JiniSi	noun male	hanging, crucifixion	89a
							
425	755	0	1	(S) steiwHe,stwHe (B) seqioHi (F) setioHi,sitioHi	noun female	(a measure of tilled land) /$gk: αρουρα, ζευγαριν$/	89b
426	755	0	2	(S) Si eiwHe (A) Qi i. (F) Si i.	verb	measure field, (whence [nouH nS.] a mesure of length)	90a
427	755	0	3	(S) lebiwHe	noun	(meaning unknown)	90a
							
437	760	0	1	(B) ma nk.	-	plain	92b
438	760	0	2	(B) remnk.	-	husbandman	92b
							
445	764	0	1	(B) atk.	adjective	without leaven /$gk: αζυμος$/	99a
							
450	766	0	1	(S) kba (B) xba	noun	compulsion, forced labour	99b
451	766	450	2	(S) r k.	-	do forced labour	99b
452	766	450	3	(S) Ginr k.	-	doing of forced labour	99b
453	766	450	4	(B) Gi nx.	-	compel /$gk: αγγαρευειν$/	99b
454	766	0	5	(S,A,F) kba	noun male	vengeance (/*? noc conceded with preceding*/) /$gk: εκδικησις$/	99b
455	766	454	6	eire k.,r k.	-	do vengeance /$gk: εκδικειν$/	99b
456	766	454	7	T k.	-	avenge	99b
457	766	454	8	Ji k.	-	take vengeance	99b
458	766	454	9	Ji k.	noun male	retribution, compensation	100a
							
461	767	0	1	(S,B,F) ^^	noun male	coolness /$gk: δειλη, αναξυξις$/ | (as adj)	100a
462	767	0	2	T k.,x.	-	make cool /$gk: καταξυχειν$/	100a
463	767	0	3	Ji k.,Gi x.	-	get cooling, refreshment	100a
464	767	0	4	(B) kbwou	noun	(nn?), coolness	100a
465	767	0	5	(B) tkbo	verb	{tr:} make cool /$gk: ξυχειν$/	100a
							
472	771	0	1	(S) keke,kake,kaake	noun male/female	pupil /*(lit) maiden*/ (of eye) /$gk: κορη$/	101b
							
473	780	0	1	(S) maJe k.	-	cat's ear, (a plant)	102a
474	780	0	2	(S,B) kalh	-	weasel	102a
							
475	781	0	1	(S) klw	noun	(? same as [klo])	102b
							
476	786	0	1	(S) kalkil,kalkel,kelkil,GelGil,kelkel,GeilGeil	noun male	wheel	103a
							
477	791	0	1	(S) kelenkeH,kelnkeH *^<a href=ext Martyrdom of Saint Victor the General;1060;36;26;aFtreuwGp nneFStmnwn mn neFkelnkeH">Ext</a>^* (B,F) kalankeH,kalankaH"	noun male	elbow /$gk: αγκων$/	104a
478	791	0	2	(B) kelounJF	noun	jawbone	104a
479	791	0	3	(S,L,B,F) Hamk.	-	bolt-smith, smith /$gk: χαλκευς$/	104a
							
483	795	0	1	(S) eire nk. (B) iri nx.	-	make a crown, circle /$gk: στεφανουν$/	105a
484	795	0	2	(S,F) T k. (B) T x.	-	crown, set a crown (upon, c [eJn-, HiJn-]) /$gk: στεφανουν$/	105a
485	795	0	3	(B) JinT x.	noun female	crowning (of bridal pair)	105a
486	795	0	4	(S,O) Ji k. (B) Gi x.	-	receive, bear crown	105a
487	795	0	5	(S) reFJro k.	-	victoriously crowned	105a
488	795	0	6	(S) Faik.	-	crown bearer	105a
							
489	799	0	1	Jink.	noun male	robbing	105b
490	799	0	2	atk.	adjective	unstolen, inviolate	105b
491	799	0	3	(S,B) kolps	noun female	theft	105b
							
492	800	0	1	T k. eJn-	-	/$gk: κολαφιζειν, κονδυλιζειν$/	105b
							
5531	804	0	1		HEADER	intr :	106b
5532	804	5531	2	^^^ e-	-		106b
5533	804	5531	3	^^^ e-	-	(of purpose)	106b
4257	804	0	4		HEADER	With following preposition:	106b
4258	804	4257	5	(B) ^^ eJen-	-	strike upon	106b
4259	804	4257	6	(S,B) ^^ n- *^dat^*	-	knock for (someone)	107a
4260	804	4257	7	(B) ^^ Ken-	-	strike upon, in	107a
4261	804	4257	8	(B) ^^ Hiren-	-	knock upon, at	107a
4262	804	0	9		HEADER	With following adverb:	107a
4263	804	4262	10	(B) ^^ ebol	-	knock outwards (from within)	107a
4264	804	4262	11	(S,B) ^^ eHoun,^^ eKoun	-	knock inwards (from without)	107a
493	804	0	12	(S,B) ^^	noun male	blow, knock	107a
494	804	0	13	(S) klHe	noun female	blow	107a
							
497	805	0	1	(S) noune nk.	noun female	(lit) root of reed, (a plant) /$gk: μελεντηριον$/	108a
							
4279	809	0	1	^^ nsa-	-	mock, contemn /$gk: μυκτηριζειν$/	110b
513	809	0	2	^^	noun male	mockery, contempt /$gk: μυκτηρισμος, εξουδενωσις$/	110b
514	809	0	3	mntreFk.	noun female	mockery, contempt	110b
							
4040	811	0	1	T G.	-	smite with rod	828b
4041	811	0	2	Ss nG.	-	blow of rod	828b
							
1359	812	0	1	ma nka o.,ma nT o.,ma noueH o.	-	bread storeroom, pantry	254b
1360	812	0	2	r o.	-	become bread	254b
1361	812	0	3	ato.	adjective	without bread	254b
1362	812	0	4	reFtamie o.	-	baker	254b
1363	812	0	5	(B) sa nw.	-	bread-seller	254b
1364	812	0	6	^^	-	dung /$gk: βολβιτος$/	254b
							
8536	813	0	1	e^^	-		800b
8537	813	0	2	sa^^	-		800b
							
5291	814	0	1		HEADER	With following preposition:	724b
5292	814	5291	2	(S,A,B,F) ^^ e-	-	{intr:} | {tr:}	724b
5293	814	5291	3	(S,B) ^^ eJn-	-		725a
5294	814	5291	4	(S,L,B) ^^ mn-,^^ nem-	-		725a
5295	814	5291	5	(S,B) ^^ n- *^dat^*	-		725a
5296	814	5291	6	(B) ^^ Hi-	-		725a
5297	814	5291	7	(S,A,B) ^^ Hn-,^^ Ken-	-		725a
5298	814	5291	8	(S,A) ^^ Hitn-	-		725a
3678	814	0	9	(S,B) ^^	noun male	joint, joining, reconciliation /$gk: αρμος, καταλλαγη$/ | sinking of sun /$gk: δυσμη$/	725a
3679	814	0	10	(L,B) atH.	-	unsinking	725b
3680	814	0	11	(S,A,B) ma nH.	-	place of sinking (of sun), west /$gk: δυσμη, δυσις$/	725b
3681	814	0	12	(B) metH.	-	union	725b
3682	814	0	13	(A,L) sa nH.	-	sunset side, west	725b
3683	814	0	14	r H.	-	reconcile /$gk: καταλλαγη$/	725b
3684	814	0	15	(B) reFH.	-	reconciler	725b
3685	814	0	16	(S,L,B) GinH.,JinH.	-	union, reconciliation, sinking (of sun)	725b
3686	814	0	17	(B) Hotp,Hopt	noun	thing joined /*?*/, chain, rim /$gk: κυματιον$/	725b
							
8905	817	0	1	(S) kounF (B) kenF	noun male/female	(sg & pl)	111b
							
517	818	0	1	(S,B,F) ^^	noun male	fatness, sweetness /$gk: πιοτης$/	112a
518	818	0	2	(S) r k.	-	be fat	112a
519	818	0	3	(S,B) T k.	-	make fat, salve, anoint	112a
							
520	819	0	1	^^	noun male	slaughter /$gk: σφαγη$/	112b
521	819	0	2	(S,F) reFk.,leFk.	-	slayer /$gk: κερατιστης$/	112b
							
8376	822	0	1		HEADER	With preceding preposition:	778a
8377	822	8376	2	n^^	-	at	778a
8378	822	8376	3	Sa^^	-	till	778a
8379	822	8376	4	(B) Ken^^	-	in, at	778a
8380	822	8376	5	Jin^^,isJen^^	-	from	778a
3877	822	0	6	(S,B) mpnau n-	-	at time of, about the ... hour	778a
							
5540	832	0	1		HEADER	tr :	113b
5541	832	5540	2		HEADER	with 2d prep	113b
5542	832	5541	3	^^^ e-	-		113b
5543	832	5541	4	^^^ ebol Ha-	-		113b
5544	832	5541	5	^^^ Ka-	-		114a
5545	832	5541	6	^^^ Ken-	-		114a
5546	832	5541	7	^^^ Karat=	-		114a
5547	832	5541	8	^^^ Katen-	-		114a
5548	832	5541	9	^^^ KaJen-	-		114a
524	832	0	10	(S,B) ^^	noun male	hiding, concealment	114a
525	832	524	11	Ji k.	-	take hiding, (steal away)	114a
526	832	524	12	(B) ma nx.	-	hiding place	114a
527	832	524	13	(B) Kenoux.	-	secretly /$gk: εν κρυπτω$/	114a
528	832	0	14	(B) nx.	adverb	secretly	114a
							
4108	835	0	1	(B) ^^	noun male	baked (bread)	843b
4109	835	0	2	(S) ma nGoG	noun male	baked, roasted food	843b
4110	835	0	3	(S) GaaGe,GaGe,kake,GeGe,GooGe (S) kak-	noun male/female	baked loaf, cake	843b
							
529	837	0	1	(B) er k.	-	become deaf	114b
530	837	0	2	(B) metk.	noun female	deafness	114b
							
531	841	0	1	(S) reFk.	noun	tree-cutter	115b
							
532	843	0	1	(B) er x.	-	be on fire, burn	116a
533	843	0	2	(B) T x.	-	put fire /*to*/, set alight	116a
534	843	0	3	(B) Hi x.	-	(as last c [e-]) /$gk: πυρουν$/	116a
535	843	0	4	(B) Gi x.	-	take fire	116a
							
4748	845	0	1		HEADER	intr :	116a
4295	845	4748	2		HEADER	With following preposition:	116a
4296	845	4295	3	^^^ e-	-	(direct obj)	116a
4297	845	4295	4	^^^ e-	-	against	116a
4298	845	4295	5	^^^ eHoun e-	-		116a
4299	845	4295	6	^^^ etbe-	-	concerning	116a
4300	845	4295	7	^^^ eJn-	-	against	116a
4301	845	4295	8	^^^ nsa-	-	against	116a
4302	845	4295	9	(B) ^^^ Ka-	-	against	116b
536	845	0	10	^^	noun male	murmuring, complaint /$gk: γογγυσμος$/	116b
537	845	536	11	(B) atx.	-	without complaint	116b
538	845	536	12	(S) reFk. (B) reFx.	-	murmurer /$gk: γογγυστης$/	116b
							
539	846	0	1	(S,A) krmts (S) krmnts (B) xremts	noun male	smoke, mist /$gk: καπνος$/ | obscurity, darkness | rust | fire | (as adj S,B), dark	116b
540	846	0	2	(B) xrems,xems,xemts (F) kemts,khmets	noun female	darkness /$gk: σκοτος$/	116b
							
541	847	0	1	(S,B) r k.	-	become ashes, dust	117a
							
542	849	0	1	(S) mas nk.	-	young frog	117a
							
5552	856	0	1		HEADER	With following preposition:	118b
5553	856	5552	2	^^^ e-	-		118b
5554	856	5552	3	^^^ nten-	-		118b
5555	856	5552	4	(B) ^^^ Ha-	-		118b
548	856	0	5	(B) ^^	noun male	ceasing, idleness /$gk: αργια$/	118b
549	856	548	6	(B) atk.	-	unceasing	118b
							
550	857	0	1	^^	-	(as adj), guileful, false /$gk: δολιος$/	118b
551	857	0	2	(S) atk. (B) atx.	-	guileless /$gk: αδολος$/	118b
552	857	0	3	(B) metatx.	-	guilelessness	118b
553	857	0	4	(S) mntk.	-	guile /$gk: δολος$/	118b
554	857	0	5	(S,A) r k. (B) er x.	-	be guileful, lie in wait /$gk: δουλιουν, δολουν$/	118b
555	857	0	6	(S) reFr k. (B) reFer x.	-	deceiver, traitor	119a
556	857	0	7	(S) sank. (B) sanx.	-	maker of guile, deceiver /$gk: πανουργος$/	119a
557	857	0	8	(S) Ji k. (B) Gi x.,Gi px.	-	use guile, lie in wait	119a
558	857	0	9	(B) Jinx.	-	snares	119a
							
565	864	0	1	(S,B) ^^	noun male/female	(f once) | (B), burial, funeral /$gk: ταφη, ενταφιασμος$/ | (S), corpse /$gk: νεκρος$/	120b
566	864	565	2	(S) balbl k.	-	dig up corpses	120b
567	864	565	3	(S) reFn k. eHoun	-	invoker, producer of dead /$gk: εγγαστριμυθος, μαγγανευτρια$/	120b
568	864	565	4	(S,F) r k.	-	be corpse, be dead	120b
569	864	565	5	(B) reFk.	-	embalmer /$gk: ενταφιαστης$/	120b
570	864	565	6	(B) Jink.	noun male/female	burial	121a
571	864	565	7	(S) kaise,keise,kese (A,L) keese (B) kaisi (F) khisi,kehsi (O) kahse	noun female	preparation for burial, embalming | grave-clothes, shroud | corpse	121a
572	864	571	8	smot ntk.	-	effigy, imitation of body	121a
							
573	867	0	1	(S,A,B,F) ^^	noun male	whispering /$gk: ξιτυρισμος$/	121b
574	867	573	2	(S) reFk. (B) reFx.	-	whisperer /$gk: ξιτυριστης$/	121b
							
575	872	0	1	(B) ^^ ebol	-	build	122a
576	872	0	2	(S,B,F) ^^	noun male	act of building | thing built | edification, (spiritual) | rule (for edification)	122b
577	872	0	3	(S,F) ma nk.	-	building place, builder's workshop	122b
578	872	0	4	(B) metk.	noun female	building	122b
579	872	0	5	(S) reFk.	noun male	builder	122b
580	872	0	6	(S,B) T k.	-	edify	122b
581	872	0	7	(S) Ji k. (B) Gi k.	-	receive edification	122b
582	872	0	8	(S) Gink. (B) Jink.	noun male	building, (process, act of)	122b
583	872	0	9	(S,B,F) ekwt (S) *ekote,ekate,ekatou (B) *ekoT	noun male	builder, mason /$gk: οικοδομος$/	122b
584	872	0	10	(S) sekwt,sikwt	noun female	potter's place, workshop	123a
							
596	876	0	1	(S) Gisk. (B) Jesk.	-	(B f), half a [k.] = 1 drachma /$gk: δραχμη$/	124a
							
5571	883	0	1		HEADER	intr :	129b
5572	883	5571	2	k. ebol	-		129b
							
8523	887	0	1		HEADER	With following preposition or adverb:	798b
8524	887	8523	2	^^^ e-	-		798b
8525	887	8523	3	^^^ eJn-	-		798b
8526	887	8523	4	^^^ HiJn-	-		798b
8527	887	8523	5	^^^ Hn-	-		798b
8528	887	8523	6	^^^ ebol	-		798b
3941	887	0	7	^^	noun male	beating, gnashing | (as adj), beaten /$gk: ελατος$/ | (hence) refixed, pure	798b
							
684	890	0	1	(B) ke l.	-	other tongue, (foreign-tongued) /$gk: ετερογλωσσος$/	144b
685	890	0	2	(S,A,B) las snau	-	two tongues, (double-tongued) /$gk: διγλωσσος$/	144b
686	890	0	3	(S) mntl. snau	noun female	doubletonguedness, (duplicity) /$gk: διγλωσσια$/	144b
687	890	0	4	(S) r l. snau	-	be double-tongued	144b
4365	890	0	5	(S) l. nnoub	-	tongue, (wedge) of gold	144b
4366	890	0	6	(S) l. nSire	-	uvula /$gk: κιονις$/	144b
4367	890	0	7	(S) l. nmsaH	-	crocodile's tongue, (plant /*? κροκοδειλιον*/)	144b
4368	890	0	8	(S) l. nouHoor	-	hound's tongue, (plant) /*kunoglwsson*/	144b
688	890	0	9	(B) *JaJ l.,JoJ l.	-	tongue-cutting, (epithet of [shFi]) | (S,F), stammering	144b
689	890	0	10	(S) GaJe l.	-	with cut tongue /$gk: γλωσσοτμητος$/ | (S,F), stammering	144b
							
613	891	0	1	(S,A) ma nk.	-	bed, plantation of reeds	130b
614	891	0	2	(S) kwwre k.	-	pluck, gather reeds	130b
615	891	0	3	(S) T epk.	-	hedge with reeds /$gk: χαρακουν$/	130b
616	891	0	4	(S,B) ^^	noun female	reed-bed, plantation	130b
							
617	895	0	1	(B) ^^	noun	a breaking /$gk: συγκλασμος$/ | (a malady)	131a
							
6159	898	0	1		HEADER	intr :	331a
6160	898	6159	2	(B) ^^^ nsa-	-	tear at (or merely emphatic) /$gk: τιλλειν$/	331a
6161	898	6159	3	(S) ^^^ Hi-	-	cut, tear from	331a
6162	898	6159	4	^^^ Hn-,^^^ Ken-	-	be broken, separated from	331a
6163	898	0	5		HEADER	qual :	331a
6164	898	6163	6	^^^ e-	-		331a
6165	898	6163	7	^^^ ebol	-		331a
4737	898	0	8	(S,B,F) ^^ ebol	verb	{intr:} be cut, broken off | {tr:} cut off, decide /$gk: αποκνιζειν, λατομειν$/ | (as nn S), separation	331a
4738	898	0	9	(B) ^^ epesht	-	cut off (/*& fall*/) down	331b
1761	898	0	10	(B) ats.	-	unbroken	331b
1762	898	0	11	(S) slpe	noun	strip	331b
							
7132	899	0	1		HEADER	With following preposition:	529b
7133	899	7132	2	(S,B,F) ^^^ e-	-	(person adjured)	529b
7134	899	7132	3	(S,B,F) ^^^ etbe-	-	concerning	529b
7135	899	7132	4	(B) ^^^ eHren-	-	upon, by	529b
7136	899	7132	5	(S,B) ^^^ eJn-	-	upon, as to	529b
7137	899	7132	6	(S,B) ^^^ n- *^dat^*	-		529b
7138	899	7132	7	(S) ^^^ nsa-	-	to	529b
7139	899	7132	8	(B) ^^^ naHren-	-	before, by	529b
7140	899	7132	9	(S) ^^^ Ha-	-	concerning	529b
7141	899	7132	10	(S) ^^^ Hi-	-	upon	529b
7142	899	7132	11	(S) ^^^ HiJn-	-		529b
2819	899	0	12	(S,B) w. pnouJ	-	swear falsely | (as nn S), false swearing	529b
2820	899	2819	13	(S,B) reFw.	-	false swearer	529b
2821	899	0	14	(S,F) ^^	noun male	swearing /$gk: ορκωμοσια$/	530a
2822	899	0	15	(S) baiw.	-	oath-bearer /*?*/	530a
2823	899	0	16	(S) taSe w.	-	much-swearer /$gk: πολυορκος$/	530a
2824	899	0	17	(S) Ginw.	-	swearing	530a
							
5234	900	0	1		HEADER	With following preposition:	679b
5235	900	5234	2	(S,A,L) ^^ e-	-	on, at | (dat commodi)	679b
5236	900	5234	3	(S,A,L,B) ^^ eJn-	-	upon	679b
5237	900	5234	4	(S,L,B,F) ^^ mn-,^^ nem-	-	with | (of married state)	679b
5238	900	5234	5	(S,A,B,F) ^^ n-	-	in | (ethic dat)	679b
5239	900	5234	6	(S,B,F) ^^ sa-,^^ nsa-	-	on side | (as nn)	679b
5240	900	5234	7	(S,A,B,F) ^^ Ha-,^^ Ka-	-	under, at	680a
5241	900	5234	8	(S,A,L,B,F) ^^ Hi-	-	upon	680a
5242	900	5234	9	(S,A,L,B,F) ^^ Hn-,^^ Ken-	-	in	680a
5243	900	5234	10	(S,A,B) ^^ Hirn-	-	at, on	680a
5244	900	5234	11	(S,L) ^^ Ha$^H^$tn-	-	before, by, beside	680a
